id,_description,_artist,_source,_material,_dimensions,_journal-id,_date-artwork,year,keywords,_link-dfkv,_iiif-link,_journal-name
ILLU_13364_378_0,Girl by a Window,Henri Matisse,https://www.metmuseum.org/art/collection/search/486428,oil on canvas,46.70x55.60cm,1351,1921.0,1929,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/13364,https://digi.ub.uni-heidelberg.de/diglit/dkd1928_1929/388,Deutsche Kunst und Dekoration
ILLU_14257_293_3,The Kiss,Max Ernst,,oil on canvas,129.00x161.20cm,1302,1927.0,1933,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14257,https://gallica.bnf.fr/ark:/12148/bpt6k97958165/canvas/f293,Cahiers d'art
ILLU_14268_19_0,The bedroom of the artist in the Ritterstraße,Adolph von Menzel,https://commons.wikimedia.org/wiki/File:1847_Menzel_Schlafzimmer_Kuenstler_Ritterstra%C3%9Fe_anagoria.JPG,,56.00x46.00cm,1527,1847.0,1930,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14268,https://gallica.bnf.fr/ark:/12148/bpt6k61017643/f19,Les Chroniques du jour
ILLU_14279_129_0,Camille,Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Camille.JPG,oil on canvas,231.00x151.00cm,1408,1866.0,1928,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14279,https://gallica.bnf.fr/ark:/12148/bpt6k61112882/f129,Gazette des Beaux-Arts
ILLU_14281_81_1,The Kiss,Max Ernst,,oil on canvas,129.00x161.20cm,1302,1927.0,1928,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14281,https://gallica.bnf.fr/ark:/12148/bpt6k9795256m/canvas/f81,Cahiers d'art
ILLU_14289_276_2,Landscape with Yellow Birds,Paul Klee,,,,1302,1923.0,1928,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14289,https://gallica.bnf.fr/ark:/12148/bpt6k9795256m/canvas/f276,Cahiers d'art
ILLU_14377_349_0,A Sunday on La Grande Jatte — 1884,Georges Seurat,,oil on canvas,207.50x308.10cm,1302,1884.0,1928,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14377,https://gallica.bnf.fr/ark:/12148/bpt6k9795256m/canvas/f349,Cahiers d'art
ILLU_14377_351_1,"Study for ""Un dimanche d'été à la Grande Jatte""",Georges Seurat,,crayon on paper,30.00x17.00cm,1302,1885.0,1928,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14377,https://gallica.bnf.fr/ark:/12148/bpt6k9795256m/canvas/f351,Cahiers d'art
ILLU_14405_29_0,The Tower of Blue Horses,Franz Marc,https://en.wikipedia.org/wiki/The_Tower_of_Blue_Horses,canvas,200.00x130.00cm,1302,1913.0,1938,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14405,https://gallica.bnf.fr/ark:/12148/bpt6k97927179/canvas/f29,Cahiers d'art
ILLU_14458_221_0,Frederick and his sister Wilhelmina,Antoine Pesne,,oil,,1463,,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14458,https://gallica.bnf.fr/ark:/12148/bpt6k5780528p/f221,La Revue de l'art ancien et moderne
ILLU_14924_1_0,Bonaparte franchissant le Grand-Saint-Bernard,Jacques-Louis David,https://commons.wikimedia.org/wiki/File:Jacques_Louis_David_-_Bonaparte_franchissant_le_Grand_Saint-Bernard%2C_20_mai_1800_-_Google_Art_Project.jpg?uselang=fr,oil on canvas,273.00x234.00cm,1491,1802.0,1919,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14924,https://gallica.bnf.fr/ark:/12148/bpt6k30470530/f1,Le Cousin Pons
ILLU_14954_266_0,Dog Lying in the snow,Franz Marc,https://commons.wikimedia.org/wiki/File:1911_Marc_Liegender_Hund_im_Schnee_anagoria.JPG,,,1473,1911.0,1921,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14954,https://gallica.bnf.fr/ark:/12148/bpt6k4226018c/f266,L'Amour de l'art
ILLU_14975_262_1,The Monet Family in Their Garden at Argenteuil,Edouard Manet,https://www.metmuseum.org/art/collection/search/436965,oil on canvas,61.00x99.70cm,1473,1874.0,1926,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14975,https://gallica.bnf.fr/ark:/12148/bpt6k4226258k/f262,L'Amour de l'art
ILLU_14976_363_0,View of the Bay of Marseille with the Village of Saint-Henri,Paul Cézanne,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_View_of_the_Bay_of_Marseille_with_the_Village_of_Saint-Henri.jpg,oil on canvas,65.90x81.30cm,1473,1883.0,1926,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14976,https://gallica.bnf.fr/ark:/12148/bpt6k4226258k/f363,L'Amour de l'art
ILLU_14976_364_0,"Italian Woman, or Woman with Yellow Sleeve (L'Italienne)",Jean-Baptiste-Camille Corot,https://www.nationalgallery.org.uk/paintings/jean-baptiste-camille-corot-italian-woman,oil on canvas,73.00x59.00cm,1473,1870.0,1926,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14976,https://gallica.bnf.fr/ark:/12148/bpt6k4226258k/f364,L'Amour de l'art
ILLU_14976_365_0,Baigneuse aux cheveux longs,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Baigneuse_aux_cheveux_longs_%281%29.jpg?uselang=fr,oil on canvas,82.00x65.00cm,1473,1895.0,1926,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14976,https://gallica.bnf.fr/ark:/12148/bpt6k4226258k/f365,L'Amour de l'art
ILLU_14976_366_1,Laundry Girls Ironing,Edgar Degas,,oil on canvas,,1473,1884.0,1926,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14976,https://gallica.bnf.fr/ark:/12148/bpt6k4226258k/f366,L'Amour de l'art
ILLU_14976_368_2,The Resurrection,Ugolino di Nerio,https://www.nationalgallery.org.uk/paintings/ugolino-di-nerio-the-resurrection,egg tempera on wood,41.50x58.10cm,1473,1325.0,1926,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14976,https://gallica.bnf.fr/ark:/12148/bpt6k4226258k/f368,L'Amour de l'art
ILLU_14977_293_1,Luncheon in the Studio,Édouard Manet,https://en.wikipedia.org/wiki/Luncheon_in_the_Studio,oil on canvas,118.00x153.90cm,1473,1868.0,1926,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14977,https://gallica.bnf.fr/ark:/12148/bpt6k4226258k/f293,L'Amour de l'art
ILLU_14977_294_0,Don Quijote and Sancho Panza,Honoré Daumier,https://commons.wikimedia.org/wiki/File:Don_Quichotte_Honor%C3%A9_Daumier.jpg,oil on canvas,51.00x32.00cm,1473,1868.0,1926,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14977,https://gallica.bnf.fr/ark:/12148/bpt6k4226258k/f294,L'Amour de l'art
ILLU_14978_333_0,Portrait of Dr. Gachet,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_Doktor_Gachet.jpeg,oil on canvas,67.00x56.00cm,1473,,1926,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14978,https://gallica.bnf.fr/ark:/12148/bpt6k4226258k/f333,L'Amour de l'art
ILLU_14981_386_0,"March Sun, Pontoise",Camille Pissarro,,oil on canvas,55.30x92.80cm,1473,1875.0,1927,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/14981,https://gallica.bnf.fr/ark:/12148/bpt6k42262130/canvas/f386,L'Amour de l'art
ILLU_15316_484_0,The Plowman,Hans Holbein le Jeune,,woodcut on paper,65.00x48.00cm,1476,1525.0,1884,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/15316,https://gallica.bnf.fr/ark:/12148/bpt6k891986w/f484,L'Art
ILLU_15357_135_0,Self-Portrait,Albrecht Dürer,,pen,,1408,1521.0,1909,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/15357,https://gallica.bnf.fr/ark:/12148/bpt6k6111270c/canvas/f135,Gazette des Beaux-Arts
ILLU_15678_27_0,Jabach Altarpiece,Albrecht Dürer,https://en.wikipedia.org/wiki/Jabach_Altarpiece,oil on panel,94.00x51.00cm,1479,1504.0,1912,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/15678,https://gallica.bnf.fr/ark:/12148/bpt6k6100847m/f27,L'Art et les artistes
ILLU_15678_28_0,Portrait of Bernhart von Reesen,Albrecht Dürer,https://en.wikipedia.org/wiki/Portrait_of_Bernhart_von_Reesen,oil on oak panel,45.40x31.50cm,1479,1521.0,1912,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/15678,https://gallica.bnf.fr/ark:/12148/bpt6k6100847m/f28,L'Art et les artistes
ILLU_15678_32_1,Vénus debout dans un paysage,Lucas Cranach dit l'Ancien,https://donate.louvre.fr/particuliers/~mon-don,,3.80x2.50cm,1479,,1912,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/15678,https://gallica.bnf.fr/ark:/12148/bpt6k6100847m/f32,L'Art et les artistes
ILLU_15682_108_1,Autoportrait,Paul Guigou,https://commons.wikimedia.org/wiki/File:Mus%C3%A9e_Calvet_Guigou_Paul_autoportrait_1869.jpg?uselang=fr,oil on canvas,40.00x30.00cm,1479,1869.0,1912,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/15682,https://gallica.bnf.fr/ark:/12148/bpt6k6100847m/f108,L'Art et les artistes
ILLU_16290_45_1,A young ladys adventure,Paul Klee,,watercolor,43.80cm,1302,1921.0,1946,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/16290,https://gallica.bnf.fr/ark:/12148/bpt6k4226263w/canvas/f45,Cahiers d'art
ILLU_16297_129_2,Hiver à Schwabing,Wassily Kandinsky,https://commons.wikimedia.org/wiki/File:Kandinsky_-_Winter_in_Schwabing%2C_1902.jpg?uselang=fr,oil on canvas,23.70x32.90cm,1302,1902.0,1946,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/16297,https://gallica.bnf.fr/ark:/12148/bpt6k4226263w/canvas/f129,Cahiers d'art
ILLU_16297_132_1,"Rapallo, mer orageuse",Wassily Kandinsky,https://commons.wikimedia.org/wiki/File:Kandinsky_-_Rapallo%2C_st%C3%BCrmische_See%2C_1906.jpg?uselang=fr,oil on canvas,23.00x33.00cm,1302,1906.0,1946,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/16297,https://gallica.bnf.fr/ark:/12148/bpt6k4226263w/canvas/f132,Cahiers d'art
ILLU_16299_337_2,Diver&nbsp;on a yellow background,Fernand Léger,,,,1302,,1947,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/16299,https://gallica.bnf.fr/ark:/12148/bpt6k42260903/canvas/f337,Cahiers d'art
ILLU_10256_405_1,Christ Carrying the Cross,Titian,https://en.wikipedia.org/wiki/Christ_Carrying_the_Cross_(Titian),oil on canvas,70.00x100.00cm,1439,1506.0,1902,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10256,https://digi.ub.uni-heidelberg.de/diglit/kunstchronik1902/213,Kunstchronik
ILLU_10332_86_0,"Corot's Studio: Woman Seated Before an Easel, a Mandolin in her Hand",Jean-Baptiste-Camille Corot,https://www.nga.gov/collection/art-object-page.1148.html,oil on wood,61.80x40.00cm,1438,1868.0,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10332,https://digi.ub.uni-heidelberg.de/diglit/kk1911/96,Kunst und Künstler
ILLU_10332_92_0,Mademoiselle V. . . in the Costume of an Espada,Edouard Manet,https://www.metmuseum.org/art/collection/search/436945,oil on canvas,165.10x127.60cm,1438,1862.0,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10332,https://digi.ub.uni-heidelberg.de/diglit/kk1911/102,Kunst und Künstler
ILLU_10332_94_0,Jeanne (Spring),Édouard Manet,https://www.getty.edu/art/collection/objects/268843/edouard-manet-jeanne-spring-french-1881/,oil on canvas,74.00x51.50cm,1438,1881.0,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10332,https://digi.ub.uni-heidelberg.de/diglit/kk1911/104,Kunst und Künstler
ILLU_10351_396_0,Portrait of Dr. Gachet,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_Doktor_Gachet.jpeg,oil on canvas,67.00x56.00cm,1438,,1912,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10351,https://digi.ub.uni-heidelberg.de/diglit/kk1912/414,Kunst und Künstler
ILLU_10357_482_0,Le Vagabond (Bosch),Jérôme Bosch,https://fr.wikipedia.org/wiki/Le_Vagabond_%28Bosch%29,oil on panel,71.00x70.60cm,1336,,1930,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10357,https://digi.ub.uni-heidelberg.de/diglit/cicerone1930/514,Der Cicerone
ILLU_10358_94_1,L'accordéon,Fernand Léger,https://vanabbemuseum.nl/en/collection/details/collection/?lookup%5B1673%5D%5Bfilter%5D%5B0%5D=id%3AC552,oil on canvas,134.20x92.70x4.00cm,1368,1926.0,1931,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10358,https://digi.ub.uni-heidelberg.de/diglit/kfa1931_1932/105,Die Kunst für Alle
ILLU_10367_63_0,The Musician s Table,Juan Gris,,oil on canvas,15.24cm,1368,1926.0,1929,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10367,https://digi.ub.uni-heidelberg.de/diglit/kfa1929_1930/75,Die Kunst für Alle
ILLU_10397_164_0,Bridge Across the Marne at Créteil (Banks of the Marne),Paul Cézanne,http://www.arts-museum.ru/,oil on canvas,71.00x90.00cm,1368,1895.0,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10397,https://digi.ub.uni-heidelberg.de/diglit/kfa1909_1910/184,Die Kunst für Alle
ILLU_10445_429_0,"La Route de Sin-le-Noble, près de Douai",Jean-Baptiste Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,,6.00x8.10cm,1438,1873.0,1903,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10445,https://digi.ub.uni-heidelberg.de/diglit/kk1902_1903/438,Kunst und Künstler
ILLU_10456_82_0,La rencontre,Gustave Courbet,https://en.wikipedia.org/wiki/La_rencontre,oil on canvas,132.40x151.00cm,1438,1854.0,1905,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10456,https://digi.ub.uni-heidelberg.de/diglit/kk1906/89,Kunst und Künstler
ILLU_10459_283_0,The Duck Pond,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_027.jpg,oil on canvas,50.40x60.90cm,1438,1873.0,1906,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10459,https://digi.ub.uni-heidelberg.de/diglit/kk1906/290,Kunst und Künstler
ILLU_10459_284_0,Le Déjeuner des Canotiers,Pierre-Auguste Renoir,https://en.wikipedia.org/wiki/Luncheon_of_the_Boating_Party,oil on canvas,1302.00x1756.00cm,1438,1880.0,1906,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10459,https://digi.ub.uni-heidelberg.de/diglit/kk1906/291,Kunst und Künstler
ILLU_10464_161_0,Portrait of a mother,Paul Gauguin,,oil on canvas,41.00x33.00cm,1438,1894.0,1907,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10464,https://digi.ub.uni-heidelberg.de/diglit/kk1908/175,Kunst und Künstler
ILLU_10466_475_0,Gardanne (Horizontal View) (Gardanne [vue horizontale]),Paul Cézanne,https://commons.wikimedia.org/wiki/File:Paul_Cezanne_Gardanne.jpg,oil on canvas,64.80x100.30cm,1438,1885.0,1908,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10466,https://digi.ub.uni-heidelberg.de/diglit/kk1908/492,Kunst und Künstler
ILLU_10467_500_0,The Attentive Nurse,Jean Siméon Chardin,https://www.nga.gov/collection/art-object-page.41649.html,oil on canvas,46.20x37.00cm,1438,1747.0,1908,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10467,https://digi.ub.uni-heidelberg.de/diglit/kk1908/520,Kunst und Künstler
ILLU_10471_491_0,Self-Portrait,Quentin de La Tour,,pastel on paper,30.00x38.00cm,1438,,1909,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10471,https://digi.ub.uni-heidelberg.de/diglit/kk1909/505,Kunst und Künstler
ILLU_10480_275_0,Street Corner Seen from Above,Pierre Bonnard,https://clevelandart.org/art/1948.156.13,lithograph,53.00x40.70cm,1438,1899.0,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10480,https://digi.ub.uni-heidelberg.de/diglit/kk1910/287,Kunst und Künstler
ILLU_10480_276_0,Street Scene from Above,Pierre Bonnard,https://clevelandart.org/art/1948.156.5,lithograph,53.10x41.00cm,1438,1899.0,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10480,https://digi.ub.uni-heidelberg.de/diglit/kk1910/288,Kunst und Künstler
ILLU_10486_583_0,Wheat Field with Sheaves and Arles in the Background,Vincent van Gogh,,ink on paper,31.50x24.00cm,1438,1888.0,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10486,https://digi.ub.uni-heidelberg.de/diglit/kk1910/595,Kunst und Künstler
ILLU_10487_102_0,Four Breton Women,Paul Gauguin,https://commons.wikimedia.org/wiki/File:Paul_Gauguin_036.jpg,oil on canvas,71.80x91.40cm,1438,1886.0,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10487,https://digi.ub.uni-heidelberg.de/diglit/kk1911/112,Kunst und Künstler
ILLU_10488_228_0,The Yellow House,Vincent van Gogh,https://en.wikipedia.org/wiki/The_Yellow_House,oil on canvas,72.00x91.50cm,1438,,1911,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10488,https://digi.ub.uni-heidelberg.de/diglit/kk1911/236,Kunst und Künstler
ILLU_10488_231_0,Self-portrait without beard,Vincent van Gogh,https://en.wikipedia.org/wiki/Self-portrait_without_beard,oil on canvas,40.00x31.00cm,1438,,1911,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10488,https://digi.ub.uni-heidelberg.de/diglit/kk1911/239,Kunst und Künstler
ILLU_10649_241_0,On the Cliff at Pourville Clear Weather,Claude Monet,"https://commons.wikimedia.org/wiki/File:Claude_Monet_-_On_the_Cliff_at_Pourville,_Clear_Weather,_1882.jpg",,,1438,1882.0,1903,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10649,https://digi.ub.uni-heidelberg.de/diglit/kk1904/247,Kunst und Künstler
ILLU_10655_624_0,"The Hunted Deer, Spring",Gustave Courbet,,,111.00x85.00cm,1438,1867.0,1911,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10655,https://digi.ub.uni-heidelberg.de/diglit/kk1911/588,Kunst und Künstler
ILLU_10664_348_0,The Garden at Fontenay,Auguste Renoir,,oil on canvas,62.00x51.00cm,1438,1874.0,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10664,https://digi.ub.uni-heidelberg.de/diglit/kk1910/360,Kunst und Künstler
ILLU_10670_175_0,Springtime,Claude Monet,,,,1438,1873.0,1903,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10670,https://digi.ub.uni-heidelberg.de/diglit/kk1902_1903/184,Kunst und Künstler
ILLU_10672_145_0,Jeanne (Spring),Édouard Manet,https://www.getty.edu/art/collection/objects/268843/edouard-manet-jeanne-spring-french-1881/,oil on canvas,74.00x51.50cm,1438,1881.0,1906,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10672,https://digi.ub.uni-heidelberg.de/diglit/kk1907/159,Kunst und Künstler
ILLU_10672_150_0,Quai du Louvre,Claude Monet,"https://commons.wikimedia.org/wiki/File:Quai_du_Louvre_1867,_by_Claude_Monet.jpg",,,1438,1867.0,1906,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10672,https://digi.ub.uni-heidelberg.de/diglit/kk1907/164,Kunst und Künstler
ILLU_10708_137_0,Faust meeting Marguerite,Eugène Delacroix,,lithography,,1438,1828.0,1909,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10708,https://digi.ub.uni-heidelberg.de/diglit/kk1910/148,Kunst und Künstler
ILLU_10709_86_0,The swineherd,Paul Gauguin,,oil on canvas,,1438,1889.0,1909,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10709,https://digi.ub.uni-heidelberg.de/diglit/kk1910/97,Kunst und Künstler
ILLU_10719_130_1,The Weir at the Mill,Gustave Courbet,https://commons.wikimedia.org/wiki/File:Gustave_Courbet_-_L%27%C3%A9cluse_de_la_Loue_-_Google_Art_Project.jpg,oil on canvas,64.50x54.00cm,1368,1866.0,1898,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10719,https://digi.ub.uni-heidelberg.de/diglit/kfa1897_1898/171,Die Kunst für Alle
ILLU_10725_390_0,Claude Monet painting in his studio,Édouard Manet,https://commons.wikimedia.org/wiki/File:Monet_Painting_on_His_Studio_Boat_Edouard_Manet_1874.jpg,oil on canvas,80.00x98.00cm,1438,1874.0,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10725,https://digi.ub.uni-heidelberg.de/diglit/kk1910/402,Kunst und Künstler
ILLU_10725_394_0,Portrait of Mademoiselle Isabelle Lemonnier,Édouard Manet,,oil on canvas,101.00x801.00cm,1438,1879.0,1910,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10725,https://digi.ub.uni-heidelberg.de/diglit/kk1910/406,Kunst und Künstler
ILLU_10737_7_0,The Trumpeter of the Orleans Hussars,Théodore Géricault,https://sammlung.belvedere.at/objects/8318/der-trompeter-der-orleanshusaren,oil on canvas,48.00x38.30cm,1368,1813.0,1900,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10737,https://digi.ub.uni-heidelberg.de/diglit/kfa1900_1901/17,Die Kunst für Alle
ILLU_10737_7_1,"Portrait d’Eugénie-Paméla Larivière (1804-1824), sœur de l’artiste",Louis-Eugène Lariviere,https://donate.louvre.fr/particuliers/~mon-don,,,1368,1820.0,1900,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10737,https://digi.ub.uni-heidelberg.de/diglit/kfa1900_1901/17,Die Kunst für Alle
ILLU_10791_541_0,La Charrette,Le Nain,https://donate.louvre.fr/particuliers/~mon-don,oil on canvas,5.60x7.20cm,1438,1641.0,1909,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10791,https://digi.ub.uni-heidelberg.de/diglit/kk1909/555,Kunst und Künstler
ILLU_10888_642_3,Red Spot II,Wassily Kandinsky,"https://commons.wikimedia.org/wiki/File:Vassily_Kandinsky,_1921_-_Red_spot_II.jpg",,,1336,1921.0,1925,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10888,https://digi.ub.uni-heidelberg.de/diglit/cicerone1925/674,Der Cicerone
ILLU_10933_92_0,The Tragedy,Pablo Picasso,https://www.nga.gov/collection/art-object-page.46671.html,oil on wood,105.30x69.00cm,1368,1903.0,1912,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10933,https://digi.ub.uni-heidelberg.de/diglit/kfa1912_1913/113,Die Kunst für Alle
ILLU_10947_529_0,The Promenade,Théo Van Rysselberghe,,oil on canvas,97.00x130.00cm,1368,1901.0,1914,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10947,https://digi.ub.uni-heidelberg.de/diglit/kfa1913_1914/581,Die Kunst für Alle
ILLU_10948_170_0,Young Moses,Gustave Moreau,,oil on canvas,134.60x185.40cm,1368,,1914,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10948,https://digi.ub.uni-heidelberg.de/diglit/kfa1913_1914/193,Die Kunst für Alle
ILLU_10948_177_0,Salome Dancing before Herod,Gustave Moreau,,oil on canvas,103.50x144.00cm,1368,1876.0,1914,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10948,https://digi.ub.uni-heidelberg.de/diglit/kfa1913_1914/200,Die Kunst für Alle
ILLU_10955_43_0,Le Déjeuner des Canotiers,Pierre-Auguste Renoir,https://en.wikipedia.org/wiki/Luncheon_of_the_Boating_Party,oil on canvas,1302.00x1756.00cm,1438,1880.0,1916,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10955,https://digi.ub.uni-heidelberg.de/diglit/kk1917/55,Kunst und Künstler
ILLU_10964_372_1,Le Pont-au-change,Charles Meryon,,,,1368,1854.0,1919,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10964,https://digi.ub.uni-heidelberg.de/diglit/kfa1918_1919/395,Die Kunst für Alle
ILLU_10966_143_0,Smoker,Paul Cézanne,,oil on canvas,,1368,1892.0,1922,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/10966,https://digi.ub.uni-heidelberg.de/diglit/kfa1921_1922/160,Die Kunst für Alle
ILLU_11224_164_0,"Marissal, Path to the Front of the Church",Jean-Baptiste Camille Corot,,oil on panel,,1336,1866.0,1911,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/11224,https://digi.ub.uni-heidelberg.de/diglit/cicerone1911/189,Der Cicerone
ILLU_11224_165_0,Mademoiselle de Foudras,Jean Baptiste Camille Corot,http://collections.glasgowmuseums.com/mwebcgi/mweb?request=record;id=166812;type=101,oil on canvas,89.00x59.70cm,1336,1872.0,1911,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/11224,https://digi.ub.uni-heidelberg.de/diglit/cicerone1911/190,Der Cicerone
ILLU_11245_676_0,A Farm in Brittany,Paul Gauguin,https://www.metmuseum.org/art/collection/search/436448,oil on canvas,72.40x90.50cm,1336,1894.0,1912,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/11245,https://digi.ub.uni-heidelberg.de/diglit/cicerone1912/712,Der Cicerone
ILLU_11246_762_0,Arab Fantasia,Eugène Delacroix,https://commons.wikimedia.org/wiki/File:Fantasia_arabe.png,color on canvas,60.50x74.50cm,1336,,1912,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/11246,https://digi.ub.uni-heidelberg.de/diglit/cicerone1912/804,Der Cicerone
ILLU_11283_331_0,Centaur and nymph,Arnold Böcklin,,oil on canvas,,1438,,1911,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/11283,https://digi.ub.uni-heidelberg.de/diglit/kk1911/341,Kunst und Künstler
ILLU_11290_38_0,The Old Musician,Edouard Manet,https://www.nga.gov/collection/art-object-page.46637.html,oil on canvas,187.40x248.20cm,1438,1862.0,1912,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/11290,https://digi.ub.uni-heidelberg.de/diglit/kk1913/49,Kunst und Künstler
ILLU_11307_543_0,Madame David,Jacques-Louis David,https://www.nga.gov/collection/art-object-page.46113.html,oil on canvas,72.90x59.40cm,1438,1813.0,1913,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/11307,https://digi.ub.uni-heidelberg.de/diglit/kk1913/553,Kunst und Künstler
ILLU_11307_546_0,"Joachim Murat (1767 - 1815), roi de Naples",Baron Antoine-Jean Gros,https://donate.louvre.fr/particuliers/~mon-don,,34.30x28.00cm,1438,1812.0,1913,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/11307,https://digi.ub.uni-heidelberg.de/diglit/kk1913/556,Kunst und Künstler
ILLU_11308_54_0,Portrait of Rosita Mauri,Édouard Manet,https://pushkinmuseum.art/data/fonds/europe_and_america/j/2001_3000/zzh_1820/index.php?find=%D0%BC%D0%B0%D0%BD%D0%B5,,85.00x65.00cm,1438,1870.0,1913,Reproduction,https://dfkv.dfkg.org/ng/index.html#/records/11308,https://digi.ub.uni-heidelberg.de/diglit/kk1914/69,Kunst und Künstler
