id,title,author,link,technique,dimensions,date
ILLU_15357_125_0,Self-Portrait,Albrecht Dürer,"https://en.wikipedia.org/wiki/Self-Portrait_%28D%C3%BCrer,_Madrid%29",Oil on panel , 52 x 41cm , 1498
ILLU_15432_172_2,Croquet,Édouard Manet,,Oil on canvas , 72.5 x 106cm , 1873
ILLU_15680_64_0,Darmstadt Madonna,Hans Holbein the Younger,https://en.wikipedia.org/wiki/Darmstadt_Madonna,Oil on pine panel , 146.5 x 102cm , c. 1526
ILLU_15691_118_3,The Noble Lady,Hans Holbein le Jeune,,Woodcut on paper , 65 x 48cm , 1525
ILLU_15795_133_0,Orphan Girls in Amsterdam,Max Liebermann,https://commons.wikimedia.org/wiki/File:Max_Liebermann_-_Amsterdamer_Waisenm%C3%A4dchen_%28Studie%29_-_Google_Art_Project.jpg,Oil on canvas , 67 x 89.5cm , 1876
ILLU_15795_135_0,Stephens Home at Leiden,Max Liebermann,https://commons.wikimedia.org/wiki/File:Liebermann%2C_Stevenstift.jpg,Oil on canvas , 78 x 100cm , between 1889 and 1890
ILLU_15949_77_2,Bride,Marcel Duchamp,,Oil on canvas , 89.5 x 55.25cm , 1912
ILLU_16290_45_0,A young ladys adventure,Paul Klee,,Watercolor , 43.8cm , 1921
ILLU_16297_130_1,Air clair,Wassily Kandinsky,https://commons.wikimedia.org/wiki/File:Kandinsky_-_Helle_Luft%2C_1901.jpg?uselang=fr,Huile et tempera sur toile , 34 x 52.3cm , 1901
ILLU_16435_4_0,Trente,Wassily Kandinsky,https://commons.wikimedia.org/wiki/File:Vassily_Kandinsky%2C_1937_-_Thirty.jpg?uselang=fr,Huile sur toile , 81 x 100cm , 1937
ILLU_10332_136_0,A Dead Soldier,Italian,https://www.nationalgallery.org.uk/paintings/italian-a-dead-soldier,Oil on canvas , 104.8 x 167cm , 17th century
ILLU_10332_91_0,Boy with a Sword,Edouard Manet,https://www.metmuseum.org/art/collection/search/436948,Oil on canvas , 131.1 x 93.4cm , 1861
ILLU_10350_380_0,Still life with commode,Paul Cézanne,,,,1883-1887
ILLU_10358_93_2,Girl with a Fan,Paul Gauguin,,Oil on canvas ,, 1902
ILLU_10398_348_0,Horse Frightened by Lightning,Eugène Delacroix,https://commons.wikimedia.org/wiki/File:Eugene_Delacroix_-_Horse_Frightened_by_Lightning_-_Google_Art_Project.jpg,"Watercolour, lead white on paper ", 236 x 320mm , 1825-1829
ILLU_10447_135_0,The Woman in the Moon,Aubrey Beardsley,,Indian ink on pencil , 23cm , 1894
ILLU_10452_298_0,Fishing Boats on the Beach,Vincent van Gogh,,Ink on paper ,, 1888
ILLU_10453_97_0,Mademoiselle de Foudras,Jean Baptiste Camille Corot,http://collections.glasgowmuseums.com/mwebcgi/mweb?request=record;id=166812;type=101,Oil on canvas , 890 x 597mm , 1872
ILLU_10456_76_0,The Wheat Sifters,Gustave Courbet,https://en.wikipedia.org/wiki/The_Wheat_Sifters,Oil on canvas , 131 x 167cm , 1855
ILLU_10459_286_0,Renoir: La Loge (Theatre Box),Auguste Renoir,,oil on canvas ,, 1874
ILLU_10461_450_0,Arrangement in White and Black,James Abbott McNeill Whistler,,Oil on canvas , 90.9 x 191.4cm , 1876
ILLU_10461_455_0,At The Piano,James Abbott McNeill Whistler,https://commons.wikimedia.org/wiki/File:Whistler_-_At_the_Piano.jpg,Painting ,, 1858
ILLU_10466_423_0,Mill on the Couleuvre at Pontoise,Paul Cézanne,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_Le_moulin_sur_la_Couleuvre_%C3%A0_Pontoise_-_Google_Art_Project.jpg,Oil on canvas , 735 x 915cm , 1881
ILLU_10466_427_0,Landscape with Poplars,Paul Cézanne,https://www.nationalgallery.org.uk/paintings/paul-cezanne-landscape-with-poplars,Oil on canvas , 71 x 58cm , c. 1885-7
ILLU_10479_248_0,Lola de Valence,Edouard Manet,https://clevelandart.org/art/1922.182,Etching and aquatint ,, 1862
ILLU_10481_296_0,Portrait of Madame du Barry,Élisabeth Vigée Le Brun,,Oil on panel , 69.2 x 51.4cm , 1781
ILLU_10486_582_0,"View of a River, Quay, and Bridge",Vincent van Gogh,,Ink on paper ,, 1888
ILLU_10528_215_0,The Preserve Makers,Max Liebermann,https://commons.wikimedia.org/wiki/File:Max_Liebermann_Canning_factory.jpg,Oil on mahogany wood , 49 x 65.3cm , 1879
ILLU_10544_200_0,The Love Song,Sir Edward Burne-Jones,https://www.metmuseum.org/art/collection/search/435826,Oil on canvas , 114.3 x 155.9cm , 1868-77
ILLU_10559_353_0,Christ on the Sea of Galilee,Eugène Delacroix,https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_Christ_on_the_Sea_of_Galilee_-_Google_Art_Project_(27796212).jpg,Oil on canvas , 59.8 x 73.3cm , 1854
ILLU_10560_357_0,Padre Sebastiano,John Singer Sargent,https://www.metmuseum.org/art/collection/search/12153,Oil on canvas , 56.5 x 71.1cm , c. 1904-6
ILLU_10649_237_0,"Interior, after Dinner",Claude Monet,https://www.nga.gov/collection/art-object-page.61376.html,Oil on canvas , 50.2 x 65.4cm , 1868/1869
ILLU_10649_244_0,The Blue House at Zaandam,Claude Monet,,,,1871
ILLU_10652_98_0,Woman Leaving Her Bath,Edgar Degas,,Pastel , 23 x 31cm , 1877
ILLU_10654_147_0,Music in the Tuileries Gardens,Edouard Manet,https://www.nationalgallery.org.uk/paintings/edouard-manet-music-in-the-tuileries-gardens,Oil on canvas , 76.2 x 118.1cm , 1862
ILLU_10654_148_1,Lola de Valence,Édouard Manet,https://commons.wikimedia.org/wiki/File:Edouard_Manet_044.jpg?uselang=fr,Huile sur toile , 123 x 192cm , 1862
ILLU_10666_459_0,"La Route de Sin-le-Noble, près de Douai",Jean-Baptiste Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,,0.6 x 0.81m , 1873
ILLU_10677_63_0,Music in the Tuileries Gardens,Edouard Manet,https://www.nationalgallery.org.uk/paintings/edouard-manet-music-in-the-tuileries-gardens,Oil on canvas , 76.2 x 118.1cm , 1862
ILLU_10745_370_0,Still Life of Flowers,Gustave Courbet,,,,1863
ILLU_10948_174_0,The Unicorns,Gustave Moreau,,Oil on canvas , 90 x 115cm , 1885
ILLU_10949_68_0,Portrait of Armand Roulin,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_Portrait_of_Armand_Roulin_-_Google_Art_Project.jpg,Oil on canvas , 650 x 540mm , 1888
ILLU_10962_307_0,Red Uhlans,Piotr von Michalowski,https://sammlung.belvedere.at/objects/698/rote-ulanen,Oil on canvas , 49.5 x 63cm , undated
ILLU_10962_310_0,Woman Reading near a Goldfish Tank,Lovis Corinth,https://sammlung.belvedere.at/objects/849/dame-am-goldfischbassin,Oil on canvas , 74 x 90.5cm , 1911
ILLU_10972_265_0,"The Amazon, Portrait of Marie Lefebure",Édouard Manet,"https://commons.wikimedia.org/wiki/File:The_Amazon,_Portrait_of_Marie_Lefebure,_by_Edouard_Manet,_1870-1875,_oil_on_canvas_-_Museu_de_Arte_de_S%C3%A3o_Paulo_-_DSC07170.jpg",,,c. 2015
ILLU_10972_268_0,Madame Manet in conservatory,Édouard Manet,,Oil on canvas , 86.3 x 100cm , 1879
ILLU_10973_191_0,Farmer with straw hat,Vincent van Gogh,,Ink on paper , 49.5 x 37.9cm , 1888
ILLU_10973_193_0,Wheatfield with Cypresses,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Weizenfeld_mit_Zypressen2.jpeg,Black chalk and pen , 47 x 62cm , -1889
ILLU_10976_213_0,Road with Cypress and Star,Vincent van Gogh,https://en.wikipedia.org/wiki/Road_with_Cypress_and_Star,,,1890
ILLU_10976_225_0,The Large Plane Trees (Road Menders at Saint-Rémy),Vincent van Gogh,https://clevelandart.org/art/1947.209,Oil on fabric , 73.4 x 91.8cm , 1889
ILLU_11279_227_0,Portrait of Postman Roulin,Vincent van Gogh,https://www.dia.org/art/collection/object/portrait-postman-roulin-46066,Oil on canvas , 25.6 x 19.9 x 0.7in , 1888
ILLU_11288_479_0,"Madame Cézanne (Hortense Fiquet, 1850–1922) in the Conservatory",Paul Cézanne,https://www.metmuseum.org/art/collection/search/435875,Oil on canvas , 92.1 x 73cm , 1891
ILLU_11289_517_1,The Girls on the Bridge,Edvard Munch,https://commons.wikimedia.org/wiki/File:Four_girls_on_the_bridge.jpg,Oil on canvas , 126 x 126cm , 1905
ILLU_11309_28_0,"Le pont de Narni, aux environs de Rome (Italie)",Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,Huile sur papier collé sur toile , 0.34 x 0.48m , 1826
ILLU_11309_32_0,"L'église de Marissel, près de Beauvais",Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,Huile sur toile , 0.55 x 0.42m , 1866
ILLU_11309_33_0,Alexina Ledoux,Jean-Baptiste Camille Corot,,Oil on canvas , 36 x 27cm , 1830
ILLU_11309_35_0,Velléda,Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,Huile sur toile , 0.83 x 0.55m , Vers 1868 - 1870
ILLU_11311_211_0,Plain by Mont Sainte-Victoire,Paul Cézanne,,,,1880
ILLU_11311_214_0,"Sugarbowl, Pears and Tablecloth",Paul Cézanne,,Oil on canvas ,, 1894
ILLU_11311_277_0,Bridge Over the Pond,Paul Cézanne,http://www.arts-museum.ru/,Oil on canvas , 64 x 79cm , 1898
ILLU_11311_279_0,The Murder,Paul Cézanne,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_The_Murder_-_Google_Art_Project.jpg,Oil on canvas , 640 x 810mm , 1867-1870
ILLU_11311_285_0,Monforte Altarpiece,Hugo van der Goes,https://en.wikipedia.org/wiki/Monforte_Altarpiece,Oil on panel , 147 x 242cm , c. 1470
ILLU_11314_392_0,At the Mirror,Edgar Degas,,Pastel ,, 1886
ILLU_11329_701_0,Naked model in the workshop,Fernand Léger,,,,1913
ILLU_11340_625_0,Self-Portrait Dedicated to Paul Gauguin,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_self-portrait_dedicated_to_Gauguin.jpg,Oil on canvas , 61.5 x 50.3cm,
ILLU_11340_629_2,Woman on Her Deathbed,Vincent van Gogh,https://en.wikipedia.org/wiki/Woman_on_Her_Deathbed,,,1883
ILLU_11340_643_2,Street in Saintes-Maries,Vincent van Gogh,,Ink on paper , 30.5 x 47cm , 1888
ILLU_11341_685_0,Group of Bathers,Paul Cézanne,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_Group_of_Bathers.jpg,Oil on canvas , 20.6 x 30.8cm , c. 1895
ILLU_11363_114_0,Interior with Two Women and a Child,Paul Cézanne,http://www.arts-museum.ru/,Oil on canvas , 91 x 72cm , c. 1861
ILLU_11363_114_1,"Madame Cézanne (Hortense Fiquet, 1850–1922) in the Conservatory",Paul Cézanne,https://www.metmuseum.org/art/collection/search/435875,Oil on canvas , 92.1 x 73cm , 1891
ILLU_11363_24_0,The Death Chamber,Edvard Munch,,Lithography on paper , 39 x 55.5cm , 1896
ILLU_11367_191_2,A Centennial of Independence,Henri Rousseau,https://www.getty.edu/art/collection/objects/816/henri-rousseau-a-centennial-of-independence-french-1892/,Oil on canvas , 111.8 x 158.1cm , 1892
ILLU_11374_379_2,Aroundfish,Paul Klee,,Oil , 46.3 x 64.1cm , 1926
ILLU_11374_381_1,Portrait de Madame M.,Henri Rousseau,https://commons.wikimedia.org/wiki/File:Henri_Rousseau%2C_known_as_le_Douanier_-_Portrait_of_Madame_M%3B_-_Google_Art_Project.jpg?uselang=fr,Huile sur toile , 1980 x 1150mm , 1895 - 1897
ILLU_11374_391_3,Flower vendor,Amedeo Modigliani,,Oil on canvas , 116.5 x 93.3cm , 1919
ILLU_11379_93_1,Young Woman in Oriental Garb,Édouard Manet,,Oil on canvas , 95.5 x 74.5cm , 1871
ILLU_11381_128_0,Camille on the Beach at Trouville,Claude Monet,,,,1870
ILLU_11387_383_0,Seated Odalisque,Henri Matisse,,,,1928
ILLU_11388_392_0,Une Baignade à Asnières,Georges Seurat,https://www.nationalgallery.org.uk/paintings/georges-seurat-bathers-at-asnieres,Huile sur toile , 201 x 300cm , 1884
ILLU_11412_1012_3,The Murderer in the Lane,Edvard Munch,,Oil on canvas , 110 x 138cm , 1919
ILLU_11418_61_1,Terrasse à Sainte-Adresse,Claude Monet,https://www.metmuseum.org/art/collection/search/437133,Huile sur toile , 98.1 x 129.9cm , 1867
ILLU_11420_151_0,Blossoming Chestnut Branches,Vincent van Gogh,,Oil on canvas , 72.5 x 91cm , 1890
ILLU_11432_236_0,Circus Sideshow (Parade de cirque),Georges Seurat,https://www.metmuseum.org/art/collection/search/437654,Oil on canvas , 99.7 x 149.9cm , 1887-88
ILLU_11447_106_0,The Lac d'Annecy,Paul Cézanne,,Oil on canvas , 65 x 81cm , 1896
ILLU_11456_347_0,Mameluke defending wounded trumpete,Theodore Gericault,,,,1818
ILLU_11456_351_0,The Large Shepherdess,Jean-François Millet,,Etching on paper , 32.1 x 23.8cm , 1862
ILLU_11461_272_0,The Intrigue,James Ensor,,,,
ILLU_11462_205_0,Boy Leading a Horse,Pablo Picasso,,Oil on canvas , 220.3 x 131.1cm ," Paris, 1905-06"
ILLU_11479_167_0,The Skein Winder From Picardy,Henri Matisse,,,,1903
ILLU_11511_169_0,The Train Bridge in Argenteuil,Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Le_pont_de_chemin_der_fer_%C3%A0_Argenteuil.jpg,Oil on canvas , 60 x 99cm , 1873
ILLU_11513_213_0,Four Bathers,Paul Cézanne,,Oil on canvas , 35 x 39.5cm , 1880
ILLU_11514_247_0,Woman washing in the bath,Edgar Degas,,"Colored pencils, pastel, cardboard ", 31.8 x 47.4cm , 1892
ILLU_11515_251_0,Bent Figure of a Woman Sien,Vincent van Gogh,,"Pencil, sepia, paper ",, 1882
ILLU_11519_67_1,Hélène Fourment with her Son Frans,Peter Paul Rubens,https://en.wikipedia.org/wiki/Helena_Fourment_with_Her_Son_Frans,Oil on panel , 146 x 102cm , 1635
ILLU_11530_233_0,Sur la plage,Édouard Manet,https://commons.wikimedia.org/wiki/File:Edouard_Manet_-_On_the_Beach_-_Google_Art_Project.jpg?uselang=fr,Huile sur toile , 950 x 730mm , 1873
ILLU_11536_440_0,Les Baigneuses,Pierre-Auguste Renoir,https://fr.wikipedia.org/wiki/Les_Baigneuses_(Renoir),Huile sur toile , 1100 x 1600mm , 1918 - 1919
ILLU_11545_227_0,The Hungry Lion Throws Itself on the Antelope,Henri Rousseau,https://en.wikipedia.org/wiki/The_Hungry_Lion_Throws_Itself_on_the_Antelope,Oil on canvas , 200 x 301cm , 1905
ILLU_11547_62_0,Three Ballet Dancers,Edgar Degas,,Oil on canvas ,, 1879
ILLU_11551_319_0,Chasse au tigre,Eugène Delacroix,https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_Chasse_au_tigre_%281854%29.jpg?uselang=fr,Huile sur toile , 73 x 92.5cm , 1854
ILLU_11552_349_0,Girl Tatting,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_La_Frivolit%C3%A9.jpg,Oil on canvas , 56.5 x 46.7cm , c. 1906
ILLU_11555_9_0,"Portrait de Jules Vallès (1832-1885), écrivain.",Gustave Courbet,https://parismuseescollections.paris.fr/node/152482,"Peinture à l'huile, Toile (matériau) ", 36.5 x 31.4cm , 1861
ILLU_11558_102_0,Femmes Au Canapé Ou Le Divan,Henri Matisse,,,,1921
ILLU_11563_195_0,Autoportrait,Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet-Portrait_de_l%27artiste-1917.jpg?uselang=fr,Huile sur toile , 70 x 55cm , 1917
ILLU_11575_456_0,View of Saintes-Maries with Cemetery,Vincent van Gogh,,Ink on paper ,, 1888
ILLU_11581_151_1,Head of a Young Man,Vincent van Gogh,,Pencil on paper ,, 1885
ILLU_11583_177_0,The Trinquetaille Bridge,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_Willem_van_Gogh_030.jpg,Oil on canvas , 72.5 x 91.5cm , 1888
ILLU_11585_269_0,The Luncheon,Claude Monet,https://commons.wikimedia.org/wiki/File:The_Luncheon_by_Claude_Monet_-_St%C3%A4del_-_Frankfurt_am_Main_-_Germany_2017.jpg,,,1868
ILLU_11585_270_0,"Rue de la Bavole, Honfleur",Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Rue_de_la_Bavole%2C_Honfleur_-_Google_Art_Project.jpg?uselang=fr,Huile sur toile , 559 x 610mm , 1864
ILLU_11590_343_0,Ville d'Avray the Pond and the Cabassud House,Jean-Baptiste Camille Corot,,Oil on canvas ,, 1840
ILLU_11592_65_0,The Aqueduct,Paul Cézanne,http://www.arts-museum.ru/,Oil on canvas , 91 x 72cm , 1900
ILLU_11595_264_0,Moroccan caid visiting his tribe,Eugène Delacroix,https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Ferdinand_Victor_Delacroix_028.jpg,Oil on canvas , 98 x 126cm , 1837
ILLU_11745_4013_2,The Spreading Pine Tree in the Brühl Valley near Mödling,Ludwig Ferdinand Schnorr von Carolsfeld,https://sammlung.belvedere.at/objects/1964/die-breite-fohre-nachst-der-bruhl-bei-modling,Oil on canvas , 66 x 112cm , 1838
ILLU_11894_75_0,Postman Joseph Roulin,Vincent van Gogh,,Oil on canvas , 81.3 x 65.4cm , 1888
ILLU_11995_1613_1,Chestnut Trees at Jas de Bouffan,Paul Cézanne,https://collections.artsmia.org/art/802,Oil on canvas , 28 x 35.5in , c. 1885-1886
ILLU_11996_1612_0,The Drawing Lesson,Jacob Ochtervelt,,Canvas,,
ILLU_11996_1613_1,Chestnut Trees at Jas de Bouffan,Paul Cézanne,https://collections.artsmia.org/art/802,Oil on canvas , 28 x 35.5in , c. 1885-1886
ILLU_12004_30317_1,Seashore with a Fisherman,Caspar David Friedrich,https://sammlung.belvedere.at/objects/2496/meeresstrand-mit-fischer,Oil on canvas , 33.5 x 51cm , c. 1807
ILLU_12006_102_3,"Le Colisée, vu à travers les arcades de la basilique de Constantin, à Rome",Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,Huile sur papier collé sur toile , 0.23 x 0.35 x 0.36m , 1825
ILLU_12196_2404_1,Nude,Henri Matisse,,,,1919
ILLU_12208_3604_0,The boy with cherries,Édouard Manet,https://commons.wikimedia.org/wiki/File:Boy_with_Cherries_Edouard_Manet.jpg,Oil on canvas ,, 1858
ILLU_12226_3804_0,Armor Chamber Fantasy,Adolph Menzel,"https://commons.wikimedia.org/wiki/File:Adolf_Menzel_-_%22Armor_Chamber_Fantasy%22,_1866_-_Google_Art_Project.jpg",,,1866
ILLU_12252_181_0,View of Constantinople,Oskar Kokoschka,,,,1929
ILLU_12559_479_0,A boy with a dog,Édouard Manet,,Oil on canvas , 92 x 72cm , 1861
ILLU_12659_53_0,Banks of the Seine at Médan,Paul Cézanne,https://www.nga.gov/collection/art-object-page.52165.html,Oil on canvas , 73 x 92.3cm , c. 1885/1890
ILLU_12660_505_1,The Battle of Love,Paul Cézanne,https://commons.wikimedia.org/wiki/File:The_Battle_of_Love_A17492.jpg,Oil on canvas , 38 x 46cm , c. 1880
ILLU_12665_506_0,Circus Sideshow (Parade de cirque),Georges Seurat,https://www.metmuseum.org/art/collection/search/437654,Oil on canvas , 99.7 x 149.9cm , 1887-88
ILLU_12668_31_0,Madame Cézanne à la jupe rayée,Paul Cézanne,https://commons.wikimedia.org/wiki/File:Madame_C%C3%A9zanne_dans_un_fauteuil_rouge%2C_par_Paul_C%C3%A9zanne.jpg?uselang=fr,Huile sur toile , 72.5 x 56cm , 1877
ILLU_12723_5204_0,Die Alten,Albin Egger-Lienz,,,258 x 205cm , 1914
ILLU_12768_286_0,Notre Dame,Henri Rousseau,https://commons.wikimedia.org/wiki/File:Henri_Rousseau_-_Notre_Dame_-_Google_Art_Project.jpg,Oil on canvas , 12.9 x 16.1mm , 1909
ILLU_12768_287_0,Quai d'Ivry,Henri Rousseau,https://commons.wikimedia.org/wiki/File:Henri_Rousseau_-_Quai_d'Ivry_-_Google_Art_Project.jpg,Canvas , 461 x 550mm , c. 1907
ILLU_12779_381_0,At the Lapin Agile,Pablo Picasso,https://www.metmuseum.org/art/collection/search/486162,Oil on canvas , 99.1 x 100.3cm , 1905
ILLU_12779_383_1,The ironer,Pablo Picasso,,Oil on canvas , 116.2 x 73cm , 1904
ILLU_13058_322_0,The Three Fiancees,Jan Toorop,,,,
ILLU_13074_288_0,Baumlandschaft,Waldemar Rösler,https://sammlung.belvedere.at/objects/2764/baumlandschaft,Oil on canvas , 80 x 100cm , c. 1910
ILLU_13074_293_0,Portrait of Else Lampe Von Quita,Théo Van Rysselberghe,,,,1911
ILLU_13077_370_0,Self-Portrait,Eugène Zak,,,,1911
ILLU_13287_17_0,Negro Attacked by a Jaguar,Henri Rousseau,,Oil on canvas , 162.5 x 116cm , 1910
ILLU_13292_310_0,L'Arlésienne,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_L'_Arlesienne_(Madame_Ginoux)3.jpeg,Oil on canvas , 54 x 65cm,
ILLU_13292_315_0,Sunflowers,Vincent van Gogh,,,,1888
ILLU_13292_316_0,"View of Arles, Flowering Orchards",Vincent van Gogh,"https://en.wikipedia.org/wiki/View_of_Arles,_Flowering_Orchards",Oil on canvas , 72 x 92cm , 1889
ILLU_13297_329_0,Le Printemps,Jean-François Millet,https://commons.wikimedia.org/wiki/File:Jean-Fran%C3%A7ois_Millet_%28II%29_-_Spring_-_WGA15693.jpg,Huile sur toile , 86 x 111cm , c. 1868
ILLU_13329_273_0,Captain Edouard Bernier,Auguste Renoir,,,,1871
ILLU_13332_336_0,Cypresses,Vincent van Gogh,https://www.metmuseum.org/art/collection/search/437980,Oil on canvas , 93.4 x 74cm , 1889
ILLU_13332_338_1,Mountains at Saint-Rémy,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Berglandschaft_in_Saint-R%C3%A9my.jpeg,Oil on canvas , 71.8 x 90.8cm,
ILLU_13332_339_0,The Card Players,Paul Cézanne,https://www.metmuseum.org/art/collection/search/435868,Oil on canvas , 65.4 x 81.9cm , 1890-92
ILLU_13332_346_0,Life,Pablo Picasso,,Oil on canvas , 196.5 x 128.5cm , 1903
ILLU_13362_306_0,The Path of forest,André Derain,,Oil on canvas , 54 x 65cm , 1928
ILLU_13364_378_0,Girl by a Window,Henri Matisse,https://www.metmuseum.org/art/collection/search/486428,Oil on canvas , 46.7 x 55.6cm , 1921
ILLU_14257_293_3,The Kiss,Max Ernst,,Oil on canvas , 129 x 161.2cm , 1927
ILLU_14268_19_0,The bedroom of the artist in the Ritterstraße,Adolph von Menzel,https://commons.wikimedia.org/wiki/File:1847_Menzel_Schlafzimmer_Kuenstler_Ritterstra%C3%9Fe_anagoria.JPG,,56 x 46cm , 1847
ILLU_14279_129_0,Camille,Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Camille.JPG,Oil on canvas , 231 x 151cm , 1866
ILLU_14281_81_1,The Kiss,Max Ernst,,Oil on canvas , 129 x 161.2cm , 1927
ILLU_14289_276_2,Landscape with Yellow Birds,Paul Klee,,,,1923
ILLU_14377_349_0,A Sunday on La Grande Jatte — 1884,Georges Seurat,,Oil on canvas , 207.5 x 308.1cm , 1884/86
ILLU_14377_351_1,"Study for ""Un dimanche d'été à la Grande Jatte""",Georges Seurat,,Crayon on paper , 30 x 17cm , 1885
ILLU_14405_29_0,The Tower of Blue Horses,Franz Marc,https://en.wikipedia.org/wiki/The_Tower_of_Blue_Horses,Leinwand , 200 x 130cm , 1913
ILLU_14458_221_0,Frederick and his sister Wilhelmina,Antoine Pesne,,Oil,,
ILLU_14924_1_0,Bonaparte franchissant le Grand-Saint-Bernard,Jacques-Louis David,https://commons.wikimedia.org/wiki/File:Jacques_Louis_David_-_Bonaparte_franchissant_le_Grand_Saint-Bernard%2C_20_mai_1800_-_Google_Art_Project.jpg?uselang=fr,Huile sur toile , 273 x 234cm , 1802
ILLU_14954_266_0,Dog Lying in the snow,Franz Marc,https://commons.wikimedia.org/wiki/File:1911_Marc_Liegender_Hund_im_Schnee_anagoria.JPG,,,1911
ILLU_14975_262_1,The Monet Family in Their Garden at Argenteuil,Edouard Manet,https://www.metmuseum.org/art/collection/search/436965,Oil on canvas , 61 x 99.7cm , 1874
ILLU_14976_363_0,View of the Bay of Marseille with the Village of Saint-Henri,Paul Cézanne,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_View_of_the_Bay_of_Marseille_with_the_Village_of_Saint-Henri.jpg,Oil on canvas , 65.9 x 81.3cm , c. 1883
ILLU_14976_364_0,"Italian Woman, or Woman with Yellow Sleeve (L'Italienne)",Jean-Baptiste-Camille Corot,https://www.nationalgallery.org.uk/paintings/jean-baptiste-camille-corot-italian-woman,Oil on canvas , 73 x 59cm , c. 1870
ILLU_14976_365_0,Baigneuse aux cheveux longs,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Baigneuse_aux_cheveux_longs_%281%29.jpg?uselang=fr,Huile sur toile , 82 x 65cm , 1895 - 1896
ILLU_14976_366_1,Laundry Girls Ironing,Edgar Degas,,Oil on canvas ,, 1884
ILLU_14976_368_2,The Resurrection,Ugolino di Nerio,https://www.nationalgallery.org.uk/paintings/ugolino-di-nerio-the-resurrection,Egg tempera on wood , 41.5 x 58.1cm , possibly 1325-8
ILLU_14977_293_1,Luncheon in the Studio,Édouard Manet,https://en.wikipedia.org/wiki/Luncheon_in_the_Studio,Oil on canvas , 118 x 153.9cm , 1868
ILLU_14977_294_0,Don Quijote and Sancho Panza,Honoré Daumier,https://commons.wikimedia.org/wiki/File:Don_Quichotte_Honor%C3%A9_Daumier.jpg,Oil on canvas , 51 x 32cm , c. 1868
ILLU_14978_333_0,Portrait of Dr. Gachet,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_Doktor_Gachet.jpeg,Oil on canvas , 67 x 56cm,
ILLU_14981_386_0,"March Sun, Pontoise",Camille Pissarro,,Oil on canvas , 55.3 x 92.8cm , 1875
ILLU_15316_484_0,The Plowman,Hans Holbein le Jeune,,Woodcut on paper , 65 x 48cm , 1525
ILLU_15357_135_0,Self-Portrait,Albrecht Dürer,,Pen ,, 1521
ILLU_15678_27_0,Jabach Altarpiece,Albrecht Dürer,https://en.wikipedia.org/wiki/Jabach_Altarpiece,Oil on panel , 94 x 51cm , c. 1504
ILLU_15678_28_0,Portrait of Bernhart von Reesen,Albrecht Dürer,https://en.wikipedia.org/wiki/Portrait_of_Bernhart_von_Reesen,Oil on oak panel , 45.4 x 31.5cm , 1521
ILLU_15678_32_1,Vénus debout dans un paysage,Lucas Cranach dit l'Ancien,https://donate.louvre.fr/particuliers/~mon-don,,0.38 x 0.25m,
ILLU_15682_108_1,Autoportrait,Paul Guigou,https://commons.wikimedia.org/wiki/File:Mus%C3%A9e_Calvet_Guigou_Paul_autoportrait_1869.jpg?uselang=fr,Huile sur toile , 40 x 30cm , 1869
ILLU_16290_45_1,A young ladys adventure,Paul Klee,,Watercolor , 43.8cm , 1921
ILLU_16297_129_2,Hiver à Schwabing,Wassily Kandinsky,https://commons.wikimedia.org/wiki/File:Kandinsky_-_Winter_in_Schwabing%2C_1902.jpg?uselang=fr,Huile sur toile , 23.7 x 32.9cm , 1902
