id,title,author,link,technique,dimensions,date
ILLU_10881_196_0,The Dance Lesson,Edgar Degas,,Pastel , 65 x 56cm , 1879
ILLU_10888_642_1,Red Spot II,Wassily Kandinsky,"https://commons.wikimedia.org/wiki/File:Vassily_Kandinsky,_1921_-_Red_spot_II.jpg",,,1921
ILLU_10942_292_0,"La chemise enlevée, baigneuses",Gaston de Latouche,https://parismuseescollections.paris.fr/node/244574,"Peinture à l'huile, Toile (matériau) ", 208 x 219cm , 1913
ILLU_10945_335_0,Self-portrait with white turbaned,Paul Cézanne,,Oil on canvas , 55 x 46cm , 1882
ILLU_10948_171_0,Jason,Gustave Moreau,https://commons.wikimedia.org/wiki/File:Moreau_-_Jason_et_M%C3%A9d%C3%A9e.jpg?uselang=fr,Huile sur toile , 204 x 121.5cm , 1865
ILLU_10964_370_1,Etchings of Paris:  The Notre Dame Pump,Charles Meryon,https://clevelandart.org/art/1937.636,Etching ,, 1852
ILLU_10965_161_0,Gondola,Auguste Renoir,,Oil on canvas , 54.6 x 66cm , 1881
ILLU_10967_87_0,A Woman Clothed with the Sun,Odilon Redon,https://clevelandart.org/art/1926.140.6,Lithograph , 23 x 28.6cm , 1899
ILLU_10970_87_0,Boy by the Water,Paul Gauguin,,Oil on canvas ,, 1885
ILLU_10976_215_0,Wheat Fields after the Rain,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_Wheat_Fields_after_the_Rain_(1890).jpg,Oil on canvas , 73 x 92cm,
ILLU_11245_674_0,Three Fishing Boats,Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet_005.jpg,Oil on canvas , 73 x 92.5cm , 1885
ILLU_11288_478_0,Portrait of Antoine Valabregue,Paul Cézanne,,Oil on canvas ,, 1871
ILLU_11290_143_0,The Spanish Singer,Edouard Manet,https://www.metmuseum.org/art/collection/search/436944,Oil on canvas , 147.3 x 114.3cm , 1860
ILLU_11290_211_0,The Races at Longchamp,Édouard Manet,,Oil on canvas , 44 x 84.2cm , 1866
ILLU_11305_405_0,The Painter Paul Herrmann and the Physician Paul Contard,Edvard Munch,https://sammlung.belvedere.at/objects/2632/der-maler-paul-herrmann-und-der-arzt-paul-contard,Oil on canvas , 54 x 73cm , 1897
ILLU_11308_44_0,Berthe Morisot,Edouard Manet,https://clevelandart.org/art/1958.34,Oil on fabric , 74 x 60cm , c. 1869-73
ILLU_11311_209_0,Smoker,Paul Cézanne,https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+paintings/28720,Oil on canvas , 92.5 x 73.5cm , Between 1890 and 1892
ILLU_11312_252_0,We want Barabbas (Ecce Homo),Honoré Daumier,,,,1852
ILLU_11321_147_1,"To Russia, with Asses and Others",Marc Chagall,,Oil on canvas , 156 x 122cm , 1912
ILLU_11329_700_0,Smokers,Fernand Léger,,,,1912
ILLU_11340_648_2,Farmhouse with Two Figures,Vincent van Gogh,,Oil on canvas , 45 x 38cm , 1890
ILLU_11363_113_0,Pierrot and Harlequin,Paul Cézanne,,Oil on canvas , 102 x 81cm , c. 1888
ILLU_11374_379_1,Deer in the Forest II,Franz Marc,,Oil on canvas , 110 x 100.5cm , 1914
ILLU_11374_385_0,Dr. Mayer-Hermann,Otto Dix,,Oil and tempera on wood , 149.2 x 99.1cm , Berlin 1926
ILLU_11379_91_0,Portrait of Henri Rochefort,Édouard Manet,https://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Portrait_Henri_Rochefort2.jpg,Oil on canvas , 81.5 x 66.5cm , 1881
ILLU_11388_389_0,Avignon from the West,Jean-Baptiste-Camille Corot,https://www.nationalgallery.org.uk/paintings/jean-baptiste-camille-corot-avignon-from-the-west,Oil on canvas , 34 x 73.2cm , 1836
ILLU_11388_396_1,Music in the Tuileries Gardens,Edouard Manet,https://www.nationalgallery.org.uk/paintings/edouard-manet-music-in-the-tuileries-gardens,Oil on canvas , 76.2 x 118.1cm , 1862
ILLU_11388_397_1,Hillside in Provence,Paul Cézanne,https://www.nationalgallery.org.uk/paintings/paul-cezanne-hillside-in-provence,Oil on canvas , 63.5 x 79.4cm , c. 1890-2
ILLU_11412_1003_1,Domino Players,Henri Matisse,,,,1921
ILLU_11418_61_0,Terrasse à Sainte-Adresse,Claude Monet,https://www.metmuseum.org/art/collection/search/437133,Huile sur toile , 98.1 x 129.9cm , 1867
ILLU_11419_101_0,Self-Portrait with a Straw Hat (obverse: The Potato Peeler),Vincent van Gogh,https://www.metmuseum.org/art/collection/search/436532,Oil on canvas , 40.6 x 31.8cm , 1887
ILLU_11419_101_1,Head of a Peasant Woman,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_Head_of_a_Peasant_Woman.jpg,Oil on canvas , 43.8 x 34.6cm , 1884
ILLU_11440_604_0,Velléda,Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,Huile sur toile , 0.83 x 0.55m , Vers 1868 - 1870
ILLU_11461_269_0,Self-Portrait with Masks,James Ensor,,Oil , 120 x 80cm , 1899
ILLU_11463_107_0,The Sleeping Gypsy,Henri Rousseau,,Oil on canvas , 129.5 x 200.7cm , 1897
ILLU_11467_223_0,Enclosed Field with Peasant,Vincent van Gogh,https://en.wikipedia.org/wiki/Enclosed_Field_with_Peasant,Oil on canvas , 29 x 36.2in ," Saint-rémy, early"
ILLU_11477_128_1,View of L'Estaque,Paul Cézanne,,Oil on canvas , 60 x 73cm , 1883
ILLU_11478_134_0,Medea,Paul Cézanne,,Watercolor on cardboard , 38 x 20cm , 1882
ILLU_11493_289_0,The Lovers,Pablo Picasso,https://www.nga.gov/collection/art-object-page.46667.html,Oil on linen , 130.2 x 97.2cm , 1923
ILLU_11501_226_0,Pierre-François Bernier,Jean-Auguste-Dominique Ingres,https://commons.wikimedia.org/wiki/File:Bernier-Ingres-1800.jpg,Oil ,, 1800
ILLU_11503_399_0,Le Violoncelliste Pilet,Edgar Degas,https://commons.wikimedia.org/wiki/File:Edgar_Degas_-_The_Cellist_Pilet_-_Google_Art_Project.jpg?uselang=fr,Huile sur toile , 500 x 610mm , 1868 and 1869
ILLU_11515_249_0,Wheat Field with Mower and a Stooping Peasant Woman,Vincent van Gogh,,Chalk on paper ,, 1885
ILLU_11521_91_0,La rencontre,Gustave Courbet,https://en.wikipedia.org/wiki/La_rencontre,Huile sur toile , 132.4 x 151cm , 1854
ILLU_11527_195_0,"Langlois Bridge at Arles with Women Washing, The",Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-Die_Br%C3%BCcke_von_Langlois_in_Arles_mit_W%C3%A4scherinnen.jpeg,Oil on canvas , 54 x 65cm , 1888
ILLU_11564_197_0,Surprised!,Henri Rousseau,https://www.nationalgallery.org.uk/paintings/henri-rousseau-surprised,Oil on canvas , 129.8 x 161.9cm , 1891
ILLU_11567_247_0,Bathers,Paul Cézanne,,Oil on canvas , 73 x 92cm , 1904
ILLU_11573_403_1,Project for Portraits in a Frieze - Three Women,Edgar Degas,,,,1879
ILLU_11575_449_0,Willows and characters in a boat,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Saules_et_personnages_dans_une_barque.jpg,Oil on canvas , 92.8 x 74cm , c. 1880
ILLU_11575_451_0,"Snow Effect, The Boulevard de Pontoise at Argenteuil",Claude Monet,,,,1875
ILLU_11577_56_0,At the Theatre (La Première Sortie),Pierre-Auguste Renoir,https://www.nationalgallery.org.uk/paintings/pierre-auguste-renoir-at-the-theatre-la-premiere-sortie,Oil on canvas , 65 x 49.5cm , 1876-7
ILLU_11577_59_0,The Execution of Maximilian,Edouard Manet,https://www.nationalgallery.org.uk/paintings/edouard-manet-the-execution-of-maximilian,Oil on canvas , 193 x 284cm , c. 1867-8
ILLU_11577_63_0,Portrait of Elena Carafa,Hilaire-Germain-Edgar Degas,https://www.nationalgallery.org.uk/paintings/hilaire-germain-edgar-degas-portrait-of-elena-carafa,Oil on canvas , 70.1 x 55cm , c. 1875
ILLU_11577_64_0,The Beach at Trouville,Claude Monet,https://www.nationalgallery.org.uk/paintings/claude-monet-the-beach-at-trouville,Oil on canvas , 38 x 46.5cm , 1870
ILLU_11577_65_0,Avignon from the West,Jean-Baptiste-Camille Corot,https://www.nationalgallery.org.uk/paintings/jean-baptiste-camille-corot-avignon-from-the-west,Oil on canvas , 34 x 73.2cm , 1836
ILLU_11581_151_0,Winter Garden,Vincent van Gogh,,,,1884
ILLU_11583_175_0,Canal,Vincent van Gogh,,Pencil on paper ,, 1873
ILLU_11584_217_0,The Exposition Universelle,Édouard Manet,,Oil on canvas ,, 1867
ILLU_11592_58_0,Still Life with Fruit Dish,Paul Cézanne,,Oil on canvas , 46.4 x 54.6cm , 1879-80
ILLU_11592_61_0,Portrait of Victor Chocquet,Paul Cézanne,,Oil on canvas , 45.7 x 36.8cm , 1877
ILLU_11595_269_0,Chasse au tigre,Eugène Delacroix,https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_Chasse_au_tigre_%281854%29.jpg?uselang=fr,Huile sur toile , 73 x 92.5cm , 1854
ILLU_11623_32_0,Fight between a Tiger and a Buffalo,Henri Rousseau,https://clevelandart.org/art/1949.186,Oil on fabric , 170 x 189.5cm , 1908
ILLU_11884_169_0,Autoportrait,Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet-Portrait_de_l%27artiste-1917.jpg?uselang=fr,Huile sur toile , 70 x 55cm , 1917
ILLU_11895_75_0,Postman Joseph Roulin,Vincent van Gogh,,Oil on canvas , 81.3 x 65.4cm , 1888
ILLU_11995_1612_1,Chestnut Trees at Jas de Bouffan,Paul Cézanne,https://collections.artsmia.org/art/802,Oil on canvas , 28 x 35.5in , c. 1885-1886
ILLU_11998_126_1,Gentleman of the Trivulzio Family,Bernardino dei Conti,https://www.dia.org/art/collection/object/gentleman-trivulzio-family-41245,Oil on wood panel , 42.9 x 29.1 x 0.7in , 1450 and 1528
ILLU_12216_242503_0,Musicians with masks,Pablo Picasso,,Oil on canvas , 203.2 x 188cm , 1921
ILLU_12216_242503_1,Life,Pablo Picasso,,Oil on canvas , 196.5 x 128.5cm , 1903
ILLU_12220_3103_2,Self-Portrait,Otto Dix,,"Oil, panel, tempera ", 49.5 x 73.6cm , 1912
ILLU_12244_2504_0,Portrait of Levinus Memminger,Michael Wolgemut,https://commons.wikimedia.org/wiki/File:Michael_Wolgemut_-_Portrait_of_Levinus_Memminger_-_WGA25862.jpg?uselang=fr,Huile sur panneau , 34 x 23cm , c. 1485
ILLU_12248_4402_2,Triumph of Wealth,Hans Holbein le Jeune,,,25 x 57cm , 1533
ILLU_12372_378_0,The ironer,Pablo Picasso,,Oil on canvas , 116.2 x 73cm , 1904
ILLU_12439_228_0,Portrait of Diego Rivera,Amedeo Modigliani,,Oil on canvas , 100 x 81cm , 1914
ILLU_12567_51_0,Amsterdam,Oskar Kokoschka,,,,1925
ILLU_12655_162_0,Lady in Pink,Édouard Manet,https://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Lady_in_Pink_-_Google_Art_Project.jpg,,940 x 750mm , 1879-1881
ILLU_12662_74_0,Richard Wagner,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Richard_Wagner.jpg?uselang=fr,Huile sur toile , 53 x 46cm , 1882
ILLU_12665_509_0,The ham,Édouard Manet,,Oil on canvas ,, 1880
ILLU_12666_437_0,Portrait of Madame Brunet,Édouard Manet,https://www.getty.edu/art/collection/objects/258736/edouard-manet-portrait-of-madame-brunet-french-about-1861-1863-reworked-by-1867/,Oil on canvas , 132.4 x 100cm , c. 1861-c. 1863
ILLU_12779_384_0,"Violin, glass, pipe and inkwell",Pablo Picasso,,Oil on canvas , 81 x 54cm , 1912
ILLU_13068_114_0,Horse in the Woods,Gustave Courbet,,Oil on canvas , 108 x 133cm , 1863
ILLU_13077_368_0,Shepherd,Eugène Zak,,,,1910
ILLU_13260_593_0,"A Young Man Breaking into the Girls Dance, and the Old Women are in Panic",Andreï Riabouchkine,,Oil on canvas ,, 1902
ILLU_13291_23_0,Croquet,Édouard Manet,,Oil on canvas , 72.5 x 106cm , 1873
ILLU_13292_305_0,"Railway Bridge over Avenue Montmajour, Arles, The",Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_Willem_van_Gogh_039.jpg,Oil on canvas , 73 x 92cm,
ILLU_13292_306_0,The Schoolboy (Camille Roulin),Vincent van Gogh,,Oil on canvas , 63.5 x 54cm , 1888
ILLU_13292_312_0,The House of Père Eloi,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Das_Haus_von_P%C3%A8re_Eloi.jpeg,Oil on canvas , 51 x 58cm , 1890
ILLU_13292_317_0,House with sunflowers,Vincent van Gogh,,Oil on canvas ,, 1887
ILLU_13302_256_0,Girl with Foliage Plant,Karl Hofer,https://sammlung.belvedere.at/objects/8301/madchen-mit-blattpflanze,Oil on canvas , 105 x 74cm , 1923
ILLU_13322_285_0,Mother and Child,Pablo Picasso,,Oil on canvas , 142.9 x 172.7cm , 1921
ILLU_13390_116_0,Odalisque with a Tambourine,Henri Matisse,,,,1925
ILLU_14257_293_2,The Beautiful Season,Max Ernst,,,,1925
ILLU_14268_16_0,Theater,Honoré Daumier,,Oil on canvas , 40.5 x 32.5cm,
ILLU_14270_71_0,Painter and Model,Pablo Picasso,,Oil on canvas , 129.8 x 163cm ," Paris, 1928"
ILLU_14279_126_0,Lise with Umbrella,Pierre-Auguste Renoir,https://en.wikipedia.org/wiki/Lise_(Renoir),Oil on canvas , 184 x 115cm , 1867
ILLU_14290_335_2,Argenteuil. Yachts 02,Claude Monet,,,,1875
ILLU_14300_167_2,Valley of the Lot at Vers,André Derain,,,,1912
ILLU_14319_402_0,"Stratified Rocks, Nature's Gift of Gneiss Lava Iceland Moss…",Max Ernst,,"Gouache, pencil, cardboard ", 19.1 x 24.1cm , 1920
ILLU_14354_812_0,Die junge Pariserin (Die Kokotte),Wilhelm Leibl,,,,1869
ILLU_14374_65_4,Coal cars,Theodore Gericault,,Oil on canvas , 42 x 65.5cm , 1822
ILLU_14377_346_2,Seated and Standing Woman,Georges Seurat,,Oil on wood ,, 1884
ILLU_14377_347_0,A Sunday on La Grande Jatte — 1884,Georges Seurat,,Oil on canvas , 207.5 x 308.1cm , 1884/86
ILLU_14377_351_4,"Woman with a Monkey (study for ""A Sunday Afternoon on the Island of La Grande Jatte"")",Georges Seurat,https://commons.wikimedia.org/wiki/File:Grand_Jatte_(study).jpg,Oil on panel , 25 x 16cm,
ILLU_14410_186_0,Committee for the French Art Exhibition in Copenhagen,Peder Severin Krøyer,,,,1888
ILLU_14447_38_0,Le Déjeuner sur l'herbe,Édouard Manet,https://fr.wikipedia.org/wiki/Le_D%C3%A9jeuner_sur_l'herbe,Oil on canvas , 208 x 264.5cm , 1863
ILLU_14458_395_0,Lady Sealing a Letter,Jean Siméon Chardin,,Oil on canvas , 146 x 147cm , 1732
ILLU_14489_126_0,Lise with Umbrella,Pierre-Auguste Renoir,https://en.wikipedia.org/wiki/Lise_(Renoir),Oil on canvas , 184 x 115cm , 1867
ILLU_14922_11_0,Frederick and his sister Wilhelmina,Antoine Pesne,,Oil,,
ILLU_14968_252_0,Saint Catherine and Mary Magdalene,Konrad Witz,https://commons.wikimedia.org/wiki/File:Konrad_Witz_007.jpg,Holz , 161 x 131cm , c. 1440
ILLU_14975_263_1,Young Woman Reclining in Spanish Costume,Édouard Manet,https://commons.wikimedia.org/wiki/File:Young_Woman_Reclining_in_Spanish_Costume_by_%C3%89douard_Manet.jpeg,Oil on canvas , 37.3 x 44.8in , c. 1862
ILLU_14976_366_0,Returning from the market,Honoré Daumier,,Oil on canvas , 37 x 29cm , 1870
ILLU_14976_368_0,An Evangelist,"Italian, Umbrian (possibly Master of San Crispino)",https://www.nationalgallery.org.uk/paintings/italian-umbrian-possibly-master-of-san-crispino-an-evangelist,Fresco (with areas of secco) transferred to canvas , 79.8 x 65.4cm , mid-14th century
ILLU_14976_368_1,A Bishop Saint,"Italian, Umbrian (possibly Master of San Crispino)",https://www.nationalgallery.org.uk/paintings/italian-umbrian-possibly-master-of-san-crispino-a-bishop-saint,Fresco (with areas of secco) transferred to canvas , 80 x 65.2cm , mid-14th century
ILLU_14977_293_0,Claude Monet painting in his studio,Édouard Manet,https://commons.wikimedia.org/wiki/File:Monet_Painting_on_His_Studio_Boat_Edouard_Manet_1874.jpg,Oil on canvas , 80 x 98cm , 1874
ILLU_14978_332_1,The Luncheon,Claude Monet,https://commons.wikimedia.org/wiki/File:The_Luncheon_by_Claude_Monet_-_St%C3%A4del_-_Frankfurt_am_Main_-_Germany_2017.jpg,,,1868
ILLU_14980_254_0,The Presentation of the Virgin,Tintoretto,https://commons.wikimedia.org/wiki/File:Madonna_dell'Orto_(Venice)_-_Presentation_at_the_temple_of_the_Virgin_(1552-1553)_by_Tintoretto.jpg,Oil on canvas , 480 x 429cm , c. 1552
ILLU_15357_119_0,Self-portrait,Albrecht Dürer,https://en.wikipedia.org/wiki/Self-Portrait_at_the_Age_of_13,Drawing on paper (silver point) , 27.5 x 19.6cm , 1484
ILLU_15360_153_0,Shoemaker,Max Liebermann,,,,1881
ILLU_15405_337_0,Portrait of Bernhart von Reesen,Albrecht Dürer,https://en.wikipedia.org/wiki/Portrait_of_Bernhart_von_Reesen,Oil on oak panel , 45.4 x 31.5cm , 1521
ILLU_15405_341_0,Portrait of a Man,Albrecht Dürer,https://commons.wikimedia.org/wiki/File:Albrecht_D%C3%BCrer_-_Bildnis_eines_unbekannten_Mannes.jpg,Oil on panel , 50 x 36cm , 1521
ILLU_15550_169_1,Weeping at the Cross,Arnold Böcklin,https://commons.wikimedia.org/wiki/File:Arnold_B%C3%B6cklin_-_Beweinung_unter_dem_Kreuz.jpg,Tempera on wood , 164 x 250cm , 1876
ILLU_15639_132_0,Piazza d’Erbe in Verona,Adolph Menzel,https://commons.wikimedia.org/wiki/File:Adolph_Menzel_-_Piazza_d%E2%80%99Erbe_in_Verona_-_Google_Art_Project.jpg,Oil on canvas , 73.5 x 127cm , 1884
ILLU_15680_65_0,"Charles de Solier, Sieur de Morette",Hans Holbein the Younger,"https://commons.wikimedia.org/wiki/File:Hans_Holbein_the_Younger_-_Charles_de_Solier,_Sieur_de_Morette_(1534-1535)_-_Google_Art_Project.jpg",Oak , 92.5 x 75.4cm , c. 1534
ILLU_16297_134_1,Autumn in Bavaria,Vassily Kandinsky,,Oil on cardboard , 33 x 45cm , 1908
ILLU_16375_4_0,A Red Pedestal,Georges Braque,,Oil on canvas ,, 1942
ILLU_16402_2_0,Portrait of Jeanne Hebuterne,Amedeo Modigliani,,Oil on canvas , 46 x 29cm , 1918
ILLU_10332_144_0,Interior,Edgar Degas,https://en.wikipedia.org/wiki/Interior_(Degas),Oil on canvas , 813.3 x 1143.8mm , 1868
ILLU_10332_93_0,A Matador,Edouard Manet,https://www.metmuseum.org/art/collection/search/436960,Oil on canvas , 171.1 x 113cm , 1866-67
ILLU_10345_173_0,The Promenade,Pierre-Auguste Renoir,https://www.getty.edu/art/collection/objects/823/pierre-auguste-renoir-the-promenade-french-1870/,Oil on canvas , 81.3 x 64.8cm , 1870
ILLU_10346_253_0,Caricature de Delacroix (reproduction photographique),George Sand,https://parismuseescollections.paris.fr/node/214630,Procédé photomécanique,,
ILLU_10350_384_0,Sunflowers,Vincent van Gogh,,,,1888
ILLU_10351_398_0,After the Luncheon,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Auguste_Renoir_-_After_the_Luncheon_-_Google_Art_Project.jpg,Oil on canvas , 81.3 x 100.5cm , 1879
ILLU_10358_91_1,Houses on the Zaan River at Zaandam,Claude Monet,,,,1871
ILLU_10365_13_0,Still Life,Henri Matisse,,,,
ILLU_10365_19_0,The Pink Tablecloth,Henri Matisse,,,,1925
ILLU_10459_285_0,Child with a Bird (Mademoiselle Fleury in Algerian Costume),Pierre-Auguste Renoir,https://www.clarkart.edu/ArtPiece/Detail/Child-with-a-Bird-(Mademoiselle-Fleury-in-Algerian,Oil on canvas , 49.8 x 30.8in , 1882
ILLU_10461_463_0,Brown and Silver: Old Battersea Bridge,James Abbott McNeill Whistler,,Oil on canvas , 76.2 x 63.5cm , 1859
ILLU_10464_78_0,The fisherwomen of Tahiti,Paul Gauguin,,Oil on canvas ,, 1891
ILLU_10471_498_1,Study for portrait of Mademoiselle Dangeville,Quentin de La Tour,,,,
ILLU_10484_485_0,The Execution of the Emperor Maximilian of Mexico,Édouard Manet,,Lithography , 33.5 x 43.5cm , 1868
ILLU_10484_487_0,Le 3 Mai 1808,Francisco de Goya,https://en.wikipedia.org/wiki/The_Third_of_May_1808,Huile sur toile , 2.6 x 3.4m , 1814
ILLU_10559_355_0,Le Naufrage de Don Juan,Eugène Delacroix,https://donate.louvre.fr/particuliers/~mon-don,Huile sur toile , 1.35 x 1.96m , Salon de 1841
ILLU_10663_99_0,Self-Portrait,Paul Cézanne,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_Self-Portrait_-_Google_Art_Project.jpg,Oil on canvas , 23.8 x 18.5mm , c. 1878
ILLU_10664_353_0,Restaurant De oude Vink,Max Liebermann,,,,1905
ILLU_10677_59_0,"The Rest, portrait of Berthe Morisot",Édouard Manet,,Oil on canvas , 148 x 111cm , 1870
ILLU_10720_477_0,"The Avenue, Sydenham",Camille Pissarro,https://www.nationalgallery.org.uk/paintings/camille-pissarro-the-avenue-sydenham,Oil on canvas , 48 x 73cm , 1871
ILLU_10720_488_0,"The Pont Boieldieu, Rouen, Damp Weather",Camille Pissarro,,Oil on canvas , 73.7 x 91.4cm , 1896
ILLU_10721_141_0,An Allegory (Fábula),El Greco (Domenikos Theotokopoulos),,Oil on canvas , 67.3 x 88.6cm , About 1580 - 1585
ILLU_10721_141_1,Panel 5. In the Presence of the Gods Jupiter Bestows Immortality on Psyche and Celebrates Her Marriage to Eros,Maurice Denis,,Oil on canvas , 399 x 272cm , 1908
ILLU_10725_392_0,The stroll,Édouard Manet,,Oil on canvas ,, 1880
ILLU_10725_393_0,At the Café,Édouard Manet,,Oil on canvas ,, 1878
ILLU_10787_17_0,"Italian Woman, or Woman with Yellow Sleeve (L'Italienne)",Jean-Baptiste-Camille Corot,https://www.nationalgallery.org.uk/paintings/jean-baptiste-camille-corot-italian-woman,Oil on canvas , 73 x 59cm , c. 1870
ILLU_10787_21_0,The Racecourse,Edgar Degas,,Pastel , 66 x 73cm , 1885
ILLU_10797_201_0,Ahasuerus at the End of the World,Adolf Hirémy-Hirschl,,Oil , 55 x 90cm , 1888
ILLU_10875_320_0,Dr. Linde's Sons,Edvard Munch,https://commons.wikimedia.org/wiki/File:Munch_Soehne_des_Dr_Linde.jpg,Oil on canvas ,, 1903
ILLU_10933_86_0,"Portrait of Trabuc, an Attendant at Saint-Paul Hospital",Vincent van Gogh,,Oil on canvas ,, 1889
ILLU_10955_37_0,Odalisque,Auguste Renoir,https://www.nga.gov/collection/art-object-page.46682.html,Oil on canvas , 69.2 x 122.6cm , 1870
ILLU_10966_138_0,The Boy in the Red Vest,Paul Cézanne,https://en.wikipedia.org/wiki/The_Boy_in_the_Red_Vest,Oil on canvas , 79.5 x 64cm , 1889
ILLU_10967_86_0,I plunged into solitude. I dwelt in the tree behind me. (plate 9),Odilon Redon,,Lithography on paper ,, 1896
ILLU_10976_220_0,Haystacks in Provence,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Heuschober_in_der_Provence.jpeg,Oil on canvas , 73 x 92.5cm , 1888
ILLU_10976_223_0,La Berceuse,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:La_Berceuse_Augustine_Roulin_Otterlo.jpg,Oil on canvas , 92 x 73cm , 1889
ILLU_11246_767_0,The Luncheon,Claude Monet,https://commons.wikimedia.org/wiki/File:The_Luncheon_by_Claude_Monet_-_St%C3%A4del_-_Frankfurt_am_Main_-_Germany_2017.jpg,,,1868
ILLU_11279_225_0,The Langlois Bridge at Arles,Vincent van Gogh,,Ink on paper , 30.7 x 47.7cm , 1888
ILLU_11290_144_0,Beach at Boulogne,Édouard Manet,,Oil on canvas ,, 1869
ILLU_11290_145_0,Sailboat on the Havel River,Carl Schuch,https://sammlung.belvedere.at/objects/653/segelschiff-auf-der-havel,Oil on canvas , 70 x 91.5cm , 1878
ILLU_11291_60_0,Place de la Concorde,Edgar Degas,,Oil on canvas , 78.4 x 117.5cm , 1875
ILLU_11305_399_0,Snow-Covered Field with a Harrow (after Millet),Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Ondergesneeuwd_veld_met_een_eg_%28naar_Millet%29_-_s0175V1962_-_Van_Gogh_Museum.jpg,Oil on canvas , 72 x 92cm , 1890
ILLU_11307_549_0,Odalisque with Slave,Jean-Auguste-Dominique Ingres,https://en.wikipedia.org/wiki/Odalisque_with_Slave,,,c. 2011
ILLU_11309_25_0,Prise de Constantinople par les Croisés (1204),Eugène Delacroix,https://donate.louvre.fr/particuliers/~mon-don,Huile sur toile , 0.81 x 1.05m , 1852
ILLU_11309_29_0,Autoportrait,Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,Huile sur papier collé sur toile , 0.32 x 0.24m , Vers 1825
ILLU_11309_31_0,La cathédrale de Chartres,Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,Huile sur toile , 0.64 x 0.51 x 0.1m ," 1830 , retouché en 1872"
ILLU_11311_208_0,The Black Marble Clock,Paul Cézanne,,Oil on canvas , 55.2 x 74.3cm , 1870
ILLU_11312_253_0,Portrait of Armand Roulin,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_Armand_Roulin_im_Alter_von_17_Jahren.jpeg,Oil on canvas , 65 x 54.1cm , 1888
ILLU_11312_259_1,Sunday at Port-en-Bessin,Georges Seurat,,Oil on canvas ,, 1888
ILLU_11321_145_0,The Holy Coachman,Marc Chagall,,Oil on canvas , 148 x 117.5cm , 1912
ILLU_11341_685_3,The Etang des Soeurs at Osny,Paul Cézanne,,Oil on canvas , 60 x 73.5cm , 1875
ILLU_11341_689_1,Little Girl with a Doll,Paul Cézanne,,Oil on canvas , 73 x 60cm , 1904
ILLU_11351_11_0,St. Genevieve as a Child in Prayer,Pierre Puvis de Chavannes,,,,
ILLU_11351_12_1,Jeunes Filles au bord de la mer,Pierre Puvis de Chavannes,https://commons.wikimedia.org/wiki/File:Jeunes_filles_au_bord_de_la_mer-Puvis_de_Chavannes-Orsay-RF_2015.jpg?uselang=fr,Huile sur toile , 61 x 46cm , 1879
ILLU_11363_114_2,Interior with Two Women and a Child,Paul Cézanne,http://www.arts-museum.ru/,Oil on canvas , 91 x 72cm , c. 1861
ILLU_11363_22_3,"Bathing on the Seine (""La Grenouillere"")",Auguste Renoir,http://www.arts-museum.ru/,Oil on canvas , 59 x 80cm , 1869
ILLU_11374_379_0,Aroundfish,Paul Klee,,Oil , 46.3 x 64.1cm , 1926
ILLU_11376_769_1,Mother and Child,Pablo Picasso,,Oil on canvas , 142.9 x 172.7cm , 1921
ILLU_11379_94_1,Woman fastening her garter,Édouard Manet,,Oil on canvas ,, 1878
ILLU_11381_131_0,Street in Sainte-Adresse,Claude Monet,https://www.clarkart.edu/ArtPiece/Detail/Street-in-Sainte-Adresse,Oil on canvas , 31.5 x 23.3in , 1867
ILLU_11402_779_1,Odalisque with Slave,Jean-Auguste-Dominique Ingres,https://commons.wikimedia.org/wiki/File:Jean-Paul_Flandrin_-_Odalisque_with_Slave_-_Walters_37887.jpg,Oil on canvas , 76 x 105cm , 1842
ILLU_11412_1012_0,The Murderer in the Lane,Edvard Munch,,Oil on canvas , 110 x 138cm , 1919
