id,_descrpiton,_artist,_material,_dimensions,_date-artwork,year,keywords
ILLU_10709_92_0,"Green Wheat Fields, Auvers",Vincent van Gogh,oil on canvas,72.40x91.40cm,1890.0,1909,Reproduction
ILLU_10720_483_0,L'Hermitage at Pontoise,Camille Pissarro,oil on canvas,151.40x200.60cm,1867.0,1903,Reproduction
ILLU_10725_397_0,Woman fastening her garter,Édouard Manet,oil on canvas,,1878.0,1910,Reproduction
ILLU_10737_9_0,Le sculpteur Lorenzo Bartolini,Jean-Auguste-Dominique Ingres,,10.80x8.60cm,1820.0,1900,Reproduction
ILLU_10759_413_0,Die Jugend des Zeus,Lovis Corinth,,,1905.0,1906,Reproduction
ILLU_10881_196_0,The Dance Lesson,Edgar Degas,pastel,65.00x56.00cm,1879.0,1898,Reproduction
ILLU_10888_642_1,Red Spot II,Wassily Kandinsky,,,1921.0,1925,Reproduction
ILLU_10942_292_0,"La chemise enlevée, baigneuses",Gaston de Latouche,"oil paint, canvas (material)",208.00x219.00cm,1913.0,1913,Reproduction
ILLU_10945_335_0,Self-portrait with white turbaned,Paul Cézanne,oil on canvas,55.00x46.00cm,1882.0,1914,Reproduction
ILLU_10948_171_0,Jason,Gustave Moreau,oil on canvas,204.00x121.50cm,1865.0,1914,Reproduction
ILLU_10964_370_1,Etchings of Paris:  The Notre Dame Pump,Charles Meryon,etching,,1852.0,1919,Reproduction
ILLU_10965_161_0,Gondola,Auguste Renoir,oil on canvas,54.60x66.00cm,1881.0,1920,Reproduction
ILLU_10967_87_0,A Woman Clothed with the Sun,Odilon Redon,lithograph,23.00x28.60cm,1899.0,1927,Reproduction
ILLU_10970_87_0,Boy by the Water,Paul Gauguin,oil on canvas,,1885.0,1928,Reproduction
ILLU_11245_674_0,Three Fishing Boats,Claude Monet,oil on canvas,73.00x92.50cm,1885.0,1912,Reproduction
ILLU_11288_478_0,Portrait of Antoine Valabregue,Paul Cézanne,oil on canvas,,1871.0,1912,Reproduction
ILLU_11290_143_0,The Spanish Singer,Edouard Manet,oil on canvas,147.30x114.30cm,1860.0,1912,Reproduction
ILLU_11290_211_0,The Races at Longchamp,Édouard Manet,oil on canvas,44.00x84.20cm,1866.0,1912,Reproduction
ILLU_11305_405_0,The Painter Paul Herrmann and the Physician Paul Contard,Edvard Munch,oil on canvas,54.00x73.00cm,1897.0,1913,Reproduction
ILLU_11308_44_0,Berthe Morisot,Edouard Manet,oil on fabric,74.00x60.00cm,1869.0,1913,Reproduction
ILLU_11311_209_0,Smoker,Paul Cézanne,oil on canvas,92.50x73.50cm,1890.0,1914,Reproduction
ILLU_11312_252_0,We want Barabbas (Ecce Homo),Honoré Daumier,,,1852.0,1914,Reproduction
ILLU_11321_147_1,"To Russia, with Asses and Others",Marc Chagall,oil on canvas,156.00x122.00cm,1912.0,1920,Reproduction
ILLU_11329_700_0,Smokers,Fernand Léger,,,1912.0,1920,Reproduction
ILLU_11340_648_2,Farmhouse with Two Figures,Vincent van Gogh,oil on canvas,45.00x38.00cm,1890.0,1922,Reproduction
ILLU_11363_113_0,Pierrot and Harlequin,Paul Cézanne,oil on canvas,102.00x81.00cm,1888.0,1926,Reproduction
ILLU_11374_379_1,Deer in the Forest II,Franz Marc,oil on canvas,110.00x100.50cm,1914.0,1926,Reproduction
ILLU_11374_385_0,Dr. Mayer-Hermann,Otto Dix,oil and tempera on wood,149.20x99.10cm,1926.0,1926,Reproduction
ILLU_11379_91_0,Portrait of Henri Rochefort,Édouard Manet,oil on canvas,81.50x66.50cm,1881.0,1928,Reproduction
ILLU_11388_389_0,Avignon from the West,Jean-Baptiste-Camille Corot,oil on canvas,34.00x73.20cm,1836.0,1928,Reproduction
ILLU_11388_396_1,Music in the Tuileries Gardens,Edouard Manet,oil on canvas,76.20x118.10cm,1862.0,1928,Reproduction
ILLU_11388_397_1,Hillside in Provence,Paul Cézanne,oil on canvas,63.50x79.40cm,1890.0,1928,Reproduction
ILLU_11412_1003_1,Domino Players,Henri Matisse,,,1921.0,1924,Reproduction
ILLU_11418_61_0,Terrasse à Sainte-Adresse,Claude Monet,oil on canvas,98.10x129.90cm,1867.0,1927,Reproduction
ILLU_11419_101_0,Self-Portrait with a Straw Hat (obverse: The Potato Peeler),Vincent van Gogh,oil on canvas,40.60x31.80cm,1887.0,1927,Reproduction
ILLU_11419_101_1,Head of a Peasant Woman,Vincent van Gogh,oil on canvas,43.80x34.60cm,1884.0,1927,Reproduction
ILLU_11440_604_0,Velléda,Camille Corot,oil on canvas,8.30x5.50cm,1868.0,1929,Reproduction
ILLU_11461_269_0,Self-Portrait with Masks,James Ensor,oil,120.00x80.00cm,1899.0,1925,Reproduction
ILLU_11463_107_0,The Sleeping Gypsy,Henri Rousseau,oil on canvas,129.50x200.70cm,1897.0,1927,Reproduction
ILLU_11477_128_1,View of L'Estaque,Paul Cézanne,oil on canvas,60.00x73.00cm,1883.0,1922,Reproduction
ILLU_11478_134_0,Medea,Paul Cézanne,watercolor on cardboard,38.00x20.00cm,1882.0,1922,Reproduction
ILLU_11493_289_0,The Lovers,Pablo Picasso,oil on linen,130.20x97.20cm,1923.0,1932,Reproduction
ILLU_11501_226_0,Pierre-François Bernier,Jean-Auguste-Dominique Ingres,oil,,1800.0,1926,Reproduction
ILLU_11503_399_0,Le Violoncelliste Pilet,Edgar Degas,oil on canvas,50.00x61.00cm,1868.0,1926,Reproduction
ILLU_11515_249_0,Wheat Field with Mower and a Stooping Peasant Woman,Vincent van Gogh,chalk on paper,,1885.0,1927,Reproduction
ILLU_11521_91_0,La rencontre,Gustave Courbet,oil on canvas,132.40x151.00cm,1854.0,1928,Reproduction
ILLU_11527_195_0,"Langlois Bridge at Arles with Women Washing, The",Vincent van Gogh,oil on canvas,54.00x65.00cm,1888.0,1929,Reproduction
ILLU_11564_197_0,Surprised!,Henri Rousseau,oil on canvas,129.80x161.90cm,1891.0,1930,Reproduction
ILLU_11567_247_0,Bathers,Paul Cézanne,oil on canvas,73.00x92.00cm,1904.0,1930,Reproduction
ILLU_11573_403_1,Project for Portraits in a Frieze - Three Women,Edgar Degas,,,1879.0,1930,Reproduction
ILLU_11575_449_0,Willows and characters in a boat,Pierre-Auguste Renoir,oil on canvas,92.80x74.00cm,1880.0,1930,Reproduction
ILLU_11575_451_0,"Snow Effect, The Boulevard de Pontoise at Argenteuil",Claude Monet,,,1875.0,1930,Reproduction
ILLU_11577_56_0,At the Theatre (La Première Sortie),Pierre-Auguste Renoir,oil on canvas,65.00x49.50cm,1876.0,1927,Reproduction
ILLU_11577_59_0,The Execution of Maximilian,Edouard Manet,oil on canvas,193.00x284.00cm,1867.0,1927,Reproduction
ILLU_11577_63_0,Portrait of Elena Carafa,Hilaire-Germain-Edgar Degas,oil on canvas,70.10x55.00cm,1875.0,1927,Reproduction
ILLU_11577_64_0,The Beach at Trouville,Claude Monet,oil on canvas,38.00x46.50cm,1870.0,1927,Reproduction
ILLU_11577_65_0,Avignon from the West,Jean-Baptiste-Camille Corot,oil on canvas,34.00x73.20cm,1836.0,1927,Reproduction
ILLU_11581_151_0,Winter Garden,Vincent van Gogh,,,1884.0,1928,Reproduction
ILLU_11583_175_0,Canal,Vincent van Gogh,pencil on paper,,1873.0,1928,Reproduction
ILLU_11584_217_0,The Exposition Universelle,Édouard Manet,oil on canvas,,1867.0,1928,Reproduction
ILLU_11592_58_0,Still Life with Fruit Dish,Paul Cézanne,oil on canvas,46.40x54.60cm,1879.0,1936,Reproduction
ILLU_11592_61_0,Portrait of Victor Chocquet,Paul Cézanne,oil on canvas,45.70x36.80cm,1877.0,1936,Reproduction
ILLU_11595_269_0,Chasse au tigre,Eugène Delacroix,oil on canvas,73.00x92.50cm,1854.0,1939,Reproduction
ILLU_11623_32_0,Fight between a Tiger and a Buffalo,Henri Rousseau,oil on fabric,170.00x189.50cm,1908.0,1930,Reproduction
ILLU_11884_169_0,Autoportrait,Claude Monet,oil on canvas,70.00x55.00cm,1917.0,1927,Reproduction
ILLU_11895_75_0,Postman Joseph Roulin,Vincent van Gogh,oil on canvas,81.30x65.40cm,1888.0,1936,Reproduction
ILLU_11995_1612_1,Chestnut Trees at Jas de Bouffan,Paul Cézanne,oil on canvas,71.12x90.17cm,1885.0,1938,Reproduction
ILLU_11998_126_1,Gentleman of the Trivulzio Family,Bernardino dei Conti,oil on wood panel,108.97x73.91x1.78cm,1450.0,1939,Reproduction
ILLU_12216_242503_0,Musicians with masks,Pablo Picasso,oil on canvas,203.20x188.00cm,1921.0,1932,Reproduction
ILLU_12216_242503_1,Life,Pablo Picasso,oil on canvas,196.50x128.50cm,1903.0,1932,Reproduction
ILLU_12220_3103_2,Self-Portrait,Otto Dix,"oil, panel, tempera",49.50x73.60cm,1912.0,1932,Reproduction
ILLU_12244_2504_0,Portrait of Levinus Memminger,Michael Wolgemut,oil on panel,34.00x23.00cm,1485.0,1933,Reproduction
ILLU_12248_4402_2,Triumph of Wealth,Hans Holbein le Jeune,,25.00x57.00cm,1533.0,1933,Reproduction
ILLU_12372_378_0,The ironer,Pablo Picasso,oil on canvas,116.20x73.00cm,1904.0,1913,Reproduction
ILLU_12439_228_0,Portrait of Diego Rivera,Amedeo Modigliani,oil on canvas,100.00x81.00cm,1914.0,1931,Reproduction
ILLU_12567_51_0,Amsterdam,Oskar Kokoschka,,,1925.0,1922,Reproduction
ILLU_12655_162_0,Lady in Pink,Édouard Manet,,94.00x75.00cm,1879.0,1928,Reproduction
ILLU_12662_74_0,Richard Wagner,Pierre-Auguste Renoir,oil on canvas,53.00x46.00cm,1882.0,1933,Reproduction
ILLU_12665_509_0,The ham,Édouard Manet,oil on canvas,,1880.0,1930,Reproduction
ILLU_12666_437_0,Portrait of Madame Brunet,Édouard Manet,oil on canvas,132.40x100.00cm,1861.0,1928,Reproduction
ILLU_12779_384_0,"Violin, glass, pipe and inkwell",Pablo Picasso,oil on canvas,81.00x54.00cm,1912.0,1913,Reproduction
ILLU_13068_114_0,Horse in the Woods,Gustave Courbet,oil on canvas,108.00x133.00cm,1863.0,1911,Reproduction
ILLU_13077_368_0,Shepherd,Eugène Zak,,,1910.0,1912,Reproduction
ILLU_13260_593_0,"A Young Man Breaking into the Girls Dance, and the Old Women are in Panic",Andreï Riabouchkine,oil on canvas,,1902.0,1904,Reproduction
ILLU_13291_23_0,Croquet,Édouard Manet,oil on canvas,72.50x106.00cm,1873.0,1921,Reproduction
ILLU_13292_306_0,The Schoolboy (Camille Roulin),Vincent van Gogh,oil on canvas,63.50x54.00cm,1888.0,1922,Reproduction
ILLU_13292_312_0,The House of Père Eloi,Vincent van Gogh,oil on canvas,51.00x58.00cm,1890.0,1922,Reproduction
ILLU_13292_317_0,House with sunflowers,Vincent van Gogh,oil on canvas,,1887.0,1922,Reproduction
ILLU_13302_256_0,Girl with Foliage Plant,Karl Hofer,oil on canvas,105.00x74.00cm,1923.0,1924,Reproduction
ILLU_13322_285_0,Mother and Child,Pablo Picasso,oil on canvas,142.90x172.70cm,1921.0,1926,Reproduction
ILLU_13390_116_0,Odalisque with a Tambourine,Henri Matisse,,,1925.0,1930,Reproduction
ILLU_14257_293_2,The Beautiful Season,Max Ernst,,,1925.0,1933,Reproduction
ILLU_14270_71_0,Painter and Model,Pablo Picasso,oil on canvas,129.80x163.00cm,1928.0,1929,Reproduction
ILLU_14279_126_0,Lise with Umbrella,Pierre-Auguste Renoir,oil on canvas,184.00x115.00cm,1867.0,1928,Reproduction
ILLU_14290_335_2,Argenteuil. Yachts 02,Claude Monet,,,1875.0,1928,Reproduction
ILLU_14300_167_2,Valley of the Lot at Vers,André Derain,,,1912.0,1930,Reproduction
ILLU_14319_402_0,"Stratified Rocks, Nature's Gift of Gneiss Lava Iceland Moss…",Max Ernst,"gouache, pencil, cardboard",19.10x24.10cm,1920.0,1932,Reproduction
ILLU_14354_812_0,Die junge Pariserin (Die Kokotte),Wilhelm Leibl,,,1869.0,1929,Reproduction
ILLU_14374_65_4,Coal cars,Theodore Gericault,oil on canvas,42.00x65.50cm,1822.0,1929,Reproduction
ILLU_14377_346_2,Seated and Standing Woman,Georges Seurat,oil on wood,,1884.0,1928,Reproduction
ILLU_14377_347_0,A Sunday on La Grande Jatte — 1884,Georges Seurat,oil on canvas,207.50x308.10cm,1884.0,1928,Reproduction
ILLU_14410_186_0,Committee for the French Art Exhibition in Copenhagen,Peder Severin Krøyer,,,1888.0,1909,Reproduction
ILLU_14447_38_0,Le Déjeuner sur l'herbe,Édouard Manet,oil on canvas,208.00x264.50cm,1863.0,1908,Reproduction
ILLU_14458_395_0,Lady Sealing a Letter,Jean Siméon Chardin,oil on canvas,146.00x147.00cm,1732.0,1910,Reproduction
ILLU_14489_126_0,Lise with Umbrella,Pierre-Auguste Renoir,oil on canvas,184.00x115.00cm,1867.0,1928,Reproduction
ILLU_14968_252_0,Saint Catherine and Mary Magdalene,Konrad Witz,holz,161.00x131.00cm,1440.0,1924,Reproduction
ILLU_14975_263_1,Young Woman Reclining in Spanish Costume,Édouard Manet,oil on canvas,94.74x113.79cm,1862.0,1926,Reproduction
ILLU_14976_366_0,Returning from the market,Honoré Daumier,oil on canvas,37.00x29.00cm,1870.0,1926,Reproduction
ILLU_14976_368_0,An Evangelist,"Italian, Umbrian (possibly Master of San Crispino)",fresco (with areas of secco) transferred to canvas,79.80x65.40cm,14.0,1926,Reproduction
ILLU_14976_368_1,A Bishop Saint,"Italian, Umbrian (possibly Master of San Crispino)",fresco (with areas of secco) transferred to canvas,80.00x65.20cm,14.0,1926,Reproduction
ILLU_14977_293_0,Claude Monet painting in his studio,Édouard Manet,oil on canvas,80.00x98.00cm,1874.0,1926,Reproduction
ILLU_14978_332_1,The Luncheon,Claude Monet,,,1868.0,1926,Reproduction
ILLU_14980_254_0,The Presentation of the Virgin,Tintoretto,oil on canvas,480.00x429.00cm,1552.0,1927,Reproduction
ILLU_15357_119_0,Self-portrait,Albrecht Dürer,drawing on paper (silver point),27.50x19.60cm,1484.0,1909,Reproduction
ILLU_15360_153_0,Shoemaker,Max Liebermann,,,1881.0,1909,Reproduction
ILLU_15405_337_0,Portrait of Bernhart von Reesen,Albrecht Dürer,oil on oak panel,45.40x31.50cm,1521.0,1928,Reproduction
ILLU_15405_341_0,Portrait of a Man,Albrecht Dürer,oil on panel,50.00x36.00cm,1521.0,1928,Reproduction
ILLU_15550_169_1,Weeping at the Cross,Arnold Böcklin,tempera on wood,164.00x250.00cm,1876.0,1895,Reproduction
ILLU_15639_132_0,Piazza d’Erbe in Verona,Adolph Menzel,oil on canvas,73.50x127.00cm,1884.0,1912,Reproduction
ILLU_15680_65_0,"Charles de Solier, Sieur de Morette",Hans Holbein the Younger,oak,92.50x75.40cm,1534.0,1912,Reproduction
ILLU_16297_134_1,Autumn in Bavaria,Vassily Kandinsky,oil on cardboard,33.00x45.00cm,1908.0,1946,Reproduction
ILLU_16375_4_0,A Red Pedestal,Georges Braque,oil on canvas,,1942.0,1949,Reproduction
ILLU_16402_2_0,Portrait of Jeanne Hebuterne,Amedeo Modigliani,oil on canvas,46.00x29.00cm,1918.0,1946,Reproduction
ILLU_10332_144_0,Interior,Edgar Degas,oil on canvas,81.33x114.38cm,1868.0,1910,Reproduction
ILLU_10332_93_0,A Matador,Edouard Manet,oil on canvas,171.10x113.00cm,1866.0,1910,Reproduction
ILLU_10345_173_0,The Promenade,Pierre-Auguste Renoir,oil on canvas,81.30x64.80cm,1870.0,1911,Reproduction
ILLU_10350_384_0,Sunflowers,Vincent van Gogh,,,1888.0,1912,Reproduction
ILLU_10351_398_0,After the Luncheon,Pierre-Auguste Renoir,oil on canvas,81.30x100.50cm,1879.0,1912,Reproduction
ILLU_10358_91_1,Houses on the Zaan River at Zaandam,Claude Monet,,,1871.0,1931,Reproduction
ILLU_10365_19_0,The Pink Tablecloth,Henri Matisse,,,1925.0,1929,Reproduction
ILLU_10459_285_0,Child with a Bird (Mademoiselle Fleury in Algerian Costume),Pierre-Auguste Renoir,oil on canvas,126.49x78.23cm,1882.0,1906,Reproduction
ILLU_10461_463_0,Brown and Silver: Old Battersea Bridge,James Abbott McNeill Whistler,oil on canvas,76.20x63.50cm,1859.0,1905,Reproduction
ILLU_10464_78_0,The fisherwomen of Tahiti,Paul Gauguin,oil on canvas,,1891.0,1907,Reproduction
ILLU_10484_485_0,The Execution of the Emperor Maximilian of Mexico,Édouard Manet,lithography,33.50x43.50cm,1868.0,1910,Reproduction
ILLU_10484_487_0,Le 3 Mai 1808,Francisco de Goya,oil on canvas,26.00x34.00cm,1814.0,1910,Reproduction
ILLU_10559_355_0,Le Naufrage de Don Juan,Eugène Delacroix,oil on canvas,13.50x19.60cm,1841.0,1911,Reproduction
ILLU_10663_99_0,Self-Portrait,Paul Cézanne,oil on canvas,2.38x1.85cm,1878.0,1906,Reproduction
ILLU_10664_353_0,Restaurant De oude Vink,Max Liebermann,,,1905.0,1910,Reproduction
ILLU_10677_59_0,"The Rest, portrait of Berthe Morisot",Édouard Manet,oil on canvas,148.00x111.00cm,1870.0,1899,Reproduction
ILLU_10720_477_0,"The Avenue, Sydenham",Camille Pissarro,oil on canvas,48.00x73.00cm,1871.0,1903,Reproduction
ILLU_10720_488_0,"The Pont Boieldieu, Rouen, Damp Weather",Camille Pissarro,oil on canvas,73.70x91.40cm,1896.0,1903,Reproduction
ILLU_10721_141_0,An Allegory (Fábula),El Greco (Domenikos Theotokopoulos),oil on canvas,67.30x88.60cm,1580.0,1908,Reproduction
ILLU_10721_141_1,Panel 5. In the Presence of the Gods Jupiter Bestows Immortality on Psyche and Celebrates Her Marriage to Eros,Maurice Denis,oil on canvas,399.00x272.00cm,1908.0,1908,Reproduction
ILLU_10725_392_0,The stroll,Édouard Manet,oil on canvas,,1880.0,1910,Reproduction
ILLU_10725_393_0,At the Café,Édouard Manet,oil on canvas,,1878.0,1910,Reproduction
ILLU_10787_17_0,"Italian Woman, or Woman with Yellow Sleeve (L'Italienne)",Jean-Baptiste-Camille Corot,oil on canvas,73.00x59.00cm,1870.0,1909,Reproduction
ILLU_10787_21_0,The Racecourse,Edgar Degas,pastel,66.00x73.00cm,1885.0,1909,Reproduction
ILLU_10797_201_0,Ahasuerus at the End of the World,Adolf Hirémy-Hirschl,oil,55.00x90.00cm,1888.0,1890,Reproduction
ILLU_10875_320_0,Dr. Linde's Sons,Edvard Munch,oil on canvas,,1903.0,1903,Reproduction
ILLU_10933_86_0,"Portrait of Trabuc, an Attendant at Saint-Paul Hospital",Vincent van Gogh,oil on canvas,,1889.0,1912,Reproduction
ILLU_10955_37_0,Odalisque,Auguste Renoir,oil on canvas,69.20x122.60cm,1870.0,1916,Reproduction
ILLU_10966_138_0,The Boy in the Red Vest,Paul Cézanne,oil on canvas,79.50x64.00cm,1889.0,1922,Reproduction
ILLU_10967_86_0,I plunged into solitude. I dwelt in the tree behind me. (plate 9),Odilon Redon,lithography on paper,,1896.0,1927,Reproduction
ILLU_10976_220_0,Haystacks in Provence,Vincent van Gogh,oil on canvas,73.00x92.50cm,1888.0,1929,Reproduction
ILLU_10976_223_0,La Berceuse,Vincent van Gogh,oil on canvas,92.00x73.00cm,1889.0,1929,Reproduction
ILLU_11246_767_0,The Luncheon,Claude Monet,,,1868.0,1912,Reproduction
ILLU_11279_225_0,The Langlois Bridge at Arles,Vincent van Gogh,ink on paper,30.70x47.70cm,1888.0,1911,Reproduction
ILLU_11290_144_0,Beach at Boulogne,Édouard Manet,oil on canvas,,1869.0,1912,Reproduction
ILLU_11290_145_0,Sailboat on the Havel River,Carl Schuch,oil on canvas,70.00x91.50cm,1878.0,1912,Reproduction
ILLU_11291_60_0,Place de la Concorde,Edgar Degas,oil on canvas,78.40x117.50cm,1875.0,1912,Reproduction
ILLU_11305_399_0,Snow-Covered Field with a Harrow (after Millet),Vincent van Gogh,oil on canvas,72.00x92.00cm,1890.0,1913,Reproduction
ILLU_11307_549_0,Odalisque with Slave,Jean-Auguste-Dominique Ingres,,,2011.0,1913,Reproduction
ILLU_11309_25_0,Prise de Constantinople par les Croisés (1204),Eugène Delacroix,oil on canvas,8.10x10.50cm,1852.0,1913,Reproduction
ILLU_11309_29_0,Autoportrait,Camille Corot,oil on paper mounted on canvas,3.20x2.40cm,1825.0,1913,Reproduction
ILLU_11309_31_0,La cathédrale de Chartres,Camille Corot,oil on canvas,6.40x5.10x1.00cm,1830.0,1913,Reproduction
ILLU_11311_208_0,The Black Marble Clock,Paul Cézanne,oil on canvas,55.20x74.30cm,1870.0,1914,Reproduction
ILLU_11312_253_0,Portrait of Armand Roulin,Vincent van Gogh,oil on canvas,65.00x54.10cm,1888.0,1914,Reproduction
ILLU_11312_259_1,Sunday at Port-en-Bessin,Georges Seurat,oil on canvas,,1888.0,1914,Reproduction
ILLU_11321_145_0,The Holy Coachman,Marc Chagall,oil on canvas,148.00x117.50cm,1912.0,1920,Reproduction
ILLU_11341_685_3,The Etang des Soeurs at Osny,Paul Cézanne,oil on canvas,60.00x73.50cm,1875.0,1922,Reproduction
ILLU_11341_689_1,Little Girl with a Doll,Paul Cézanne,oil on canvas,73.00x60.00cm,1904.0,1922,Reproduction
ILLU_11351_12_1,Jeunes Filles au bord de la mer,Pierre Puvis de Chavannes,oil on canvas,61.00x46.00cm,1879.0,1925,Reproduction
ILLU_11363_114_2,Interior with Two Women and a Child,Paul Cézanne,oil on canvas,91.00x72.00cm,1861.0,1926,Reproduction
ILLU_11363_22_3,"Bathing on the Seine (""La Grenouillere"")",Auguste Renoir,oil on canvas,59.00x80.00cm,1869.0,1926,Reproduction
ILLU_11374_379_0,Aroundfish,Paul Klee,oil,46.30x64.10cm,1926.0,1926,Reproduction
ILLU_11376_769_1,Mother and Child,Pablo Picasso,oil on canvas,142.90x172.70cm,1921.0,1926,Reproduction
ILLU_11379_94_1,Woman fastening her garter,Édouard Manet,oil on canvas,,1878.0,1928,Reproduction
ILLU_11381_131_0,Street in Sainte-Adresse,Claude Monet,oil on canvas,80.01x59.18cm,1867.0,1928,Reproduction
ILLU_11402_779_1,Odalisque with Slave,Jean-Auguste-Dominique Ingres,oil on canvas,76.00x105.00cm,1842.0,1923,Reproduction
ILLU_11412_1012_0,The Murderer in the Lane,Edvard Munch,oil on canvas,110.00x138.00cm,1919.0,1924,Reproduction
ILLU_11412_1017_1,Four Girls in Åsgårdstrand,Edvard Munch,oil on canvas,87.00x111.00cm,1903.0,1924,Reproduction
ILLU_11420_151_1,Still Life with Blue Pot,Paul Cézanne,watercolor over graphite,48.10x63.20cm,1900.0,1927,Reproduction
ILLU_11421_154_0,Autoportrait,Claude Monet,oil on canvas,70.00x55.00cm,1917.0,1927,Reproduction
ILLU_11426_368_1,Clair de lune sur le port de Boulogne,Édouard Manet,oil on canvas,82.00x101.00cm,1869.0,1927,Reproduction
ILLU_11426_374_0,"La Maison du pendu, Auvers-sur-Oise",Paul Cézanne,oil on canvas,55.50x66.30cm,1873.0,1927,Reproduction
ILLU_11436_445_0,Karl Dørnberger,Edvard Munch,oil on canvas,91.50x133.50cm,1889.0,1929,Reproduction
ILLU_11448_131_0,Still Life with Plaster Torso,Henri Matisse,,,1924.0,1930,Reproduction
ILLU_11471_45_0,Woman holding umbrella,Henri Matisse,,,1919.0,1920,Reproduction
ILLU_11479_171_0,"Eucalyptus, Mont Alban",Henri Matisse,,,1918.0,1922,Reproduction
ILLU_11483_146_0,Table,André Derain,oil on canvas,,1922.0,1923,Reproduction
ILLU_11485_21_0,Portrait of Ernest Cabaner,Édouard Manet,pastel on canvas,55.00x35.00cm,1880.0,1932,Reproduction
ILLU_11505_448_0,Boy Resting,Paul Cézanne,oil on canvas,,1890.0,1926,Reproduction
ILLU_11505_450_0,Mother and Child,Lovis Corinth,,,1906.0,1926,Reproduction
ILLU_11506_463_0,Sitting&nbsp;Girl,Auguste Renoir,,47.30x62.40cm,1917.0,1926,Reproduction
ILLU_11511_167_0,Argenteuil. Yachts 02,Claude Monet,,,1875.0,1927,Reproduction
ILLU_11514_249_0,Wheat Field with Mower and a Stooping Peasant Woman,Vincent van Gogh,chalk on paper,,1885.0,1927,Reproduction
ILLU_11515_252_0,Small House on a Road with Pollard Willows,Vincent van Gogh,,,1881.0,1927,Reproduction
ILLU_11524_151_0,Nude With a Green Shawl,Henri Matisse,,,1922.0,1929,Reproduction
ILLU_11529_227_0,The Lac d'Annecy,Paul Cézanne,oil on canvas,65.00x81.00cm,1896.0,1929,Reproduction
ILLU_11543_179_0,Clair de lune sur le port de Boulogne,Édouard Manet,oil on canvas,82.00x101.00cm,1869.0,1933,Reproduction
ILLU_11545_228_0,View of Parc de Montsouris,Henri Rousseau,oil on canvas,,1895.0,1933,Reproduction
ILLU_11546_27_0,"Étude de femme à mi-corps, robe décolletée, vue de face, vers 1860",Constantin Guys,,25.30x19.00cm,1860.0,1924,Reproduction
ILLU_11547_60_0,Woman in a Café,Edgar Degas,pastel,,1877.0,1924,Reproduction
ILLU_11552_357_0,Orange Trees,Auguste Renoir,oil on canvas,,43.0,1925,Reproduction
ILLU_11557_49_0,The Greek Girl,Jean-Baptiste Camille Corot,oil on canvas,,1870.0,1929,Reproduction
ILLU_11568_288_0,Grey Nude,Henri Matisse,,,1929.0,1930,Reproduction
ILLU_11571_348_0,Woman crouching,Aristide Maillol,etching,23.50x16.50cm,1925.0,1930,Reproduction
ILLU_11572_359_1,Portrait of Morgan Russell,Amedeo Modigliani,oil on canvas,,1918.0,1930,Reproduction
ILLU_11583_176_0,Restaurant de la Sirène à Asnières,Vincent van Gogh,oil on canvas,54.00x65.00cm,1887.0,1928,Reproduction
ILLU_11583_180_0,Cypresses,Vincent van Gogh,oil on canvas,93.40x74.00cm,1889.0,1928,Reproduction
ILLU_11585_267_0,Régates à Argenteuil,Claude Monet,oil on canvas,48.00x75.00cm,1872.0,1928,Reproduction
ILLU_11592_57_0,Self-Portrait,Paul Cézanne,oil on canvas,55.00x46.00cm,1895.0,1936,Reproduction
ILLU_11592_64_0,Bridge Across the Marne at Créteil (Banks of the Marne),Paul Cézanne,oil on canvas,71.00x90.00cm,1895.0,1936,Reproduction
ILLU_11621_676_0,Madame Raymond de Verninac,Jacques-Louis David,,14.50x11.20cm,1798.0,1910,Reproduction
ILLU_11623_27_0,The Morning Session,Henri Matisse,,,1924.0,1930,Reproduction
ILLU_11745_4014_3,The Spreading Pine Tree in the Brühl Valley near Mödling,Ludwig Ferdinand Schnorr von Carolsfeld,oil on canvas,66.00x112.00cm,1838.0,1930,Reproduction
ILLU_11997_103_0,Tasso in the Madhouse,Eugène Delacroix,oil on canvas,60.00x50.00cm,1839.0,1939,Reproduction
ILLU_11998_127_1,Gentleman of the Trivulzio Family,Bernardino dei Conti,oil on wood panel,108.97x73.91x1.78cm,1450.0,1939,Reproduction
ILLU_12004_30316_1,Seashore with a Fisherman,Caspar David Friedrich,oil on canvas,33.50x51.00cm,1807.0,1939,Reproduction
ILLU_12194_2313_0,Adoration of the Magi,Fra Angelico,panel on tempera,63.00x54.00cm,1424.0,1931,Reproduction
ILLU_12196_2404_0,The Plumed Hat,Henri Matisse,oil on canvas,47.70x38.10cm,1919.0,1931,Reproduction
ILLU_12315_69_0,Fishermen on the Seine near Poissy,Claude Monet,oil on canvas,59.80x81.70cm,1882.0,1912,Reproduction
ILLU_12372_376_0,Harlequin's death,Pablo Picasso,gouache on cardboard,65.00x95.00cm,1906.0,1913,Reproduction
ILLU_12411_331_0,"Eugène Murer (Hyacinthe-Eugène Meunier, 1841–1906)",Auguste Renoir,oil on canvas,47.00x39.40cm,1877.0,1920,Reproduction
ILLU_12438_157_0,Landscape at Louveciennes (Autumn),Camille Pissarro,oil on canvas,88.90x116.20cm,1870.0,1930,Reproduction
