id,_description,_artist,_source,_material,_dimensions,_journal-id,_date-artwork,year,keywords
ILLU_10970_83_0,Portrait of a seated man,Paul Gauguin,,oil on canvas,,1368,1884.0,1928,Reproduction
ILLU_10972_267_0,The Old Musician,Edouard Manet,https://www.nga.gov/collection/art-object-page.46637.html,oil on canvas,187.40x248.20cm,1368,1862.0,1928,Reproduction
ILLU_10973_192_0,Enclosed Wheat Field with Reaper,Vincent van Gogh,,,,1368,1889.0,1928,Reproduction
ILLU_10974_282_0,The Mountain Stream,Rodolphe Bresdin,https://clevelandart.org/art/1945.351,lithograph,28.50x39.80cm,1368,1871.0,1929,Reproduction
ILLU_10976_217_0,Olive Grove,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Olivenhain1.jpeg,oil on canvas,72.00x92.00cm,1368,1889.0,1929,Reproduction
ILLU_11246_766_0,Croquet,Édouard Manet,,oil on canvas,72.50x106.00cm,1336,1873.0,1912,Reproduction
ILLU_11256_240_0,At the Lapin Agile,Pablo Picasso,https://www.metmuseum.org/art/collection/search/486162,oil on canvas,99.10x100.30cm,1336,1905.0,1914,Reproduction
ILLU_11288_484_0,Village in the Provence,Paul Cézanne,,,,1438,1885.0,1912,Reproduction
ILLU_11290_364_0,Spanish Ballet,Édouard Manet,https://commons.wikimedia.org/wiki/File:Edouard_Manet_-_Spanish_Ballet_-_Google_Art_Project.jpg,oil on canvas,2.40x3.56cm,1438,1862.0,1912,Reproduction
ILLU_11305_397_0,Polynesian Woman with Children,Paul Gauguin,,oil on linen canvas,97.00x74.00cm,1438,1901.0,1913,Reproduction
ILLU_11309_26_0,"Etude de femme nue, couchée sur un divan, dit La femme aux bas blancs",Eugène Delacroix,https://donate.louvre.fr/particuliers/~mon-don,oil on canvas,2.60x3.30cm,1438,1825.0,1913,Reproduction
ILLU_11309_37_0,Le pont de Mantes (environs de Paris),Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,oil on canvas,3.80x5.50cm,1438,1868.0,1913,Reproduction
ILLU_11311_212_0,Les Joueurs de Cartes,Paul Cézanne,https://commons.wikimedia.org/wiki/File:Card_Players-Paul_Cezanne.jpg,oil on canvas,,1438,1894.0,1914,Reproduction
ILLU_11311_216_0,Still Life with a Curtain,Paul Cézanne,https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+paintings/28722,oil on canvas,55.00x74.50cm,1438,1895.0,1914,Reproduction
ILLU_11311_284_0,"Sugarbowl, Pears and Tablecloth",Paul Cézanne,,oil on canvas,,1438,1894.0,1914,Reproduction
ILLU_11312_254_0,La Crau,Vincent van Gogh,,,,1438,1888.0,1914,Reproduction
ILLU_11317_592_0,Bench with Three Persons,Vincent van Gogh,,watercolor on paper,,1438,1882.0,1914,Reproduction
ILLU_11318_590_0,The 'Laakmolen' near The Hague,Vincent van Gogh,https://en.wikipedia.org/wiki/The_'Laakmolen'_near_The_Hague,watercolor and pen on paper mounted on board,37.70x56.00cm,1438,1882.0,1914,Reproduction
ILLU_11321_147_0,"To Russia, with Asses and Others",Marc Chagall,,oil on canvas,156.00x122.00cm,1336,1912.0,1920,Reproduction
ILLU_11321_149_1,Burning House,Marc Chagall,,oil on canvas,107.00x120.60cm,1336,1913.0,1920,Reproduction
ILLU_11340_630_1,The Prison Courtyard,Vincent van Gogh,http://www.arts-museum.ru/,oil on canvas,80.00x64.00cm,1336,1890.0,1922,Reproduction
ILLU_11340_647_0,The Garden of St. Paul's Hospital at St. Remy,Vincent van Gogh,,oil on canvas,73.50x92.00cm,1336,1889.0,1922,Reproduction
ILLU_11363_119_0,Goldfish,Henri Matisse,https://pushkinmuseum.art/?lang=en,oil on canvas,140.00x98.00cm,1336,1912.0,1926,Reproduction
ILLU_11363_26_1,Exercising Racehorses,Edgar Degas,https://pushkinmuseum.art/data/fonds/europe_and_america/j/2001_3000/zh_3275/index.php?find=%D0%B4%D0%B5%D0%B3%D0%B0,pastel on paper,36.00x86.00cm,1336,1880.0,1926,Reproduction
ILLU_11374_400_0,Portrait of Pablo Picasso,Juan Gris,,oil on canvas,93.30x74.40cm,1336,1912.0,1926,Reproduction
ILLU_11375_513_0,Self-Portrait Dedicated to Paul Gauguin,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_self-portrait_dedicated_to_Gauguin.jpg,oil on canvas,61.50x50.30cm,1336,,1926,Reproduction
ILLU_11379_91_1,Portrait of Henri Rochefort,Édouard Manet,https://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Portrait_Henri_Rochefort2.jpg,oil on canvas,81.50x66.50cm,1336,1881.0,1928,Reproduction
ILLU_11381_129_1,Madame Louis Joachim Gaudibert,Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet_036.jpg,oil on canvas,217.00x138.50cm,1336,1868.0,1928,Reproduction
ILLU_11381_132_3,Régates à Argenteuil,Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Regattas_at_Argenteuil_-_Google_Art_Project.jpg,oil on canvas,48.00x75.00cm,1336,1872.0,1928,Reproduction
ILLU_11388_395_1,At the Theatre (La Première Sortie),Pierre-Auguste Renoir,https://www.nationalgallery.org.uk/paintings/pierre-auguste-renoir-at-the-theatre-la-premiere-sortie,oil on canvas,65.00x49.50cm,1336,1876.0,1928,Reproduction
ILLU_11388_396_0,Music in the Tuileries Gardens,Edouard Manet,https://www.nationalgallery.org.uk/paintings/edouard-manet-music-in-the-tuileries-gardens,oil on canvas,76.20x118.10cm,1336,1862.0,1928,Reproduction
ILLU_11389_622_0,"Painting of an interior at rue Carcel (Carcel Street), Paris",Paul Gauguin,"https://commons.wikimedia.org/wiki/File:Paul_Gauguin,_Interieur_du_peintre_Paris,_rue_Carcel_(1881)_-_01.jpg",oil on canvas,130.00x162.00cm,1336,1881.0,1928,Reproduction
ILLU_11401_730_1,Red Jew,Marc Chagall,,oil,,1336,1915.0,1923,Reproduction
ILLU_11410_753_1,Trois femmes près d'un comptoir,Constantin Guys,https://parismuseescollections.paris.fr/node/232079,"watercolors, paper",26.00x18.70cm,1336,,1924,Reproduction
ILLU_11412_1004_0,The Green Pumpkin,Henri Matisse,,,,1336,1916.0,1924,Reproduction
ILLU_11412_1008_2,Nude,Henri Matisse,,,,1336,1920.0,1924,Reproduction
ILLU_11438_543_2,Autoportrait dit Courbet au chien noir,Gustave Courbet,https://parismuseescollections.paris.fr/node/227075,oil painting,46.50x55.50cm,1336,1842.0,1929,Reproduction
ILLU_11454_233_0,"The Pont Corneille, Rouen, Morning Mist",Camille Pissarro,,oil on canvas,72.00x93.00cm,1368,1896.0,1930,Reproduction
ILLU_11457_142_0,Snow at Louveciennes,Alfred Sisley,,oil on canvas,47.00x56.00cm,1368,1874.0,1931,Reproduction
ILLU_11467_224_0,Before the Mirror,Édouard Manet,https://commons.wikimedia.org/wiki/File:Manet-Frau-vor-dem-Spiegel.jpg,oil on canvas,71.40x92.10cm,1368,1876.0,1927,Reproduction
ILLU_11481_395_0,Don Quixote Reading,Honoré Daumier,,oil on panel,,1438,1870.0,1922,Reproduction
ILLU_11486_9_0,Argenteuil,Édouard Manet,https://commons.wikimedia.org/wiki/File:Edouard_Manet_003.jpg,oil on canvas,149.00x115.00cm,1438,1874.0,1932,Reproduction
ILLU_11489_113_0,The Lovers The Poet s Garden IV,Vincent van Gogh,,oil on canvas,,1438,1888.0,1932,Reproduction
ILLU_11493_287_0,Lady with a Fan,Pablo Picasso,https://www.nga.gov/collection/art-object-page.53137.html,oil on canvas,100.30x81.00cm,1438,1905.0,1932,Reproduction
ILLU_11495_445_0,The Red Garter,Pierre Bonnard,,oil on canvas,61.00x50.00cm,1438,1904.0,1932,Reproduction
ILLU_11511_165_0,"Hôtel des Roches Noires,  Trouville",Claude Monet,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_H%C3%B4tel_des_roches_noires._Trouville_-_Google_Art_Project.jpg?uselang=fr,oil on canvas,81.00x58.00cm,1438,1870.0,1927,Reproduction
ILLU_11515_250_0,Farmer sitting at the fireside and reading,Vincent van Gogh,,pencil on paper,,1438,1881.0,1927,Reproduction
ILLU_11515_254_0,Woman on Her Deathbed,Vincent van Gogh,https://en.wikipedia.org/wiki/Woman_on_Her_Deathbed,,,1438,1883.0,1927,Reproduction
ILLU_11516_330_0,"Scipio, the Negro",Paul Cézanne,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_O_Negro_Cipi%C3%A3o.jpg,oil on canvas,107.00x83.00cm,1438,1866.0,1927,Reproduction
ILLU_11521_89_0,Portrait of Alfred Bruyas,Eugène Delacroix,,oil on canvas,116.00x89.00cm,1438,1853.0,1928,Reproduction
ILLU_11538_474_0,Terrasse du café le soir,Vincent van Gogh,https://fr.wikipedia.org/wiki/Terrasse_du_caf%C3%A9_le_soir,oil on canvas,81.00x65.50cm,1438,1888.0,1929,Reproduction
ILLU_11543_177_0,The boy with cherries,Édouard Manet,https://commons.wikimedia.org/wiki/File:Boy_with_Cherries_Edouard_Manet.jpg,oil on canvas,,1368,1858.0,1933,Reproduction
ILLU_11543_183_0,Exécution de l'Empereur Maximilien du Mexique,Édouard Manet,https://commons.wikimedia.org/wiki/File:Manet%2C_Edouard_-_The_Execution_of_Emperor_Maximilian%2C_1867.jpg?uselang=fr,oil on canvas,195.90x259.70cm,1368,1867.0,1933,Reproduction
ILLU_11551_316_0,The Spring,Auguste Renoir,,,,1438,1903.0,1925,Reproduction
ILLU_11557_53_0,"Arleux du Nord, the Drocourt Mill, on the Sensee",Jean-Baptiste Camille Corot,,oil on canvas,,1438,1871.0,1929,Reproduction
ILLU_11572_361_1,Pierre Edouard Baranowski,Amedeo Modigliani,,oil on canvas,111.00x56.00cm,1438,1918.0,1930,Reproduction
ILLU_11578_111_0,Bouquet of flowers,Édouard Manet,,oil on canvas,56.50x44.50cm,1438,1882.0,1927,Reproduction
ILLU_11586_271_0,Camille on the Beach at Trouville,Claude Monet,,,,1438,1870.0,1928,Reproduction
ILLU_11587_318_0,"The Saint Antoine Road at l'Hermitage, Pontoise",Camille Pissarro,,oil on canvas,,1438,1875.0,1928,Reproduction
ILLU_11598_162_0,The&nbsp;Allee&nbsp;du Champ&nbsp;de Foire&nbsp;at Argenteuil,Claude Monet,,,,1368,1874.0,1941,Reproduction
ILLU_11627_413_0,Portrait of Julien Tanguy,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_P%C3%A8re_Tanguy.jpeg,oil on canvas,45.50x34.00cm,1438,,1931,Reproduction
ILLU_11627_415_0,Portrait of Père Tanguy,Vincent van Gogh,,oil on canvas,65.00x51.00cm,1438,1888.0,1931,Reproduction
ILLU_11745_4013_3,The Spreading Pine Tree in the Brühl Valley near Mödling,Ludwig Ferdinand Schnorr von Carolsfeld,https://sammlung.belvedere.at/objects/1964/die-breite-fohre-nachst-der-bruhl-bei-modling,oil on canvas,66.00x112.00cm,1384,1838.0,1930,Reproduction
ILLU_11855_57_0,A Fishing Boat at Sea,Vincent van Gogh,,ink on paper,,1338,1888.0,1910,Reproduction
ILLU_12009_27283_2,Madame Cézanne à la jupe rayée,Paul Cézanne,https://commons.wikimedia.org/wiki/File:Madame_C%C3%A9zanne_dans_un_fauteuil_rouge%2C_par_Paul_C%C3%A9zanne.jpg?uselang=fr,oil on canvas,72.50x56.00cm,1384,1877.0,1936,Reproduction
ILLU_12010_451_0,"Antoine Dominique Sauveur Aubert (born 1817), the Artist's Uncle, as a Monk",Paul Cézanne,https://www.metmuseum.org/art/collection/search/435869,oil on canvas,65.10x54.60cm,1384,1866.0,1936,Reproduction
ILLU_12199_4704_3,Nude,Henri Matisse,,,,1384,1919.0,1931,Reproduction
ILLU_12215_242504_0,Woman with a shirt sitting in a chair,Pablo Picasso,,,,1384,1913.0,1932,Reproduction
ILLU_12244_2505_0,Portrait of Levinus Memminger,Michael Wolgemut,https://commons.wikimedia.org/wiki/File:Michael_Wolgemut_-_Portrait_of_Levinus_Memminger_-_WGA25862.jpg?uselang=fr,oil on panel,34.00x23.00cm,1384,1485.0,1933,Reproduction
ILLU_12372_379_0,Dutch girl,Pablo Picasso,,,77.00x66.00cm,1438,1905.0,1913,Reproduction
ILLU_12408_156_0,Child with a Puppet,Henri Rousseau,,oil on canvas,81.00x100.00cm,1397,1903.0,1919,Reproduction
ILLU_12436_263_0,Vase of Flowers,Henri Rousseau,,oil on canvas,,1351,1902.0,1931,Reproduction
ILLU_12438_152_0,The Maidservant,Camille Pissarro,,oil on canvas,,1351,1867.0,1930,Reproduction
ILLU_12438_156_0,"View of l'Hermitage, Jallais Hills, Pontoise",Camille Pissarro,,oil on canvas,70.00x100.00cm,1351,1867.0,1930,Reproduction
ILLU_12656_468_0,La Chambre bleue,Suzanne Valadon,https://en.wikipedia.org/wiki/The_Blue_Room_%28Valadon%29,oil on canvas,90.00x116.00cm,1336,1923.0,1928,Reproduction
ILLU_12659_43_0,The Offering,Paul Gauguin,,oil on canvas,68.00x78.00cm,1336,1902.0,1927,Reproduction
ILLU_12659_55_0,Portrait of Madame Trabuc,Vincent van Gogh,http://hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+paintings/39570,oil on oil on canvas mounted on panel,63.70x63.70cm,1336,1889.0,1927,Reproduction
ILLU_12659_56_1,The Card Players,Paul Cézanne,https://www.metmuseum.org/art/collection/search/435868,oil on canvas,65.40x81.90cm,1336,1890.0,1927,Reproduction
ILLU_12659_57_0,The judgment of Paris,Auguste Renoir,,,,1336,1908.0,1927,Reproduction
ILLU_12779_378_0,A simple meal,Pablo Picasso,,etching on paper,46.50x37.60cm,1368,1904.0,1913,Reproduction
ILLU_13062_113_0,Two Women,Paul Gauguin,https://www.metmuseum.org/art/collection/search/438001,oil on canvas,73.70x92.10cm,1351,1901.0,1910,Reproduction
ILLU_13258_251_0,The Royal End,Paul Gauguin,,oil on canvas,48.00x75.00cm,1351,1892.0,1904,Reproduction
ILLU_13260_605_0,Der Frühling,Ferdinand Hodler,,,,1351,,1904,Reproduction
ILLU_13292_311_0,Portrait of a woman,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_einer_Frau_%28Madame_Tangux%29.jpeg?uselang=fr,oil on canvas,40.50x32.50cm,1351,1887.0,1922,Reproduction
ILLU_13295_125_0,Les trois vertus théologales&nbsp;: L’Espérance&nbsp;; La Charité&nbsp;; La Foi,Jean-Auguste-Dominique Ingres,https://donate.louvre.fr/particuliers/~mon-don,,,1351,1842.0,1922,Reproduction
ILLU_13296_250_0,Two nude women,Pablo Picasso,,pastel on paper,,1351,1920.0,1922,Reproduction
ILLU_13296_253_0,Seated Nude drying her feet,Pablo Picasso,,pastel on paper,66.00x50.80cm,1351,1921.0,1922,Reproduction
ILLU_13329_276_0,Boy Leading a Horse,Pablo Picasso,,oil on canvas,220.30x131.10cm,1351,1905.0,1927,Reproduction
ILLU_13332_344_0,The judgment of Paris,Auguste Renoir,,,,1351,1908.0,1927,Reproduction
ILLU_13339_102_0,Banks of the Oise,Henri Rousseau,https://commons.wikimedia.org/wiki/File:Henri_Rousseau_-_Banks_of_the_Oise.jpg,oil on canvas,45.70x56.00cm,1351,1905.0,1927,Reproduction
ILLU_13341_175_0,Odalisque Au Coffret Rouge,Henri Matisse,,,,1351,1927.0,1927,Reproduction
ILLU_13363_317_0,Le Garçon au chat,Pierre-Auguste Renoir,https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Gar%C3%A7on_au_chat.jpg,oil on canvas,123.00x66.00cm,1351,1868.0,1929,Reproduction
ILLU_13368_77_0,La Toilette,Henri de Toulouse-Lautrec,https://en.wikipedia.org/wiki/La_Toilette_(Toulouse-Lautrec),oil on cardboard,67.00x54.00cm,1351,1889.0,1929,Reproduction
ILLU_13395_74_0,Nude with a Pitcher,Pablo Picasso,,oil on canvas,20.32x78.74cm,1351,1906.0,1931,Reproduction
ILLU_13395_80_0,The garden of St. Paul's Hospital,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Garten_des_Hospitals_Saint-Paul3.jpeg,oil on canvas,73.10x92.60cm,1351,,1931,Reproduction
ILLU_14289_271_1,Around the Fish,Paul Klee,,oil and tempera on canvas mounted on cardboard,46.70x63.80cm,1302,1926.0,1928,Reproduction
ILLU_14313_367_0,Kestnermappe Proun Rob Levnis and Chapman GmbH Hannover #2,"El Lissitzky 
 Berardo Collection Museum",https://commons.wikimedia.org/entity/M21961288,,61.00x352.00cm,1302,1923.0,1931,Reproduction
ILLU_14410_176_0,View of Venice,Richard Parkes Bonington,,watercolor on paper,,1479,,1909,Reproduction
ILLU_14458_228_0,The French Comedians,Antoine Watteau,https://www.metmuseum.org/art/collection/search/437925,oil on canvas,57.20x73.00cm,1463,1720.0,1910,Reproduction
ILLU_14458_232_1,The Love Lesson,Jean-Antoine Watteau,https://commons.wikimedia.org/wiki/File:Antoine_Watteau_-_The_Love_Lesson_-_Google_Art_Project.jpg,oil on panel,44.00x61.00cm,1463,1716.0,1910,Reproduction
ILLU_14458_391_0,A Game of Horse and Rider,Jean Honoré Fragonard,https://www.nga.gov/collection/art-object-page.32683.html,oil on canvas,115.00x87.50cm,1463,1775.0,1910,Reproduction
ILLU_14922_14_0,Landscape with St Matthew and the Angel,Nicolas Poussin,https://commons.wikimedia.org/wiki/File:Nicolas_Poussin_-_Paysage_avec_saint_Matthieu.jpg,oil on canvas,99.00x135.00cm,1491,1642.0,1919,Reproduction
ILLU_14943_417_2,Adoration of the shepherds,Hugo van der Goes,https://commons.wikimedia.org/wiki/File:Hugo_van_der_Goes_-_The_Adoration_of_the_Shepherds_-_Google_Art_Project.jpg,oil on oak wood,97.00x245.00cm,1484,1480.0,1927,Reproduction
ILLU_14952_63_1,Cafe Bar,Georges Braque,,oil on canvas,160.00x81.00cm,1473,1919.0,1921,Reproduction
ILLU_14975_263_0,Camille Monet (1847–1879) on a Garden Bench,Claude Monet,https://www.metmuseum.org/art/collection/search/438003,oil on canvas,60.60x80.30cm,1473,1873.0,1926,Reproduction
ILLU_14975_264_2,Portrait of Marcellin Desboutin,Édouard Manet,"https://commons.wikimedia.org/wiki/File:The_Artist,_Portrait_of_Marcellin_Desboutin,_by_Edouard_Manet,_1875,_oil_on_canvas_-_Museu_de_Arte_de_S%C3%A3o_Paulo_-_DSC07193.jpg",oil on canvas.,,1473,1875.0,1926,Reproduction
ILLU_14977_297_1,Te tamari no atua,Paul Gauguin,,,,1473,1896.0,1926,Reproduction
ILLU_15034_31_0,The Luncheon,Claude Monet,https://commons.wikimedia.org/wiki/File:The_Luncheon_by_Claude_Monet_-_St%C3%A4del_-_Frankfurt_am_Main_-_Germany_2017.jpg,,,1488,1868.0,1920,Reproduction
ILLU_15035_14_0,Arrangement in Flesh Colour and Black: Portrait of Theodore Duret,James McNeill Whistler,https://www.metmuseum.org/art/collection/search/13211,oil on canvas,193.40x90.80cm,1488,1883.0,1920,Reproduction
ILLU_15049_9_0,Vue de l'intérieur de la cathédrale de Sens,Jean-Baptiste Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,,6.10x4.00cm,1488,1874.0,1922,Reproduction
ILLU_15357_125_0,Self-Portrait,Albrecht Dürer,"https://en.wikipedia.org/wiki/Self-Portrait_%28D%C3%BCrer,_Madrid%29",oil on panel,52.00x41.00cm,1408,1498.0,1909,Reproduction
ILLU_15432_172_2,Croquet,Édouard Manet,,oil on canvas,72.50x106.00cm,1302,1873.0,1929,Reproduction
ILLU_15680_64_0,Darmstadt Madonna,Hans Holbein the Younger,https://en.wikipedia.org/wiki/Darmstadt_Madonna,oil on pine panel,146.50x102.00cm,1479,1526.0,1912,Reproduction
ILLU_15691_118_3,The Noble Lady,Hans Holbein le Jeune,,woodcut on paper,65.00x48.00cm,1479,1525.0,1911,Reproduction
ILLU_15795_133_0,Orphan Girls in Amsterdam,Max Liebermann,https://commons.wikimedia.org/wiki/File:Max_Liebermann_-_Amsterdamer_Waisenm%C3%A4dchen_%28Studie%29_-_Google_Art_Project.jpg,oil on canvas,67.00x89.50cm,1479,1876.0,1908,Reproduction
ILLU_15795_135_0,Stephens Home at Leiden,Max Liebermann,https://commons.wikimedia.org/wiki/File:Liebermann%2C_Stevenstift.jpg,oil on canvas,78.00x100.00cm,1479,1889.0,1908,Reproduction
ILLU_15949_77_2,Bride,Marcel Duchamp,,oil on canvas,89.50x55.25cm,1302,1912.0,1932,Reproduction
ILLU_16290_45_0,A young ladys adventure,Paul Klee,,watercolor,43.80cm,1302,1921.0,1946,Reproduction
ILLU_16297_130_1,Air clair,Wassily Kandinsky,https://commons.wikimedia.org/wiki/File:Kandinsky_-_Helle_Luft%2C_1901.jpg?uselang=fr,oil and tempera on canvas,34.00x52.30cm,1302,1901.0,1946,Reproduction
ILLU_16435_4_0,Trente,Wassily Kandinsky,https://commons.wikimedia.org/wiki/File:Vassily_Kandinsky%2C_1937_-_Thirty.jpg?uselang=fr,oil on canvas,81.00x100.00cm,1311,1937.0,1950,Reproduction
ILLU_10332_136_0,A Dead Soldier,Italian,https://www.nationalgallery.org.uk/paintings/italian-a-dead-soldier,oil on canvas,104.80x167.00cm,1438,17.0,1910,Reproduction
ILLU_10332_91_0,Boy with a Sword,Edouard Manet,https://www.metmuseum.org/art/collection/search/436948,oil on canvas,131.10x93.40cm,1438,1861.0,1910,Reproduction
ILLU_10350_380_0,Still life with commode,Paul Cézanne,,,,1438,1883.0,1912,Reproduction
ILLU_10358_93_2,Girl with a Fan,Paul Gauguin,,oil on canvas,,1368,1902.0,1931,Reproduction
ILLU_10398_348_0,Horse Frightened by Lightning,Eugène Delacroix,https://commons.wikimedia.org/wiki/File:Eugene_Delacroix_-_Horse_Frightened_by_Lightning_-_Google_Art_Project.jpg,"watercolour, lead white on paper",23.60x32.00cm,1368,1825.0,1911,Reproduction
ILLU_10447_135_0,The Woman in the Moon,Aubrey Beardsley,,indian ink on pencil,23.00cm,1438,1894.0,1903,Reproduction
ILLU_10452_298_0,Fishing Boats on the Beach,Vincent van Gogh,,ink on paper,,1438,1888.0,1905,Reproduction
ILLU_10453_97_0,Mademoiselle de Foudras,Jean Baptiste Camille Corot,http://collections.glasgowmuseums.com/mwebcgi/mweb?request=record;id=166812;type=101,oil on canvas,89.00x59.70cm,1438,1872.0,1904,Reproduction
ILLU_10456_76_0,The Wheat Sifters,Gustave Courbet,https://en.wikipedia.org/wiki/The_Wheat_Sifters,oil on canvas,131.00x167.00cm,1438,1855.0,1905,Reproduction
ILLU_10459_286_0,Renoir: La Loge (Theatre Box),Auguste Renoir,,oil on canvas,,1438,1874.0,1906,Reproduction
ILLU_10461_450_0,Arrangement in White and Black,James Abbott McNeill Whistler,,oil on canvas,90.90x191.40cm,1438,1876.0,1905,Reproduction
ILLU_10461_455_0,At The Piano,James Abbott McNeill Whistler,https://commons.wikimedia.org/wiki/File:Whistler_-_At_the_Piano.jpg,painting,,1438,1858.0,1905,Reproduction
ILLU_10466_423_0,Mill on the Couleuvre at Pontoise,Paul Cézanne,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_Le_moulin_sur_la_Couleuvre_%C3%A0_Pontoise_-_Google_Art_Project.jpg,oil on canvas,735.00x915.00cm,1438,1881.0,1908,Reproduction
ILLU_10466_427_0,Landscape with Poplars,Paul Cézanne,https://www.nationalgallery.org.uk/paintings/paul-cezanne-landscape-with-poplars,oil on canvas,71.00x58.00cm,1438,1885.0,1908,Reproduction
ILLU_10479_248_0,Lola de Valence,Edouard Manet,https://clevelandart.org/art/1922.182,etching and aquatint,,1438,1862.0,1910,Reproduction
ILLU_10481_296_0,Portrait of Madame du Barry,Élisabeth Vigée Le Brun,,oil on panel,69.20x51.40cm,1438,1781.0,1910,Reproduction
ILLU_10486_582_0,"View of a River, Quay, and Bridge",Vincent van Gogh,,ink on paper,,1438,1888.0,1910,Reproduction
ILLU_10528_215_0,The Preserve Makers,Max Liebermann,https://commons.wikimedia.org/wiki/File:Max_Liebermann_Canning_factory.jpg,oil on mahogany wood,49.00x65.30cm,1368,1879.0,1887,Reproduction
ILLU_10544_200_0,The Love Song,Sir Edward Burne-Jones,https://www.metmuseum.org/art/collection/search/435826,oil on canvas,114.30x155.90cm,1368,1868.0,1894,Reproduction
ILLU_10559_353_0,Christ on the Sea of Galilee,Eugène Delacroix,https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_Christ_on_the_Sea_of_Galilee_-_Google_Art_Project_(27796212).jpg,oil on canvas,59.80x73.30cm,1368,1854.0,1911,Reproduction
ILLU_10560_357_0,Padre Sebastiano,John Singer Sargent,https://www.metmuseum.org/art/collection/search/12153,oil on canvas,56.50x71.10cm,1368,1904.0,1909,Reproduction
ILLU_10649_237_0,"Interior, after Dinner",Claude Monet,https://www.nga.gov/collection/art-object-page.61376.html,oil on canvas,50.20x65.40cm,1438,1868.0,1903,Reproduction
ILLU_10649_244_0,The Blue House at Zaandam,Claude Monet,,,,1438,1871.0,1903,Reproduction
ILLU_10652_98_0,Woman Leaving Her Bath,Edgar Degas,,pastel,23.00x31.00cm,1438,1877.0,1907,Reproduction
ILLU_10654_147_0,Music in the Tuileries Gardens,Edouard Manet,https://www.nationalgallery.org.uk/paintings/edouard-manet-music-in-the-tuileries-gardens,oil on canvas,76.20x118.10cm,1368,1862.0,1911,Reproduction
ILLU_10654_148_1,Lola de Valence,Édouard Manet,https://commons.wikimedia.org/wiki/File:Edouard_Manet_044.jpg?uselang=fr,oil on canvas,123.00x192.00cm,1368,1862.0,1911,Reproduction
ILLU_10666_459_0,"La Route de Sin-le-Noble, près de Douai",Jean-Baptiste Camille Corot,https://donate.louvre.fr/particuliers/~mon-don,,6.00x8.10cm,1438,1873.0,1908,Reproduction
ILLU_10677_63_0,Music in the Tuileries Gardens,Edouard Manet,https://www.nationalgallery.org.uk/paintings/edouard-manet-music-in-the-tuileries-gardens,oil on canvas,76.20x118.10cm,1368,1862.0,1899,Reproduction
ILLU_10745_370_0,Still Life of Flowers,Gustave Courbet,,,,1438,1863.0,1910,Reproduction
ILLU_10948_174_0,The Unicorns,Gustave Moreau,,oil on canvas,90.00x115.00cm,1368,1885.0,1914,Reproduction
ILLU_10949_68_0,Portrait of Armand Roulin,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_Portrait_of_Armand_Roulin_-_Google_Art_Project.jpg,oil on canvas,65.00x54.00cm,1438,1888.0,1914,Reproduction
ILLU_10962_307_0,Red Uhlans,Piotr von Michalowski,https://sammlung.belvedere.at/objects/698/rote-ulanen,oil on canvas,49.50x63.00cm,1368,,1918,Reproduction
ILLU_10962_310_0,Woman Reading near a Goldfish Tank,Lovis Corinth,https://sammlung.belvedere.at/objects/849/dame-am-goldfischbassin,oil on canvas,74.00x90.50cm,1368,1911.0,1918,Reproduction
ILLU_10972_265_0,"The Amazon, Portrait of Marie Lefebure",Édouard Manet,"https://commons.wikimedia.org/wiki/File:The_Amazon,_Portrait_of_Marie_Lefebure,_by_Edouard_Manet,_1870-1875,_oil_on_canvas_-_Museu_de_Arte_de_S%C3%A3o_Paulo_-_DSC07170.jpg",,,1368,2015.0,1928,Reproduction
ILLU_10972_268_0,Madame Manet in conservatory,Édouard Manet,,oil on canvas,86.30x100.00cm,1368,1879.0,1928,Reproduction
ILLU_10973_191_0,Farmer with straw hat,Vincent van Gogh,,ink on paper,49.50x37.90cm,1368,1888.0,1928,Reproduction
ILLU_10973_193_0,Wheatfield with Cypresses,Vincent van Gogh,https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Weizenfeld_mit_Zypressen2.jpeg,black chalk and pen,47.00x62.00cm,1368,1889.0,1928,Reproduction
