id,_description,_artist,_source,_material,_dimensions,_journal-id,_date-artwork,year,keywords
ILLU_15035_10_0,,,,,,1488,,1920,Reproduction
ILLU_12020_302_0,,,,,,1384,,1934,Reproduction
ILLU_11381_133_0,,,,,,1336,,1928,Sculpture
ILLU_14594_364_1,,,,,,1476,,1880,Reproduction
ILLU_14321_60_0,,,,,,1473,,1932,Reproduction
ILLU_10649_233_1,,,,,,1438,,1903,Reproduction
ILLU_14994_303_0,,,,,,1302,,1927,Architecture_decoration
ILLU_10553_323_0,,,,,,1368,,1905,Sculpture
ILLU_11384_201_0,,,,,,1336,,1928,Reproduction
ILLU_15501_7_0,,,,,,1504,,1894,Reproduction
ILLU_15358_231_6,,,,,,1408,,1909,Reproduction
ILLU_11317_597_0,,,,,,1438,,1914,Reproduction
ILLU_12212_1303_1,,,,,,1384,,1932,Reproduction
ILLU_11479_177_1,,,,,,1438,,1922,Reproduction
ILLU_15345_120_1,,,,,,1279,,1902,Reproduction
ILLU_12437_360_0,,,,,,1351,,1931,Reproduction
ILLU_10974_286_0,,,,,,1368,,1929,Reproduction
ILLU_11746_4014_3,,,,,,1384,,1930,Architecture_decoration
ILLU_12209_103_1,,,,,,1384,,1932,Reproduction
ILLU_10355_347_0,,,,,,1336,,1930,Reproduction
ILLU_12029_2601_0,,,,,,1384,,1934,Reproduction
ILLU_11295_83_1,,,,,,1336,,1919,Sculpture
ILLU_13066_232_0,,,,,,1351,,1911,Reproduction
ILLU_11479_177_0,,,,,,1438,,1922,Reproduction
ILLU_11515_256_0,,,,,,1438,,1927,Reproduction
ILLU_12212_1303_0,,,,,,1384,,1932,Reproduction
ILLU_11284_643_1,,,,,,1438,,1911,Reproduction
ILLU_12000_183_2,,,,,,1384,,1939,Reproduction
ILLU_11375_513_1,,,,,,1336,,1926,Reproduction
ILLU_15358_231_7,,,,,,1408,,1909,Reproduction
ILLU_10481_301_0,,,,,,1438,,1910,Reproduction
ILLU_15501_7_1,,,,,,1504,,1894,Reproduction
ILLU_11381_133_1,,,,,,1336,,1928,Sculpture
ILLU_12020_302_1,,,,,,1384,,1934,Reproduction
ILLU_13284_219_1,,,,,,1351,,1920,Reproduction
ILLU_15035_10_1,,,,,,1488,,1920,Reproduction
ILLU_10485_560_0,,,,,,1438,,1910,Reproduction
ILLU_10360_166_0,,,,,,1368,,1932,Reproduction
ILLU_14358_95_0,,,,,,1484,,1928,Reproduction
ILLU_11623_33_0,,,,,,1438,,1930,Reproduction
ILLU_14457_170_0,,,,,,1463,,1910,Reproduction
ILLU_14405_40_2,,,,,,1302,,1938,Sculpture
ILLU_13063_201_0,,,,,,1351,,1910,Reproduction
ILLU_11416_190_0,,,,,,1336,,1927,Reproduction
ILLU_14413_60_1,,,,,,1479,,1916,Architecture_decoration
ILLU_11417_32_0,,,,,,1336,,1927,Reproduction
ILLU_12231_4502_0,,,,,,1384,,1932,Reproduction
ILLU_11521_93_0,,,,,,1438,,1928,Reproduction
ILLU_12241_2202_1,,,,,,1384,,1933,Reproduction
ILLU_14352_547_0,,,,,,1484,,1929,Reproduction
ILLU_13378_357_0,,,,,,1351,,1929,Sculpture
ILLU_13070_361_0,,,,,,1351,,1911,Reproduction
ILLU_15309_293_2,,,,,,1476,,1880,Reproduction
ILLU_13055_15_0,,,,,,1351,,1906,Reproduction
ILLU_13267_324_1,,,,,,1351,,1914,Reproduction
ILLU_15345_87_1,,,,,,1279,,1902,Reproduction
ILLU_10888_641_0,,,,,,1336,,1925,Reproduction
ILLU_13336_289_0,,,,,,1351,,1927,Architecture_decoration
ILLU_12250_4902_0,,,,,,1384,,1933,Reproduction
ILLU_12008_27283_1,,,,,,1384,,1936,Reproduction
ILLU_16301_169_0,,,,,,1302,,1949,Reproduction
ILLU_13315_386_0,,,,,,1351,,1926,Reproduction
ILLU_10979_185_0,,,,,,1368,,1929,Reproduction
ILLU_10484_483_1,,,,,,1438,,1910,Reproduction
ILLU_14321_62_3,,,,,,1473,,1932,Reproduction
ILLU_10734_265273_0,,,,,,1439,,1873,Reproduction
ILLU_10784_521_0,,,,,,1438,,1910,Reproduction
ILLU_11994_1002_3,,,,,,1384,,1938,Reproduction
ILLU_11292_221_1,,,,,,1438,,1913,Reproduction
ILLU_14413_44_0,,,,,,1479,,1916,Architecture_decoration
ILLU_10466_521_1,,,,,,1438,,1908,Reproduction
ILLU_13319_222_0,,,,,,1351,,1926,Reproduction
ILLU_15188_5_0,,,,,,1491,,1918,Architecture_decoration
ILLU_13379_370_0,,,,,,1351,,1929,Sculpture
ILLU_11428_441_0,,,,,,1336,,1927,Reproduction
ILLU_14410_181_0,,,,,,1479,,1909,Reproduction
ILLU_11283_316_0,,,,,,1438,,1911,Reproduction
ILLU_11282_294_0,,,,,,1438,,1911,Reproduction
ILLU_15309_291_0,,,,,,1476,,1880,Reproduction
ILLU_11439_576_1,,,,,,1336,,1929,Reproduction
ILLU_10654_145_0,,,,,,1368,,1911,Reproduction
ILLU_14300_164_1,,,,,,1302,,1930,Architecture_decoration
ILLU_13264_188_0,,,,,,1351,,1913,Reproduction
ILLU_13329_270_0,,,,,,1351,,1927,Reproduction
ILLU_10932_370_1,,,,,,1368,,1912,Reproduction
ILLU_12651_906_0,,,,,,1336,,1925,Reproduction
ILLU_15176_6_0,,,,,,1491,,1917,Reproduction
ILLU_14931_21_2,,,,,,1484,,1925,Reproduction
ILLU_12229_4103_0,,,,,,1384,,1932,Reproduction
ILLU_13359_253_0,,,,,,1351,,1929,Reproduction
ILLU_13367_21_0,,,,,,1351,,1929,Reproduction
ILLU_14458_219_0,,,,,,1463,,1910,Reproduction
ILLU_14447_38_1,,,,,,1479,,1908,Reproduction
ILLU_10546_278_0,,,,,,1368,,1896,Reproduction
ILLU_13262_213_0,,,,,,1351,,1905,Reproduction
ILLU_12190_2010_2,,,,,,1384,,1931,Reproduction
ILLU_10640_54_1,,,,,,1368,,1909,Architecture_decoration
ILLU_15979_402_0,,,,,,1302,,1927,Architecture_decoration
ILLU_12724_484913_1,,,,,,1384,,1940,Reproduction
ILLU_10791_541_2,,,,,,1438,,1909,Reproduction
ILLU_16002_123_0,,,,,,1473,,1929,Reproduction
ILLU_15299_194_0,,,,,,1476,,1878,Reproduction
ILLU_11422_193_0,,,,,,1336,,1927,Reproduction
ILLU_11306_425_0,,,,,,1438,,1913,Reproduction
ILLU_16374_4_2,,,,,,1311,,1948,Reproduction
ILLU_16013_374_0,,,,,,1473,,1931,Reproduction
ILLU_13045_91_3,,,,,,1351,,1900,Reproduction
ILLU_14418_46_1,,,,,,1479,,1916,Reproduction
ILLU_10550_273_0,,,,,,1368,,1902,Reproduction
ILLU_11460_114_0,,,,,,1368,,1925,Sculpture
ILLU_13328_212_0,,,,,,1351,,1927,Sculpture
ILLU_11887_433_1,,,,,,1438,,1922,Reproduction
ILLU_14949_183_0,,,,,,1473,,1920,Reproduction
ILLU_15301_64_0,,,,,,1476,,1879,Reproduction
ILLU_10706_449_0,,,,,,1438,,1909,Reproduction
ILLU_11231_584_0,,,,,,1336,,1911,Reproduction
ILLU_10941_366_0,,,,,,1368,,1913,Reproduction
ILLU_10555_205_0,,,,,,1368,,1910,Reproduction
ILLU_11308_46_0,,,,,,1438,,1913,Reproduction
ILLU_14552_211_0,,,,,,1463,,1905,Reproduction
ILLU_12186_1409_1,,,,,,1384,,1931,Reproduction
ILLU_12324_69_0,,,,,,1342,,1913,Reproduction
ILLU_12006_102_1,,,,,,1384,,1936,Reproduction
ILLU_14592_242_1,,,,,,1476,,1879,Reproduction
ILLU_11402_784_1,,,,,,1336,,1923,Reproduction
ILLU_13383_197_0,,,,,,1351,,1929,Sculpture
ILLU_13399_160_0,,,,,,1351,,1931,Sculpture
ILLU_13084_315_0,,,,,,1351,,1913,Reproduction
ILLU_15684_229_0,,,,,,1479,,1912,Reproduction
ILLU_11587_317_0,,,,,,1438,,1928,Reproduction
ILLU_10791_543_0,,,,,,1438,,1909,Reproduction
ILLU_14283_106_2,,,,,,1302,,1928,Architecture_decoration
ILLU_10463_32_0,,,,,,1438,,1907,Architecture_decoration
ILLU_11366_138_3,,,,,,1336,,1926,Reproduction
ILLU_14306_339_2,,,,,,1302,,1930,Architecture_decoration
ILLU_11348_373_0,,,,,,1438,,1918,Reproduction
ILLU_13069_302_0,,,,,,1351,,1911,Architecture_decoration
ILLU_16010_140_4,,,,,,1473,,1931,Reproduction
ILLU_14964_263_4,,,,,,1473,,1923,Reproduction
ILLU_12659_52_1,,,,,,1336,,1927,Reproduction
ILLU_12679_153_0,,,,,,1438,,1931,Reproduction
ILLU_14306_339_0,,,,,,1302,,1930,Architecture_decoration
ILLU_13304_5_0,,,,,,1351,,1925,Reproduction
ILLU_13059_136_0,,,,,,1351,,1909,Architecture_decoration
ILLU_11416_176_1,,,,,,1336,,1927,Reproduction
ILLU_10464_165_0,,,,,,1438,,1907,Reproduction
ILLU_11422_191_0,,,,,,1336,,1927,Sculpture
ILLU_11396_472_2,,,,,,1336,,1923,Reproduction
ILLU_14592_221_0,,,,,,1476,,1879,Reproduction
ILLU_14963_185_1,,,,,,1473,,1923,Architecture_decoration
ILLU_14380_5_3,,,,,,1479,,1918,Reproduction
ILLU_13262_211_0,,,,,,1351,,1905,Reproduction
ILLU_13375_152_0,,,,,,1351,,1929,Architecture_decoration
ILLU_13073_217_0,,,,,,1351,,1912,Reproduction
ILLU_11402_779_3,,,,,,1336,,1923,Reproduction
ILLU_11283_329_0,,,,,,1438,,1911,Reproduction
ILLU_15650_160_0,,,,,,1408,,1909,Reproduction
ILLU_13393_240_0,,,,,,1351,,1930,Reproduction
ILLU_10490_644_0,,,,,,1438,,1911,Reproduction
ILLU_12413_85_0,,,,,,1397,,1920,Sculpture
ILLU_14303_177_1,,,,,,1302,,1930,Sculpture
ILLU_12202_515204_1,,,,,,1384,,1931,Reproduction
ILLU_10452_291_0,,,,,,1438,,1905,Architecture_decoration
ILLU_12002_22234_2,,,,,,1384,,1939,Sculpture
ILLU_10721_139_0,,,,,,1438,,1908,Reproduction
ILLU_14418_46_3,,,,,,1479,,1916,Sculpture
ILLU_16013_374_2,,,,,,1473,,1931,Reproduction
ILLU_16374_4_0,,,,,,1311,,1948,Reproduction
ILLU_10921_48_0,,,,,,1368,,1911,Reproduction
ILLU_11407_305_0,,,,,,1336,,1924,Reproduction
ILLU_15311_41_0,,,,,,1476,,1880,Reproduction
ILLU_10362_312_1,,,,,,1368,,1932,Reproduction
ILLU_12768_288_0,,,,,,1368,,1926,Reproduction
ILLU_13069_300_0,,,,,,1351,,1911,Reproduction
ILLU_14935_16_1,,,,,,1484,,1925,Reproduction
ILLU_14257_296_3,,,,,,1302,,1933,Reproduction
ILLU_13286_271_0,,,,,,1351,,1920,Reproduction
ILLU_11495_449_0,,,,,,1438,,1932,Reproduction
ILLU_10555_207_0,,,,,,1368,,1910,Reproduction
ILLU_13337_355_1,,,,,,1351,,1927,Architecture_decoration
ILLU_13383_195_0,,,,,,1351,,1929,Reproduction
ILLU_13310_353_1,,,,,,1351,,1925,Sculpture
ILLU_13328_210_0,,,,,,1351,,1927,Reproduction
ILLU_15715_155_1,,,,,,1479,,1905,Reproduction
ILLU_13324_349_0,,,,,,1351,,1926,Architecture_decoration
ILLU_13369_93_0,,,,,,1351,,1929,Reproduction
ILLU_14284_146_0,,,,,,1302,,1928,Sculpture
ILLU_11346_978_1,,,,,,1336,,1922,Reproduction
ILLU_11556_30_0,,,,,,1438,,1929,Reproduction
ILLU_12026_1303_3,,,,,,1384,,1934,Reproduction
ILLU_15716_69_0,,,,,,1479,,1906,Sculpture
ILLU_16009_245_1,,,,,,1479,,1909,Reproduction
ILLU_10941_364_0,,,,,,1368,,1913,Reproduction
ILLU_10977_391_0,,,,,,1368,,1929,Reproduction
ILLU_14254_186_3,,,,,,1302,,1934,Reproduction
ILLU_15696_271_0,,,,,,1479,,1912,Reproduction
ILLU_10465_206_0,,,,,,1438,,1908,Reproduction
ILLU_12665_510_0,,,,,,1438,,1930,Reproduction
ILLU_13269_308_0,,,,,,1351,,1914,Architecture_decoration
ILLU_11534_389_1,,,,,,1438,,1929,Reproduction
ILLU_15891_78_0,,,,,,1477,,1905,Sculpture
ILLU_13266_238_0,,,,,,1351,,1913,Architecture_decoration
ILLU_14976_367_0,,,,,,1473,,1926,Reproduction
ILLU_12248_4403_1,,,,,,1384,,1933,Reproduction
ILLU_15999_284_0,,,,,,1473,,1927,Reproduction
ILLU_15795_132_0,,,,,,1479,,1908,Reproduction
ILLU_11298_245_1,,,,,,1336,,1919,Reproduction
ILLU_13378_355_0,,,,,,1351,,1929,Reproduction
ILLU_13070_363_0,,,,,,1351,,1911,Reproduction
ILLU_14981_387_0,,,,,,1473,,1927,Reproduction
ILLU_14358_97_0,,,,,,1484,,1928,Reproduction
ILLU_13064_123_1,,,,,,1351,,1911,Reproduction
ILLU_13050_181_0,,,,,,1351,,1903,Reproduction
ILLU_11349_233_0,,,,,,1438,,1919,Reproduction
ILLU_13063_203_0,,,,,,1351,,1910,Reproduction
ILLU_14458_383_0,,,,,,1463,,1910,Reproduction
ILLU_11417_30_0,,,,,,1336,,1927,Reproduction
ILLU_15311_116_0,,,,,,1476,,1880,Reproduction
ILLU_15639_141_1,,,,,,1479,,1912,Reproduction
ILLU_14594_366_0,,,,,,1476,,1880,Reproduction
ILLU_10934_349_0,,,,,,1368,,1912,Reproduction
ILLU_11381_131_1,,,,,,1336,,1928,Architecture_decoration
ILLU_15035_12_1,,,,,,1488,,1920,Architecture_decoration
ILLU_13052_313_0,,,,,,1351,,1903,Reproduction
ILLU_13065_221_0,,,,,,1351,,1911,Reproduction
ILLU_12023_604_0,,,,,,1384,,1934,Reproduction
ILLU_13257_155_1,,,,,,1351,,1904,Sculpture
ILLU_13066_230_0,,,,,,1351,,1911,Reproduction
ILLU_12559_480_0,,,,,,1368,,1914,Reproduction
ILLU_14592_238_1,,,,,,1476,,1879,Reproduction
ILLU_10620_625_0,,,,,,1439,,1888,Reproduction
ILLU_14362_143_0,,,,,,1484,,1932,Reproduction
ILLU_11590_341_0,,,,,,1438,,1928,Reproduction
ILLU_15716_70_1,,,,,,1479,,1906,Reproduction
ILLU_11283_351_0,,,,,,1438,,1911,Reproduction
ILLU_15345_78_1,,,,,,1279,,1902,Reproduction
ILLU_13373_108_0,,,,,,1351,,1929,Sculpture
ILLU_10964_369_0,,,,,,1368,,1919,Reproduction
ILLU_11300_758_1,,,,,,1336,,1919,Reproduction
ILLU_10542_36_1,,,,,,1368,,1892,Reproduction
ILLU_10451_141_0,,,,,,1438,,1905,Reproduction
ILLU_15343_38_0,,,,,,1279,,1899,Reproduction
ILLU_14457_41_0,,,,,,1463,,1910,Sculpture
ILLU_16297_135_0,,,,,,1302,,1946,Reproduction
ILLU_15358_231_5,,,,,,1408,,1909,Reproduction
ILLU_14271_150_0,,,,,,1389,,1929,Reproduction
ILLU_14321_60_3,,,,,,1473,,1932,Reproduction
ILLU_14963_201_1,,,,,,1473,,1923,Architecture_decoration
ILLU_10734_265271_0,,,,,,1439,,1873,Reproduction
ILLU_10784_523_0,,,,,,1438,,1910,Reproduction
ILLU_15989_427_2,,,,,,1302,,1928,Reproduction
ILLU_11559_118_0,,,,,,1438,,1929,Reproduction
ILLU_13055_17_0,,,,,,1351,,1906,Reproduction
ILLU_13366_5_0,,,,,,1351,,1929,Reproduction
ILLU_16016_319_1,,,,,,1473,,1934,Reproduction
ILLU_13267_326_1,,,,,,1351,,1914,Reproduction
ILLU_11457_141_0,,,,,,1368,,1931,Architecture_decoration
ILLU_15362_145_1,,,,,,1279,,1910,Architecture_decoration
ILLU_10708_135_0,,,,,,1438,,1909,Reproduction
ILLU_10670_190_0,,,,,,1438,,1903,Reproduction
ILLU_12212_1303_2,,,,,,1384,,1932,Reproduction
ILLU_10917_262_0,,,,,,1438,,1916,Reproduction
ILLU_10867_330_2,,,,,,1430,,1900,Reproduction
ILLU_14943_414_3,,,,,,1484,,1927,Reproduction
ILLU_15892_136_0,,,,,,1477,,1905,Reproduction
ILLU_15362_145_0,,,,,,1279,,1910,Architecture_decoration
ILLU_12038_205_1,,,,,,1384,,1935,Reproduction
ILLU_12000_183_1,,,,,,1384,,1939,Reproduction
ILLU_12753_5002_1,,,,,,1384,,1934,Reproduction
ILLU_14973_418_0,,,,,,1473,,1925,Reproduction
ILLU_15720_405_0,,,,,,1473,,1926,Reproduction
ILLU_15684_232_0,,,,,,1479,,1912,Reproduction
ILLU_13326_187_0,,,,,,1351,,1926,Reproduction
ILLU_10615_519_0,,,,,,1368,,1904,Reproduction
ILLU_13272_165_0,,,,,,1351,,1914,Reproduction
ILLU_13267_326_0,,,,,,1351,,1914,Reproduction
ILLU_16016_319_0,,,,,,1473,,1934,Reproduction
ILLU_14302_111_4,,,,,,1302,,1930,Reproduction
ILLU_11344_829_2,,,,,,1336,,1922,Reproduction
ILLU_14963_201_0,,,,,,1473,,1923,Architecture_decoration
ILLU_14321_60_2,,,,,,1473,,1932,Sculpture
ILLU_14270_78_0,,,,,,1389,,1929,Reproduction
ILLU_12020_302_2,,,,,,1384,,1934,Reproduction
ILLU_15678_36_0,,,,,,1479,,1912,Reproduction
ILLU_15358_231_4,,,,,,1408,,1909,Reproduction
ILLU_11495_450_0,,,,,,1438,,1932,Reproduction
ILLU_15403_241_0,,,,,,1408,,1916,Reproduction
ILLU_13352_38_0,,,,,,1351,,1928,Reproduction
ILLU_14982_427_0,,,,,,1473,,1927,Reproduction
ILLU_13339_106_0,,,,,,1351,,1927,Reproduction
ILLU_11477_123_0,,,,,,1438,,1922,Sculpture
ILLU_11318_585_0,,,,,,1438,,1914,Reproduction
ILLU_13324_350_0,,,,,,1351,,1926,Reproduction
ILLU_15410_399_0,,,,,,1600,,1897,Architecture_decoration
ILLU_15346_216_0,,,,,,1279,,1902,Sculpture
ILLU_11300_758_0,,,,,,1336,,1919,Reproduction
ILLU_14356_345_0,,,,,,1484,,1930,Reproduction
ILLU_13328_209_0,,,,,,1351,,1927,Reproduction
ILLU_10977_388_0,,,,,,1368,,1929,Reproduction
ILLU_15716_70_0,,,,,,1479,,1906,Reproduction
ILLU_11284_641_0,,,,,,1438,,1911,Reproduction
ILLU_11471_52_0,,,,,,1438,,1920,Sculpture
ILLU_13058_314_0,,,,,,1351,,1909,Reproduction
ILLU_12250_4902_3,,,,,,1384,,1933,Reproduction
ILLU_14592_238_0,,,,,,1476,,1879,Reproduction
ILLU_10787_27_0,,,,,,1438,,1909,Reproduction
ILLU_15892_112_1,,,,,,1477,,1905,Reproduction
ILLU_16299_338_2,,,,,,1302,,1947,Reproduction
ILLU_12023_604_1,,,,,,1384,,1934,Reproduction
ILLU_14321_62_0,,,,,,1473,,1932,Reproduction
ILLU_14982_425_2,,,,,,1473,,1927,Reproduction
ILLU_11478_133_0,,,,,,1438,,1922,Reproduction
ILLU_15501_5_0,,,,,,1504,,1894,Reproduction
ILLU_16005_286_2,,,,,,1473,,1930,Reproduction
ILLU_13264_193_0,,,,,,1351,,1913,Reproduction
ILLU_11401_734_3,,,,,,1336,,1923,Reproduction
ILLU_11994_1002_0,,,,,,1384,,1938,Reproduction
ILLU_10955_47_0,,,,,,1438,,1916,Sculpture
ILLU_14964_241_0,,,,,,1473,,1923,Architecture_decoration
ILLU_13070_363_1,,,,,,1351,,1911,Reproduction
ILLU_11298_245_0,,,,,,1336,,1919,Reproduction
ILLU_10467_504_0,,,,,,1438,,1908,Reproduction
ILLU_11434_327_0,,,,,,1336,,1929,Reproduction
ILLU_11374_416_0,,,,,,1336,,1926,Reproduction
ILLU_12252_179_0,,,,,,1438,,1931,Reproduction
ILLU_15311_65_0,,,,,,1476,,1880,Reproduction
ILLU_11431_740_0,,,,,,1336,,1927,Reproduction
ILLU_13313_54_0,,,,,,1351,,1925,Reproduction
ILLU_15301_66_1,,,,,,1476,,1879,Reproduction
ILLU_11346_978_0,,,,,,1336,,1922,Reproduction
ILLU_16009_245_0,,,,,,1479,,1909,Reproduction
ILLU_10393_131_0,,,,,,1368,,1896,Reproduction
ILLU_10949_22_0,,,,,,1438,,1914,Reproduction
ILLU_11588_321_0,,,,,,1438,,1928,Reproduction
ILLU_13383_195_1,,,,,,1351,,1929,Reproduction
ILLU_14592_240_0,,,,,,1476,,1879,Reproduction
ILLU_13336_292_0,,,,,,1351,,1927,Reproduction
ILLU_13257_168_0,,,,,,1351,,1904,Sculpture
ILLU_13337_355_0,,,,,,1351,,1927,Reproduction
ILLU_14257_296_2,,,,,,1302,,1933,Reproduction
ILLU_14935_16_0,,,,,,1484,,1925,Architecture_decoration
ILLU_10695_26_0,,,,,,1368,,1910,Sculpture
ILLU_11340_634_0,,,,,,1336,,1922,Reproduction
ILLU_15639_139_0,,,,,,1479,,1912,Reproduction
ILLU_10734_265268_0,,,,,,1439,,1873,Reproduction
ILLU_11344_830_3,,,,,,1336,,1922,Reproduction
ILLU_16292_48_0,,,,,,1302,,1946,Reproduction
ILLU_13260_596_0,,,,,,1351,,1904,Reproduction
ILLU_10362_312_0,,,,,,1368,,1932,Reproduction
ILLU_10943_296_0,,,,,,1368,,1913,Reproduction
ILLU_13397_134_0,,,,,,1351,,1931,Reproduction
ILLU_14418_46_2,,,,,,1479,,1916,Sculpture
ILLU_16374_4_1,,,,,,1311,,1948,Reproduction
ILLU_16380_4_0,,,,,,1311,,1949,Reproduction
ILLU_14986_342_1,,,,,,1473,,1929,Architecture_decoration
ILLU_15416_67_0,,,,,,1408,,1912,Reproduction
ILLU_11402_779_2,,,,,,1336,,1923,Reproduction
ILLU_10864_42_0,,,,,,1430,,1896,Reproduction
ILLU_14380_5_2,,,,,,1479,,1918,Reproduction
ILLU_11374_381_2,,,,,,1336,,1926,Reproduction
ILLU_10665_542_0,,,,,,1438,,1910,Reproduction
ILLU_11304_384_1,,,,,,1438,,1913,Reproduction
ILLU_13362_303_0,,,,,,1351,,1929,Reproduction
ILLU_12006_102_2,,,,,,1384,,1936,Reproduction
ILLU_14592_221_1,,,,,,1476,,1879,Reproduction
ILLU_13383_208_0,,,,,,1351,,1929,Reproduction
ILLU_11416_176_0,,,,,,1336,,1927,Architecture_decoration
ILLU_11340_655_1,,,,,,1336,,1922,Sculpture
ILLU_13347_296_0,,,,,,1351,,1928,Reproduction
ILLU_10396_34_0,,,,,,1368,,1902,Reproduction
ILLU_15310_293_2,,,,,,1476,,1880,Reproduction
ILLU_13352_40_0,,,,,,1351,,1928,Reproduction
ILLU_10552_15_0,,,,,,1368,,1904,Reproduction
ILLU_12018_202_1,,,,,,1384,,1934,Architecture_decoration
ILLU_12234_602_2,,,,,,1384,,1933,Reproduction
ILLU_14930_18_1,,,,,,1484,,1925,Reproduction
ILLU_16006_53_0,,,,,,1473,,1931,Reproduction
ILLU_13342_414_0,,,,,,1351,,1928,Reproduction
ILLU_11283_334_0,,,,,,1438,,1911,Reproduction
ILLU_14964_245_0,,,,,,1473,,1923,Reproduction
ILLU_12187_1312_1,,,,,,1384,,1931,Reproduction
ILLU_14382_6_1,,,,,,1479,,1916,Reproduction
ILLU_15347_134_0,,,,,,1279,,1904,Reproduction
ILLU_13045_91_4,,,,,,1351,,1900,Reproduction
ILLU_15362_165_1,,,,,,1279,,1910,Architecture_decoration
ILLU_12209_105_1,,,,,,1384,,1932,Reproduction
ILLU_15029_6_0,,,,,,1488,,1920,Sculpture
ILLU_11381_135_0,,,,,,1336,,1928,Architecture_decoration
ILLU_13050_178_1,,,,,,1351,,1903,Reproduction
ILLU_14982_421_2,,,,,,1473,,1927,Sculpture
ILLU_11416_316_0,,,,,,1336,,1927,Reproduction
ILLU_12764_501_0,,,,,,1384,,1932,Reproduction
ILLU_14257_289_1,,,,,,1302,,1933,Reproduction
ILLU_15894_235_1,,,,,,1477,,1905,Reproduction
ILLU_10394_354_0,,,,,,1368,,1899,Reproduction
ILLU_14413_64_2,,,,,,1479,,1916,Reproduction
ILLU_15316_447_0,,,,,,1476,,1884,Reproduction
ILLU_11572_364_2,,,,,,1438,,1930,Reproduction
ILLU_10931_477_0,,,,,,1368,,1912,Reproduction
ILLU_13265_209_0,,,,,,1351,,1913,Reproduction
ILLU_10982_146_0,,,,,,1436,,1911,Reproduction
ILLU_11563_189_0,,,,,,1438,,1930,Reproduction
ILLU_11473_124_0,,,,,,1438,,1921,Reproduction
ILLU_11625_280_0,,,,,,1438,,1931,Reproduction
ILLU_13324_354_0,,,,,,1351,,1926,Reproduction
ILLU_12218_2707_0,,,,,,1384,,1932,Reproduction
ILLU_14410_187_1,,,,,,1479,,1909,Reproduction
ILLU_13341_171_0,,,,,,1351,,1927,Sculpture
ILLU_14362_145_3,,,,,,1484,,1932,Reproduction
ILLU_16290_43_0,,,,,,1302,,1946,Reproduction
ILLU_15892_132_0,,,,,,1477,,1905,Reproduction
ILLU_15684_236_0,,,,,,1479,,1912,Reproduction
ILLU_15981_410_0,,,,,,1302,,1927,Sculpture
ILLU_15345_102_0,,,,,,1279,,1902,Architecture_decoration
ILLU_10397_159_0,,,,,,1368,,1910,Reproduction
ILLU_11403_798_0,,,,,,1336,,1923,Reproduction
ILLU_10557_43_0,,,,,,1368,,1910,Sculpture
ILLU_10979_183_1,,,,,,1368,,1929,Architecture_decoration
ILLU_12778_4904_1,,,,,,1384,,1932,Sculpture
ILLU_13302_255_0,,,,,,1351,,1924,Reproduction
ILLU_15362_139_0,,,,,,1279,,1910,Reproduction
ILLU_11374_385_2,,,,,,1336,,1926,Reproduction
ILLU_11402_780_2,,,,,,1336,,1923,Reproduction
ILLU_15189_7_0,,,,,,1491,,1923,Reproduction
ILLU_11408_606_2,,,,,,1336,,1924,Reproduction
ILLU_11629_471_0,,,,,,1438,,1931,Sculpture
ILLU_10351_395_0,,,,,,1438,,1912,Reproduction
ILLU_11479_168_0,,,,,,1438,,1922,Reproduction
ILLU_10688_180_0,,,,,,1569,,1895,Reproduction
ILLU_10740_328_0,,,,,,1368,,1895,Reproduction
ILLU_16002_125_1,,,,,,1473,,1929,Reproduction
ILLU_12434_156_0,,,,,,1351,,1931,Reproduction
ILLU_12557_457_0,,,,,,1368,,1914,Architecture_decoration
ILLU_11353_261_0,,,,,,1336,,1925,Reproduction
ILLU_10363_33_0,,,,,,1368,,1934,Reproduction
ILLU_15689_83_1,,,,,,1479,,1911,Sculpture
ILLU_11634_92_0,,,,,,1438,,1931,Sculpture
ILLU_13288_122_0,,,,,,1351,,1920,Reproduction
ILLU_10556_273_0,,,,,,1368,,1910,Reproduction
ILLU_13259_553_1,,,,,,1351,,1904,Reproduction
ILLU_13360_269_0,,,,,,1351,,1929,Sculpture
ILLU_11401_729_2,,,,,,1336,,1923,Reproduction
ILLU_13260_592_0,,,,,,1351,,1904,Reproduction
ILLU_16008_223_0,,,,,,1479,,1907,Reproduction
ILLU_10461_447_0,,,,,,1438,,1905,Reproduction
ILLU_10672_71_0,,,,,,1438,,1906,Reproduction
ILLU_15302_117_1,,,,,,1476,,1879,Reproduction
ILLU_10368_90_0,,,,,,1368,,1929,Reproduction
ILLU_11300_761_0,,,,,,1336,,1919,Reproduction
ILLU_15396_170_0,,,,,,1279,,1926,Architecture_decoration
ILLU_10946_219_0,,,,,,1368,,1914,Sculpture
ILLU_12413_81_1,,,,,,1397,,1920,Reproduction
ILLU_15361_99_0,,,,,,1279,,1910,Reproduction
ILLU_14258_325_0,,,,,,1302,,1933,Reproduction
ILLU_12249_4902_3,,,,,,1384,,1933,Reproduction
ILLU_13383_191_1,,,,,,1351,,1929,Reproduction
ILLU_11374_387_0,,,,,,1336,,1926,Reproduction
ILLU_10555_203_1,,,,,,1368,,1910,Reproduction
ILLU_15039_13_2,,,,,,1488,,1920,Reproduction
ILLU_14280_172_0,,,,,,1408,,1935,Reproduction
