ID,liens iiif,pages_to_extract
10175,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0135.json,2
10168,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0142.json,1
10827,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0149.json,2
10169,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0149.json,1
10682,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0157.json,2
10857,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0020.json,2
10170,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0165.json,2
10171,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0165.json,2
10853,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0173.json,1
10172,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0174.json,1
10151,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0185.json,6
10828,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0189.json,2
10681,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0190.json,2
10150,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0209.json,5
10152,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0225.json,4
10157,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0228.json,2
10158,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0228.json,1
10176,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0230.json,2
10177,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0232.json,1
10153,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0242.json,3
10829,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0270.json,1
10154,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0036.json,2
10155,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0036.json,1
10856,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0037.json,2
10855,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0052.json,2
10160,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0060.json,1
10854,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0061.json,2
10173,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0062.json,1
10174,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0062.json,1
10145,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0065.json,5
10161,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0068.json,2
10146,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0073.json,9
10162,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1899/canvas/0078.json,2
11288,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0495.json,12
11289,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0533.json,2
11286,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0121.json,3
11285,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0114.json,7
10344,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0157.json,2
10345,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0189.json,2
10346,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0271.json,10
10347,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0351.json,9
10349,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0387.json,1
10350,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0397.json,10
10351,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0407.json,12
10352,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0460.json,2
11287,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1912/canvas/0462.json,5
11277,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1918/canvas/0039.json,1
11278,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1918/canvas/0335.json,8
12005,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0010.json,1
12006,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0050.json,1
11897,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0060.json,1
12007,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0078.json,1
12008,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0116.json,1
12009,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0116.json,1
12300,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0174.json,1
12010,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0175.json,1
11893,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0028.json,1
11894,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0040.json,1
11895,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0040.json,1
11896,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1936/canvas/0048.json,1
15877,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k295187n/canvas/f1,1
15878,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k295190b/canvas/f1,1
15879,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k295190b/canvas/f1,1
14882,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201726s/canvas/f194,3
14883,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201726s/canvas/f202,1
14884,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201728j/canvas/f204,1
14885,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2017330/canvas/f195,4
14886,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201741k/canvas/f11,9
14887,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201741k/canvas/f20,19
10186,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0109.json,1
10329,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1876/canvas/0165.json,5
10616,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1876/canvas/0099.json,3
10546,https://digi.ub.uni-heidelberg.de/diglit/iiif/kfa1895_1896/canvas/0353.json,4
10393,https://digi.ub.uni-heidelberg.de/diglit/iiif/kfa1895_1896/canvas/0169.json,3
10191,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0101.json,1
10199,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0119.json,1
10192,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0124.json,2
10193,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0124.json,1
10194,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0150.json,1
10200,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0151.json,1
10203,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0151.json,1
10833,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0158.json,2
10204,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0167.json,2
10187,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0171.json,1
10195,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0171.json,2
10196,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0172.json,1
10180,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0195.json,2
10181,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0220.json,2
10179,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1900/canvas/0225.json,6
