ID,Volume_ID,_journal-id,liens iiif,liens de citation (page),liens de citation (volume),bibliographie
15573,8640,1411.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k7522165g/f1.image,supplément
14385,8640,1518.0,,x,,
14389,8641,1568.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k360915?rk=42918;4,
14390,8642,1568.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k36087x?rk=85837;2,
14394,8643,1568.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k36008s/canvas/f101,https://gallica.bnf.fr/ark:/12148/bpt6k36008s/f101,,
14455,8644,1499.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k534566q/f1.image,
14456,8645,1427.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k483700q/f1.image,
14461,8646,1499.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k534813s/f1.image,
14502,8647,1485.0,,x,,
14503,8648,1504.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k6248725h.item,
14522,8649,1476.0,,x,,
14570,8650,1550.0,,x,,
14577,8651,1408.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k203170x?rk=42918;4,
14591,8652,1485.0,,x,,
14595,8653,1485.0,,x,,
14596,8654,1452.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k4781683b/f1.image,.
14599,8655,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k228050s/f1.image,
14601,8656,1408.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k203112m/canvas/f536,https://gallica.bnf.fr/ark:/12148/bpt6k203112m/f536.item,,
14603,8657,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k228407z/f1.image,
14606,8658,1485.0,,x,,
14613,8659,1499.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k524647g,
14615,8660,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k229120b/f1.image,
14617,8661,1485.0,,x,,
14619,8662,1408.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2031198/canvas/f117,https://gallica.bnf.fr/ark:/12148/bpt6k2031198/f117.item,,
14623,8663,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k230316n/f1.image,
14624,8664,1518.0,,x,,
14625,8665,1485.0,,x,,
14631,8666,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k230673h/f1.image,
14632,8667,1518.0,,x,,
14635,8668,1485.0,,x,,
14636,8669,1408.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2031206/canvas/f443,https://gallica.bnf.fr/ark:/12148/bpt6k2031206/f443.image.r=%22le%20salon%20de%22,,
14641,8670,1543.0,,x,,
14645,8671,1516.0,,x,,
14647,8672,1408.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k203124q/canvas/f536,https://gallica.bnf.fr/ark:/12148/bpt6k203124q/f536.image.r=%22le%20salon%20de%201887%22,,
14650,8673,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k231415v/f1.image,
14651,8674,1485.0,,x,,
14652,8675,1518.0,,x,,
14658,8676,1485.0,,x,,
14660,8677,1408.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k203126g?rk=42918;4,
14666,8678,1602.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k87148k?rk=21459;2,
14667,8679,1411.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k7538193x.item,
14668,8680,1408.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k203129m?rk=42918;4,
14670,8681,1490.0,,x,,
14679,8682,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k232555t/f1.image,
14684,8683,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k232975r/f1.image,
14688,8684,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2333098/f1.image,
14690,8685,1452.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k4785708z/f1.image,
14691,8686,1485.0,,x,,
14697,8687,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2336965,
14698,8688,1485.0,,x,,
14703,8689,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2340791/f1.image,
14705,8690,1408.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2031465?rk=21459;2,
14708,8691,1485.0,,x,,
14710,8692,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2344586/f1.image,
14711,8693,1408.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2031418?rk=42918;4,
14712,8694,1485.0,,x,,
14713,8695,1602.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k871775?rk=64378;0,
14716,8696,1485.0,,x,,
14734,8697,1499.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k522706g.item,
14753,8698,1516.0,,x,,
14755,8699,1555.0,,x,,
14756,8700,1427.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k460444c/f1.image,
14758,8701,1503.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k67325692.item,
14760,8702,1452.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k4781004n.item,
14763,8703,1518.0,,x,,
14764,8704,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2274302/f1.image,
14774,8705,1516.0,,x,,
14775,8706,1503.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k67078974.item,
14778,8707,1555.0,,x,,
14781,8708,1427.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k464774f/f1.image,
14782,8709,1452.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k4785107g/f1.image,
14787,8710,1555.0,,x,,
14791,8711,1427.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k4700197/f1.image,
14792,8712,1452.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k4788051g/f1.image,
14793,8713,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k236496c/f1.image,
15376,8714,1496.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2878136/f1.image,
15377,8715,1496.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k288597t/f1.image,
15385,8716,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k239878h,
15387,8717,1411.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k75361635/f1.image,
15571,8718,1411.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k75361635/f1.image,
15582,8719,1308.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k6344304z/f1.image,
15595,8720,1518.0,,x,,
15640,8721,1499.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k534731d/f1.image,
15657,8722,1517.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2306470/f1.image,
15658,8723,1425.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k4576940d.item,
15659,8724,1496.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2792819/f1.image,
15665,8725,1510.0,,x,,
15666,8726,1496.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k281407g/f1.image,
15667,8727,1496.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2814139/f1.image,
15668,8728,1496.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k281414p/f1.image,
15669,8729,1496.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2814152/f1.image,
15670,8730,1496.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k281425d/f1.image,
15673,8731,1308.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k62055674/f1.image,
15675,8732,1411.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k75360914/f1.image,
15710,8733,1427.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k506520w/f1.image,
15712,8734,1496.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k2961588/f1.image,
15978,8735,1543.0,,,https://gallica.bnf.fr/ark:/12148/bpt6k785534t/f2.item,
14453,1634,1479.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6111456s/canvas/f258,https://gallica.bnf.fr/ark:/12148/bpt6k6111456s/f258.item,,".7, S. 239-240"
12867,1635,1572.0,,,,"[1].1928, Bd. 1, S. 215"
12866,1636,1572.0,,,,"[1].1928.1, S. 156-158"
12873,1637,1572.0,,,,"[1].1928.1, S. 160-164"
12875,1638,1572.0,,,,"[1].1928.1, S. 266"
12868,1639,1572.0,,,,"[1].1928.1, S. 58"
12874,1640,1572.0,,,,"[1].1928.1, S. IV"
12869,1641,1572.0,,,,"[1].1928.2, S. XXV"
11858,1642,1292.0,,,,"[1].1928.281, S. 8"
12052,1643,1623.0,,,,"[18].1928.288, 4. Beilage, S. 21"
12870,1644,1572.0,,,,"[2].1929.3, S. 196"
12871,1645,1572.0,,,,"[2].1929.3, S. XVI"
12256,1646,1314.0,,,,"[2].1938, S. 353-356"
12865,1647,1620.0,,,,"[3].1911, S. 353-365"
12872,1648,1572.0,,,,"[3].1930.5, S. 152"
12877,1649,1572.0,,,,"[3].1930.5, S. 210 - 215"
12876,1650,1572.0,,,,"[3].1930.5, S. 98"
12878,1651,1572.0,,,,"[3].1930.5, S. XX"
12879,1652,1572.0,,,,"[3].1930.6, S. 532"
12880,1653,1572.0,,,,"[3].1930.6, S. 574"
12882,1654,1572.0,,,,"[3].1930.6, S. LVI"
12881,1655,1572.0,,,,"[3].1930.6, S. XLVII"
12896,1656,1572.0,,,,"[4].1931.7, Beilage S. II, Abb. S. 34 - 37, 95"
12897,1657,1572.0,,,,"[4].1931.7, S. 136, Abb. S. 140"
12898,1658,1572.0,,,,"[4].1931.7, S. 161 - 166"
12895,1659,1572.0,,,,"[4].1931.7, S. 91"
12900,1660,1572.0,,,,"[4].1931.7, S. XIX"
12899,1661,1572.0,,,,"[4].1931.7, S. XXXI, Abb. S. 224"
12902,1662,1572.0,,,,"[4].1931.7/8, S. 364"
12903,1663,1572.0,,,,"[4].1931.7/8, S. LXII, Abb. S. 472"
12901,1664,1572.0,,,,"[4].1931.8, S. 296"
12049,1665,1348.0,,,,"[5].1928.564, S. 1"
12904,1666,1572.0,,,,"[5].1932.10, S. 270"
12905,1667,1572.0,,,,"[5].1932.10, S. 333-334"
12907,1668,1572.0,,,,"[5].1932.9/10, S. 82-90"
12908,1669,1572.0,,,,"[5].1932.9/10, S. XXIII"
12906,1670,1572.0,,,,"[5].1932.9/10, S. XXIX"
12910,1671,1572.0,,,,"[6].1933.11, S. 71"
12909,1672,1572.0,,,,"[6].1933.11/12, S. 40"
12911,1673,1572.0,,,,"[6].1933.11/12, S. 73ff"
16325,1675,1285.0,,,,01.1946.50
16333,1676,1285.0,,,,01.1947.100
16334,1677,1285.0,,,,"01.1947.100, p. 3"
16345,1678,1285.0,,,,01.1948.151
16347,1679,1285.0,,,,"01.1948.151, p. 5"
16484,1680,1285.0,,,,01.1949.198
16451,1681,1285.0,,,,"01.1950.247, p. 4"
16470,1682,1285.0,,,,"01.1951.293, p. 1"
16534,1683,1285.0,,,,"01.1951.293, p. 6"
16535,1684,1285.0,,,,"01.1951.294, p. 6"
16348,1686,1285.0,,,,02.1948.153
16350,1687,1285.0,,,,"02.1948.154, p. 4"
16362,1688,1285.0,,,,02.1949.202
16363,1689,1285.0,,,,"02.1949.203, p. 2"
16452,1690,1285.0,,,,"02.1950.248, p. 4"
16536,1691,1285.0,,,,"02.1951.296, p. 1, p. 8"
16326,1692,1285.0,,,,"03.1945.07, p. 2"
16327,1693,1285.0,,,,"03.1945.09, p. 1"
16328,1694,1285.0,,,,"03.1946.59, p. 1"
16336,1695,1285.0,,,,"03.1947, p. 4"
16453,1696,1285.0,,,,"03.1950.255, p. 3"
16454,1697,1285.0,,,,"03.1950.255, p. 5"
16455,1698,1285.0,,,,"03.1950.256, p. 4"
16456,1699,1285.0,,,,"03.1950.256, p. 1, p. 8"
16548,1700,1285.0,,,,"03.1951.303, p. 3"
16343,1704,1285.0,,,,"04.1945.13, p. 1"
16344,1705,1285.0,,,,"04.1945.13, p. 2"
16351,1706,1285.0,,,,04.1948.164
16531,1707,1285.0,,,,04.1949.209
16549,1708,1285.0,,,,"04.1951.305, p. 3"
16560,1709,1285.0,,,,"04.1953.407, p. 9"
16323,1712,1285.0,,,,"05.1945.17, p. 1"
16338,1713,1285.0,,,,"05.1947.117, p. 4"
16550,1714,1285.0,,,,"05.1951.311, p. 2"
16558,1715,1285.0,,,,"05.1952.359, p. 12"
16324,1718,1285.0,,,,"06.1945.19, p. 1"
16342,1719,1285.0,,,,"06.1947.121, p. 3"
16352,1720,1285.0,,,,"06.1948.169, p. 1, p. 3"
16353,1721,1285.0,,,,"06.1948.170, p. 6"
16364,1722,1285.0,,,,06.1949.217
16440,1723,1285.0,,,,06.1949.220
16457,1724,1285.0,,,,"06.1950.267, p. 4"
16458,1725,1285.0,,,,"06.1950.268, p. 5"
16329,1728,1285.0,,,,"07.1946.78, p. 8"
16339,1729,1285.0,,,,07.1947.125
16354,1730,1285.0,,,,"07.1948.176, p. 6"
16439,1731,1285.0,,,,"07.1949.221, p. 2"
16459,1732,1285.0,,,,"07.1950.271, p. 4"
16460,1733,1285.0,,,,"07.1950.272, p. 5"
16461,1734,1285.0,,,,"07.1950.273, p. 6"
16551,1735,1285.0,,,,"07.1951.318, p. 5"
16561,1736,1285.0,,,,"07.1952.366, p. 10"
16332,1738,1285.0,,,,"08.1946.81, p. 2"
16340,1739,1285.0,,,,08.1947.126
16356,1740,1285.0,,,,08.1948
16355,1741,1285.0,,,,08.1948.177
16441,1742,1285.0,,,,08.1949.224
16563,1743,1285.0,,,,"08.1953.424, p. 9"
16331,1746,1285.0,,,,"09.1946.83, p. 4"
16330,1747,1285.0,,,,"09.1946.86, p. 1"
16358,1748,1285.0,,,,"09.1948.180, p. 4"
16442,1749,1285.0,,,,"09.1949.230, p. 2"
16564,1750,1285.0,,,,"09.1953.428, p. 9"
14272,1759,1389.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k32951f/canvas/f207,https://gallica.bnf.fr/ark:/12148/bpt6k32951f/canvas/f207,,"n° 3, juin 1929, p. 144-146"
14273,1760,1389.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k32951f/canvas/f209,https://gallica.bnf.fr/ark:/12148/bpt6k32951f/canvas/f209,,"n° 3, juin 1929, p. 146-155"
14274,1761,1389.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k32951f/canvas/f281,https://gallica.bnf.fr/ark:/12148/bpt6k32951f/canvas/f281,,"n° 4, sept. 1929, p. 202-208"
14275,1762,1389.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k32951f/canvas/f400,https://gallica.bnf.fr/ark:/12148/bpt6k32951f/canvas/f400,,"n° 6, nov. 1929, p. 289-296"
14269,1763,1389.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k32951f/canvas/f63,https://gallica.bnf.fr/ark:/12148/bpt6k32951f/canvas/f63,,"n° 1, avril 1929, p. 32-34"
14294,1764,1389.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k32951f/canvas/f447,https://gallica.bnf.fr/ark:/12148/bpt6k32951f/canvas/f447,,"n° 6, nov. 1929, p. 336-337"
14276,1765,1389.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k32951f/canvas/f453,https://gallica.bnf.fr/ark:/12148/bpt6k32951f/canvas/f453,,"n° 6, nov. 1929, p. 342"
14270,1766,1389.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k32951f/canvas/f66,https://gallica.bnf.fr/ark:/12148/bpt6k32951f/canvas/f66,,"n° 1, avril 1929, p. 35-47"
14277,1767,1389.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k32951f/canvas/f518,https://gallica.bnf.fr/ark:/12148/bpt6k32951f/canvas/f518,,"n° 7, déc. 1929, p. 391-395"
14288,1768,1389.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k32951f/canvas/f91,https://gallica.bnf.fr/ark:/12148/bpt6k32951f/canvas/f91,,"n° 1, avril 1929, p. 60-61"
14271,1769,1389.0,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k32951f/canvas/f140,https://gallica.bnf.fr/ark:/12148/bpt6k32951f/canvas/f140,,"n° 2, mai 1929, p. 93-105"
10751,1770,1367.0,,,,"1,1.1899.1, S. 65-91; 1,1.1899.2, S. 181-204; 1,2.1900.4, S. 92-105;  1,2.1900.5, S. 203-227; 1,2.1900.6, S. 351-374; 1,3.1900.7, S. 199-223"
12556,1771,1291.0,,,,"1. Beilage zu 45.1945. 594, S. 5"
10402,1772,1354.0,,,,"1.1881/82.8, S. 87-88; 1.1881/82.9, S. 97-99; 1.1881/82.10, S. 109-111"
10525,1773,1368.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kfa1886/canvas/0063.json,https://digi.ub.uni-heidelberg.de/diglit/kfa1886/0063,,"1.1885.3, S. 42"
10526,1774,1368.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kfa1886/canvas/0329.json,https://digi.ub.uni-heidelberg.de/diglit/kfa1886/0329,,"1.1886.18, S. 258"
10846,1775,1338.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstwart1/canvas/0007.json,https://digi.ub.uni-heidelberg.de/diglit/kunstwart1/0007,,"1.1887/88.1, S. 1-4"
10299,1776,1338.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstwart1/canvas/0015.json,https://digi.ub.uni-heidelberg.de/diglit/kunstwart1/0015,,"1.1887/88.1, S. 9"
10300,1777,1338.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstwart1/canvas/0245.json,https://digi.ub.uni-heidelberg.de/diglit/kunstwart1/0245,,"1.1887/88.17, S. 239"
10679,1778,1338.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstwart1/canvas/0341.json,https://digi.ub.uni-heidelberg.de/diglit/kunstwart1/0341,,"1.1887/88.23, S. 335-336"
10646,1779,1338.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstwart1/canvas/0359.json,https://digi.ub.uni-heidelberg.de/diglit/kunstwart1/0359,,"1.1887/88.24, S. 353-354"
14661,1780,1462.0,,,,1.1888
10763,1781,1404.0,,,,"1.1890.27, S. 748-752"
10661,1782,1404.0,,,,"1.1890.8, S. 225-230"
10632,1783,1316.0,,,,"1.1891.19, S. 1-2"
10443,1784,1316.0,,,,"1.1891.23, S. 1-2"
14695,1785,1545.0,,,,1.1893.3
10439,1786,1341.0,,,,"1.1895, S. 437-440"
10499,1787,1373.0,,,,"1.1895.1, S. 10"
10412,1788,1569.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/pan1895_96_1/canvas/0066.json,https://digi.ub.uni-heidelberg.de/diglit/pan1895_96_1/0066,,"1.1895/96.1, S. 46"
10710,1789,1569.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/pan1895_96_1/canvas/0161.json,https://digi.ub.uni-heidelberg.de/diglit/pan1895_96_1/0161,,"1.1895/96.2, S. 121-126"
10313,1790,1569.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/pan1895_96_1/canvas/0133.json,https://digi.ub.uni-heidelberg.de/diglit/pan1895_96_1/0133,,"1.1895/96.2, S. 97-100"
10415,1791,1569.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/pan1895_96_2/canvas/0044.json,https://digi.ub.uni-heidelberg.de/diglit/pan1895_96_2/0044,,"1.1895/96.3, S. 173-176"
10688,1792,1569.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/pan1895_96_2/canvas/0049.json,https://digi.ub.uni-heidelberg.de/diglit/pan1895_96_2/0049,,"1.1895/96.3, S. 177-184"
10728,1793,1569.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/pan1895_96_2/canvas/0058.json,https://digi.ub.uni-heidelberg.de/diglit/pan1895_96_2/0058,,"1.1895/96.3, S. 185-192"
10413,1794,1569.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/pan1895_96_2/canvas/0070.json,https://digi.ub.uni-heidelberg.de/diglit/pan1895_96_2/0070,,"1.1895/96.3, S. 196"
10414,1795,1569.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/pan1895_96_2/canvas/0130.json,https://digi.ub.uni-heidelberg.de/diglit/pan1895_96_2/0130,,"1.1895/96.4, S. 243-249"
10749,1796,1569.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/pan1895_96_2/canvas/0243.json,https://digi.ub.uni-heidelberg.de/diglit/pan1895_96_2/0243,,"1.1895/96.5, S. 329-336"
10692,1797,1569.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/pan1895_96_2/canvas/0252.json,https://digi.ub.uni-heidelberg.de/diglit/pan1895_96_2/0252,,"1.1895/96.5, S. 337-339"
10873,1798,1326.0,,,,"1.1896.1, S. 3-4"
10500,1799,1373.0,,,,"1.1896.13, S. 201-202; 1.1896.14, S. 214-215"
10771,1800,1373.0,,,,"1.1896.15, S. 229-230"
10501,1801,1373.0,,,,"1.1896.16, S. 246-248"
10498,1802,1373.0,,,,"1.1896.17, S. 257-260"
10864,1803,1430.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/jugend1896_1/canvas/0042.json,https://digi.ub.uni-heidelberg.de/diglit/jugend1896_1/0042,,"1.1896.3, S. 39-42"
10865,1804,1430.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/jugend1896_1/canvas/0087.json,https://digi.ub.uni-heidelberg.de/diglit/jugend1896_1/0087,,"1.1896.6, S. 86-90"
10497,1805,1373.0,,,,"1.1896.9, S.134-135"
11902,1806,1351.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/dkd1897_1898/canvas/0142.json,https://digi.ub.uni-heidelberg.de/diglit/dkd1897_1898/0142,,"1.1898, Bd. 1, S. 117 - 119"
11901,1807,1351.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/dkd1897_1898/canvas/0103.json,https://digi.ub.uni-heidelberg.de/diglit/dkd1897_1898/0103,,"1.1898, S. 79 - 84"
10405,1808,1332.0,,,,"1.1898.I.4, S. 177-184; 1.1898.I.5, S. 215-221"
10406,1809,1332.0,,,,"1.1898.I.6, S. 268-272"
10407,1810,1332.0,,,,"1.1898.I.6, S. 272-276"
10777,1811,1332.0,,,,"1.1898.II.8, S. 58-65"
10408,1812,1332.0,,,,"1.1898.II.8, S. 65-67"
10411,1813,1332.0,,,,"1.1898.II.9, S. 110-114"
10410,1814,1332.0,,,,"1.1898.II.9, S. 116-118"
10409,1815,1332.0,,,,"1.1898.II.9, S. 89-108"
12820,1816,1344.0,,,,"1.1898/1899.4, S.353-357"
12822,1817,1344.0,,,,"1.1899.12, Bd. 2, S. 547-553"
12821,1818,1344.0,,,,"1.1899.9, Bd. 2, S. 256-257"
10324,1819,1438.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1902_1903/canvas/0454.json,https://digi.ub.uni-heidelberg.de/diglit/kk1902_1903/0454,,"1.1902/03.10, S. 445-448"
10445,1820,1438.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1902_1903/canvas/0435.json,https://digi.ub.uni-heidelberg.de/diglit/kk1902_1903/0435,,"1.1902/03.11, S. 426-430"
10670,1821,1438.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1902_1903/canvas/0178.json,https://digi.ub.uni-heidelberg.de/diglit/kk1902_1903/0178,,"1.1902/03.5/6, S. 169-207"
10659,1822,1438.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1902_1903/canvas/0217.json,https://digi.ub.uni-heidelberg.de/diglit/kk1902_1903/0217,,"1.1902/03.5/6, S. 208-211"
10496,1823,1438.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1902_1903/canvas/0237.json,https://digi.ub.uni-heidelberg.de/diglit/kk1902_1903/0237,,"1.1902/03.5/6, S. 228-229"
10645,1824,1438.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1902_1903/canvas/0306.json,https://digi.ub.uni-heidelberg.de/diglit/kk1902_1903/0306,,"1.1902/03.8, S. 297-311"
10878,1825,1438.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1902_1903/canvas/0285.json,https://digi.ub.uni-heidelberg.de/diglit/kk1902_1903/0285,,"1.1903.7, S. 276"
11922,1826,1413.0,,,,"1.1903-1904.1, Bd. 1, S. 105-106"
11924,1827,1413.0,,,,"1.1903-1904.2, Bd.1, S. 254-256"
11923,1828,1413.0,,,,"1.1903-1904.2, S. 251-254"
11925,1829,1413.0,,,,"1.1903-1904.3, Bd. 1, S. 387"
11926,1830,1413.0,,,,"1.1903-1904.6, Bd. 1, S. 774-775"
13244,1831,1413.0,,,,"1.1904.10, Bd. 1, S. 477-481"
11927,1832,1413.0,,,,"1.1904.8, Bd. 2, S.246-248"
13245,1833,1413.0,,,,"1.1904.9, Bd. 2, S. 371-372; 1.1904.10, Bd. 2, S. 752-754"
10475,1834,1553.0,,,,"1.1908.1/2, S. 100-101"
10474,1835,1553.0,,,,"1.1908.1/2, S. 53-55"
10643,1836,1553.0,,,,"1.1908.10, S. 894-897"
10477,1837,1553.0,,,,"1.1908.12, S. 1151-1152"
10476,1838,1553.0,,,,"1.1908.4, S. 338-340"
11599,1839,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0040.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0040,,"1.1909.1, S. 26"
11459,1840,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0333.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0333,,"1.1909.10, S. 317-324"
11603,1841,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0383.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0383,,"1.1909.11, S. 367"
12673,1842,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0385.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0385,,"1.1909.11, S. 369"
11604,1843,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0410.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0410,,"1.1909.12, S. 394"
11605,1844,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0415.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0415,,"1.1909.12, S. 399"
11607,1845,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0444.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0444,,"1.1909.13, S. 428"
11606,1846,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0448.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0448,,"1.1909.13, S. 432"
12674,1847,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0475.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0475,,"1.1909.14, S. 459-461"
12675,1848,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0507.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0507,,"1.1909.15, S. 491"
12676,1849,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0533.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0533,,"1.1909.16, S. 513"
11608,1850,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0535.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0535,,"1.1909.16, S. 515-516"
11609,1851,1336.0,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1909/canvas/0572.json,https://digi.ub.uni-heidelberg.de/diglit/cicerone1909/0572,,"1.1909.17, S. 548"
