ID,PW_bemerkung_extern,bibliographie,link_image,link_manifest,length
16301,"Illustrations : 
- Theodor Werner, L'oiseau Bleu, 1941, gouache.
- Theodor Werner, Scherzo, 1944, gouache.
- Theodor Werner, Vase de fleur, 1946, gouache.
- Theodor Werner, Chimères, 1946, gouache.
- Theodor Werner, Feuilles et fruits,1946, gouache.
- Theodor Werner, Marionnette, 1946, gouache.
- Theodor Werner, Rasellti, 1946, gouache.
- Theodor Werner, Miracle de Fleurs, 1946-1947, gouache.
- Theodor Werner, Dessin, 1943.
- Theodor Werner, Deux masques, 1944, gouache.","24.1949.1, p. 148-158",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4226334h/f158/full/full/0/native.jpg,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4226334h/manifest.json,376
16302,"Illustrations : 
- Hans Hartung, Composition, 1948, peinture.
- Hans Hartung, Composition, 1949, peinture. 
- Hans Hartung, Composition, 1949, peinture.
- Hans Hartung, Composition, 1948, peinture.
- Hans Hartung, Composition (Souvenir de son emprisonnement en Espagne), 1947, peinture.","24.1949.1, p. 317-320",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4226334h/f329/full/full/0/native.jpg,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4226334h/manifest.json,376
16304,"Article publié dans la rubrique ""Exposition"".

Bibliographie : 
- Christian Zervos, ""Will Baumeister"", Cahiers d'art, n°1, 1927, p. 6.
- Catalogue d'exposition, Willi Baumeister et la France, Musée d'Unterlinden, Colmar, Editions RMN, 1999 .

Illustrations :
- Willi Baumeister, Gilgamesh et Enkidou, 1948, peinture.
- Willi Baumeister, Deux époques, 1947-1948, peinture.
- Willi Baumeister, Dieu planant, 1947-1948, peinture.
- Willi Baumeister, Jeu de boules, 1947, peinture.
- Willi Baumeister, Jour (Fond jaune), 1949, peinture.","24.1949.1, p. 342-344",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4226334h/f354/full/full/0/native.jpg,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4226334h/manifest.json,376
16370,"Illustrations : 
- Paul Sérusier, Frise décorative.
- Wassily Kandinsky, dessin.","1947, S. 2",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4749381v/f2/full/full/0/native.jpg,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4749381v/manifest.json,4
16373,"Article publié dans la rubrique ""Les Arts"".

Illustrations :
- Hans Hartung, dessin, 1948.",1948,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4749628h/f4/full/full/0/native.jpg,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4749628h/manifest.json,6
16382,"Illustrations : 
- Kandinsky, esquisse.",1950,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4750294m/f4/full/full/0/native.jpg,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4750294m/manifest.json,8
16383,"Illustrations : 
- Kandinsky, tableau (détail).",1949,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4750034n/f4/full/full/0/native.jpg,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4750034n/manifest.json,6
16432,"Article publié dans la rubrique ""Les Arts"".

Illustrations :
- Paul Klee, Kanalhaufen, 1910.
- Catalogue ""Der Blaue Reiter. München und die Kunst des 20. Jahrhunderts. Der Weg von 1908-1914"", Haus der Kunst, München, 1949.",1949,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4750130b/f4/full/full/0/native.jpg,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4750130b/manifest.json,6
16435,"Article publié dans la rubrique ""Les Arts"".

Illustrations :
- Kandinsky, Trente, 1937 (époque parisienne).",1950,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4750234b/f4/full/full/0/native.jpg,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4750234b/manifest.json,8
16436,"Illustrations : 
- Max Ernst, dessin exécuté spécialement pour Combat.",1950,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4750288w/f4/full/full/0/native.jpg,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4750288w/manifest.json,8
